Symbol,Date,Open,High,Low,Close,Volume,SBBP SMA,SBBP spanTwelveEMA,SBBP spanTwntySixEMA,SBBP_x,SBBP_y
SBBP,2020-09-29,2.09,2.125,2.09,2.1057,74374,2.1057,2.363767013061385,2.752151802165688,-0.3883847891043026,-0.3680672389610826
SBBP,2020-09-28,2.21,2.2222,2.16,2.16,61099,2.1600000000000006,2.4106882881634557,2.8038679463389427,-0.3931796581754874,-0.3629878514252775
SBBP,2020-09-25,2.14,2.2,2.1101,2.195,29151,2.1950000000000003,2.4562679769204467,2.8553773820460577,-0.39910940512561055,-0.3554398997377251
SBBP,2020-09-24,2.17,2.17,2.0802,2.14,87494,2.140000000000001,2.5037712454514374,2.9082075726097427,-0.40443632715830535,-0.3445225233907536
SBBP,2020-09-23,2.26,2.29,2.2105,2.255,120159,2.255000000000001,2.569911471897153,2.969664178418522,-0.3997527065213689,-0.3295440724488657
SBBP,2020-09-22,2.2,2.26,2.15,2.185,174705,2.1850000000000014,2.6271681031511807,3.026837312692004,-0.3996692095408232,-0.3119919139307399
SBBP,2020-09-21,2.17,2.17,2.11,2.1499,100371,2.149900000000001,2.7075623037241234,3.0941842977073644,-0.3866219939832414,-0.290072590028219
SBBP,2020-09-18,2.25,2.28,2.23,2.245,160400,2.245000000000001,2.8089554498557816,3.1697270415239536,-0.360771591668172,-0.2659352390394635
SBBP,2020-09-17,2.12,2.22,2.08,2.22,921508,2.220000000000001,2.9114928043750146,3.2437052048458703,-0.3322124004708553,-0.24222615088228633
SBBP,2020-09-16,2.81,2.8310000000000004,2.7829,2.79,9845,2.7900000000000014,3.0372187688068357,3.3256016212335395,-0.28838285242670425,-0.21972958848514396
SBBP,2020-09-15,2.84,2.88,2.805,2.805,25190,2.805000000000001,3.0821676358626235,3.3684497509322227,-0.2862821150695991,-0.20256627249975395
SBBP,2020-09-14,2.62,2.8,2.62,2.7502,81750,2.7502000000000013,3.1325617514740096,3.4135257310068003,-0.2809639795327903,-0.18163731185729262
SBBP,2020-09-11,2.7,2.76,2.63,2.63,25660,2.6300000000000003,3.20208206992383,3.466591789487344,-0.264509719563514,-0.1568056449384181
SBBP,2020-09-10,2.84,2.84,2.68,2.72,103786,2.7200000000000006,3.3060969917281633,3.533519132646332,-0.2274221409181689,-0.1298796262821441
SBBP,2020-09-09,2.9,2.95,2.83,2.84,110687,2.8400000000000003,3.4126600811332835,3.598600663258038,-0.18594058212475506,-0.10549399762313791
SBBP,2020-09-08,3.22,3.37,3.07,3.07,230495,3.0700000000000003,3.516780095884789,3.6592887163186814,-0.14250862043389168,-0.08538235149773372
SBBP,2020-09-08,3.22,3.37,3.07,3.07,230495,3.0700000000000007,3.5980128405911147,3.706431813624176,-0.1084189730330607,-0.07110078426369401
SBBP,2020-09-04,3.62,3.67,3.48,3.5291,87090,3.529100000000001,3.694015175244045,3.7573463587141096,-0.06333118347006518,-0.06177123707135222
SBBP,2020-09-03,3.74,3.76,3.6771,3.73,21327,3.730000000000001,3.7239997525611432,3.7756060674112386,-0.051606314850094925,-0.061381250471674094
SBBP,2020-09-02,3.79,3.79,3.69,3.74,22926,3.7400000000000007,3.722908798481352,3.7792545528041375,-0.05634575432278587,-0.06382498437706877
SBBP,2020-09-01,3.82,3.8960000000000004,3.8080000000000003,3.85,20891,3.850000000000001,3.719801307296143,3.782394917028468,-0.06259360973232564,-0.06569479189063959
SBBP,2020-08-31,3.74,3.79,3.66,3.78,109883,3.7800000000000007,3.696128817713623,3.7769865103907456,-0.08085769267712273,-0.0664700874302183
SBBP,2020-08-28,3.6,3.6,3.56,3.58,4553,3.5800000000000014,3.680879511843372,3.7767454312220057,-0.09586591937863354,-0.06287318611849219
SBBP,2020-08-27,3.68,3.68,3.6038,3.615,8427,3.615000000000002,3.69922124126944,3.792485065719766,-0.0932638244503261,-0.05462500280345685
SBBP,2020-08-26,3.53,3.622,3.43,3.464,31784,3.4640000000000017,3.71453419422752,3.8066838709773467,-0.09214967674982688,-0.044965297391739524
SBBP,2020-08-25,3.61,3.61,3.45,3.4501,43319,3.4501000000000017,3.7600858659052516,3.834098580655535,-0.07401271475028359,-0.03316920255221768
SBBP,2020-08-24,3.78,3.82,3.44,3.44,220561,3.4400000000000017,3.8164469324334784,3.864818467107977,-0.0483715346744984,-0.022958324502701202
SBBP,2020-08-21,4.0,4.022,3.8801,3.95,50668,3.9500000000000015,3.8848918292395664,3.898803944476616,-0.013912115237049605,-0.016605021959751904
SBBP,2020-08-20,3.95,3.95,3.81,3.91,31383,3.910000000000003,3.873053980010396,3.894708260034745,-0.02165428002434844,-0.017278248640427478
SBBP,2020-08-19,3.91,3.9274,3.85,3.88,28876,3.8800000000000026,3.866336521830468,3.893484920837525,-0.027148399007056238,-0.016184240794447125
SBBP,2020-08-18,3.9,3.9,3.853,3.86,34960,3.8600000000000017,3.863852253072372,3.8945637145045264,-0.030711461432154863,-0.013443201241294736
SBBP,2020-08-17,3.74,3.7799,3.5301,3.6910000000000003,63582,3.6910000000000016,3.8645526627218936,3.897328811664889,-0.032776148942994965,-0.009126136193579815
SBBP,2020-08-14,3.8,3.8,3.64,3.6877,60695,3.6877000000000018,3.896107692307692,3.91383511659808,-0.0177274242903871,-0.0032136330062259156
SBBP,2020-08-13,4.01,4.04,3.9010000000000002,3.9560000000000004,21138,3.9560000000000017,3.9339999999999997,3.9319259259259267,0.002074074074074339,0.0004148148148146014
SBBP,2020-08-12,3.99,4.05,3.93,3.93,13394,3.9300000000000015,3.93,3.93,0.0,0.0
