Symbol,Date,Open,High,Low,Close,Volume,GNBT SMA,GNBT spanTwelveEMA,GNBT spanTwntySixEMA,GNBT_x,GNBT_y
GNBT,2020-09-29,0.22,0.24,0.22,0.22899999999999998,17381,0.22899999999999998,0.24165495268235926,0.2877225554207014,-0.04606760273834218,-0.043450852210565785
GNBT,2020-09-28,0.2301,0.25,0.22,0.23,278607,0.23,0.2439558531700609,0.29242035985435755,-0.04846450668429664,-0.04279666457862169
GNBT,2020-09-25,0.18100000000000002,0.19699999999999998,0.179,0.19399999999999998,344546,0.19399999999999992,0.2464932810191629,0.2974139886427062,-0.05092070762354328,-0.041379704052202954
GNBT,2020-09-24,0.1999,0.1999,0.171,0.1711,427087,0.17109999999999995,0.256037513931738,0.3056871077341227,-0.04964959380238471,-0.038994453159367864
GNBT,2020-09-23,0.23,0.23,0.21255,0.2174,123688,0.21739999999999995,0.27148069828296306,0.3164540763528525,-0.044973378069889436,-0.03633066799861365
GNBT,2020-09-22,0.2299,0.2299,0.21,0.2299,170157,0.2298999999999999,0.2813135525162291,0.3243784024610807,-0.0430648499448516,-0.03416999048079469
GNBT,2020-09-21,0.25,0.25,0.225,0.239,387206,0.2389999999999999,0.2906614711555435,0.3319366746579672,-0.041275203502423696,-0.031946275614780466
GNBT,2020-09-18,0.2599,0.29,0.24,0.24545,816579,0.2454499999999999,0.3000544659110969,0.3393716086306045,-0.03931714271950765,-0.02961404364286966
GNBT,2020-09-17,0.2599,0.2599,0.2322,0.242,133910,0.2419999999999999,0.30998255062220537,0.3468853373210529,-0.0369027866988475,-0.02718826887371017
GNBT,2020-09-16,0.28600000000000003,0.2879,0.265,0.27105,273831,0.2710499999999999,0.3223430143716973,0.35527616430673714,-0.032933149935039874,-0.024759639417425823
GNBT,2020-09-15,0.3,0.305,0.3,0.301,54638,0.30099999999999993,0.3316690169847331,0.3620142574512761,-0.03034524046654297,-0.022716261788022322
GNBT,2020-09-14,0.3088,0.31,0.28,0.2801,126043,0.2801,0.33724520189104823,0.3668953980473781,-0.02965019615632991,-0.02080901711839216
GNBT,2020-09-11,0.335,0.335,0.33,0.33475,13302,0.3347499999999999,0.34763523859851153,0.3738390298911684,-0.026203791292656875,-0.018598722358907735
GNBT,2020-09-10,0.32,0.35,0.31,0.34299999999999997,44750,0.34299999999999986,0.3499780092527864,0.3769661522824618,-0.02698814302967545,-0.01669745512547045
GNBT,2020-09-09,0.32,0.32,0.289,0.3,70726,0.2999999999999998,0.3512467382078384,0.3796834444650588,-0.028436706257220386,-0.014124783149419212
GNBT,2020-09-08,0.3,0.3,0.2801,0.3,18567,0.2999999999999999,0.3605643269728999,0.3860581200222635,-0.025493793049363608,-0.010546802372468918
GNBT,2020-09-08,0.3,0.3,0.2801,0.3,18567,0.2999999999999999,0.3715760227861544,0.3929427696240446,-0.021366746837890197,-0.0068100547032452574
GNBT,2020-09-04,0.34,0.34,0.32,0.33,18911,0.3299999999999999,0.38458984511090977,0.4003781911939682,-0.015788346083058458,-0.0031708816695840223
GNBT,2020-09-03,0.36,0.36,0.32,0.36,16173,0.35999999999999993,0.3945152714947116,0.4060084464894857,-0.011493174994774149,-1.651556621541303e-05
GNBT,2020-09-02,0.365,0.365,0.35,0.3501,52926,0.3501,0.40079077540284097,0.40968912220864456,-0.008898346805803592,0.0028526492909242565
GNBT,2020-09-01,0.38,0.38,0.355,0.37655,31511,0.37655,0.41000728002153936,0.41445625198533614,-0.004448971963796788,0.005790398315106219
GNBT,2020-08-31,0.33,0.39,0.325,0.35700000000000004,45612,0.35700000000000004,0.4160904218436374,0.41748875214416303,-0.0013983303005256074,0.00835024088483197
GNBT,2020-08-28,0.35,0.37799999999999995,0.35,0.35675,88769,0.3567500000000001,0.42683413490611705,0.4223278523156961,0.004506282590420907,0.010787383681171363
GNBT,2020-08-27,0.41,0.425,0.41,0.42,46228,0.42,0.4395767048890473,0.4275740805009518,0.012002624388095516,0.012357658953858961
GNBT,2020-08-26,0.45,0.46,0.4370000000000001,0.46,28819,0.4600000000000001,0.443136105777965,0.4281800069410279,0.014956098836937047,0.012446417595299821
GNBT,2020-08-25,0.41505,0.44,0.41505,0.435,12972,0.4350000000000001,0.4400699431921405,0.4256344074963102,0.014435535695830337,0.011818997284890513
GNBT,2020-08-24,0.4521,0.47,0.41,0.4255,74147,0.4255,0.440991751045257,0.424885160096015,0.016106590949241998,0.01116486268215557
GNBT,2020-08-21,0.4835,0.49,0.47200000000000003,0.4801,48390,0.4801000000000001,0.4438084330534856,0.4248359729036961,0.01897246014978932,0.009929430615383964
GNBT,2020-08-20,0.47,0.47,0.4603,0.47,38988,0.47,0.4372099663359375,0.420414850735992,0.01679511559994551,0.0076686732317825836
GNBT,2020-08-19,0.51,0.519,0.505,0.5095,87902,0.5095000000000001,0.43124814203338063,0.4164480387948713,0.01480010323850933,0.005387062639741852
GNBT,2020-08-18,0.449,0.45799999999999996,0.43,0.452,144326,0.4520000000000001,0.4170205314939953,0.409003881898461,0.008016649595534331,0.0030338024900499814
GNBT,2020-08-17,0.45,0.45,0.4111,0.43,40983,0.4300000000000001,0.4106606281292672,0.40556419245033787,0.005096435678929312,0.0017880907136788938
GNBT,2020-08-14,0.45,0.45,0.42505,0.42905,14321,0.4290500000000001,0.4071443786982248,0.4036093278463649,0.0035350508518599555,0.0009610044723662892
GNBT,2020-08-13,0.4,0.42,0.4,0.42,38179,0.4200000000000001,0.4031615384615385,0.4015740740740741,0.0015874643874643768,0.00031749287749288646
GNBT,2020-08-12,0.4001,0.42,0.4001,0.4001,114861,0.4001000000000001,0.4001,0.4001,0.0,0.0
