Symbol,Date,Open,High,Low,Close,Volume,PSIX SMA,PSIX spanTwelveEMA,PSIX spanTwntySixEMA,PSIX_x,PSIX_y
PSIX,2020-09-29,2.97,2.97,2.96,2.97,437,2.97,2.9732234697052067,3.1424569825277326,-0.1692335128225264,-0.20574425776891572
PSIX,2020-09-28,3.03,3.03,3.0299,3.0299,1782,3.0299,2.9738095551061536,3.1562535411299515,-0.1824439860237983,-0.21487194400551313
PSIX,2020-09-25,2.91,2.95,2.91,2.95,750,2.9500000000000006,2.963611292398181,3.166361824420348,-0.20275053202216675,-0.22297893350094192
PSIX,2020-09-24,2.9,2.9,2.9,2.9,300,2.9000000000000004,2.966086072834213,3.1836707703739764,-0.2175846975397624,-0.2280360338706356
PSIX,2020-09-23,2.9,2.9,2.9,2.9,350,2.900000000000001,2.9781017224404343,3.2063644320038938,-0.22826270956345995,-0.23064886795335365
PSIX,2020-09-22,2.8,2.85,2.8,2.85,1100,2.850000000000001,2.9923020356114223,3.230873586564205,-0.2385715509527833,-0.23124540755082718
PSIX,2020-09-21,2.8,2.8,2.8,2.8,2100,2.8000000000000003,3.0181751329953173,3.2613434734893416,-0.2431683404940244,-0.22941387170033828
PSIX,2020-09-18,2.83,2.83,2.83,2.83,500,2.8300000000000014,3.057843338994465,3.298250951368489,-0.2404076123740237,-0.22597525450191674
PSIX,2020-09-17,3.0,3.0,3.0,3.0,100,3.0000000000000013,3.099269400629823,3.3357110274779687,-0.2364416268481455,-0.22236716503388995
PSIX,2020-09-16,2.9,2.9,2.9,2.9,607,2.9000000000000004,3.117318382562518,3.3625679096762062,-0.2452495271136881,-0.21884854958032604
PSIX,2020-09-15,2.95,2.95,2.95,2.95,100,2.9500000000000006,3.1568308157557032,3.3995733424503034,-0.2427425266945997,-0.2122483051969855
PSIX,2020-09-14,3.05,3.05,3.05,3.05,100,3.05,3.1944364186203766,3.4355392098463278,-0.2411027912259507,-0.20462474982258183
PSIX,2020-09-11,3.0,3.0,3.0,3.0,338,3.0,3.2206975856422635,3.4663823466340338,-0.2456847609917707,-0.19550523947173948
PSIX,2020-09-10,3.0,3.05,3.0,3.0,300,3.0,3.260824419395401,3.5036929343647563,-0.2428685149693548,-0.18296035909173175
PSIX,2020-09-09,3.0,3.0,3.0,3.0,200,3.0,3.308247041103656,3.5439883691139364,-0.23574132801028025,-0.1679833201223259
PSIX,2020-09-08,3.02,3.05,3.0,3.0,1890,3.0,3.364291957667957,3.587507438643051,-0.22321548097509414,-0.1510438181503373
PSIX,2020-09-08,3.02,3.05,3.0,3.0,1890,3.0,3.4305268590621316,3.634508033734495,-0.20398117467236387,-0.13300090244414806
PSIX,2020-09-04,3.01,3.02,3.01,3.01,4820,3.01,3.5088044698007,3.6852686764332554,-0.17646420663255435,-0.11525583438709422
PSIX,2020-09-03,3.15,3.26,3.15,3.26,400,3.26,3.5994961915826464,3.739290170547915,-0.1397939789652689,-0.09995374132572896
PSIX,2020-09-02,3.51,3.51,3.51,3.51,1800,3.51,3.6612227718703996,3.777633384191748,-0.11641061232134794,-0.08999368191584407
PSIX,2020-09-01,3.58,3.58,3.58,3.58,1393,3.58,3.6887178213013816,3.799044054927088,-0.11032623362570647,-0.08338944931446798
PSIX,2020-08-31,3.58,3.58,3.58,3.58,300,3.58,3.7084846979016333,3.816567579321255,-0.1080828814196222,-0.07665525323665837
PSIX,2020-08-28,3.6,3.6,3.6,3.6,150,3.6,3.7318455520655673,3.835492985666956,-0.10364743360138906,-0.06879834619091751
PSIX,2020-08-27,3.58,3.58,3.58,3.58,200,3.58,3.7558174706229424,3.854332424520312,-0.09851495389736976,-0.06008607433829974
PSIX,2020-08-26,3.56,3.56,3.56,3.56,170,3.56,3.787784283463477,3.876279018481937,-0.08849473501845972,-0.05047885444853223
PSIX,2020-08-25,3.62,3.62,3.62,3.62,250,3.62,3.8291996077295636,3.9015813399604915,-0.07238173223092792,-0.04097488430605024
PSIX,2020-08-24,3.85,3.85,3.85,3.85,500,3.85,3.86723590004403,3.924107847157332,-0.05687194711330167,-0.033123172324830814
PSIX,2020-08-21,3.75,3.845,3.0,3.73,109266,3.73,3.8703697000520356,3.930036474929918,-0.05966677487788274,-0.027185978627712982
PSIX,2020-08-21,3.75,3.845,3.0,3.73,109266,3.73,3.895891463697859,3.946039392924311,-0.050147929226451726,-0.01906577956517065
PSIX,2020-08-19,3.81,3.81,3.8,3.8,1219,3.8,3.9260535480065606,3.9633225443582565,-0.037268996351695005,-0.01129524214985027
PSIX,2020-08-18,3.845,3.89,3.8,3.8,810,3.8,3.9489723749168446,3.9763883479069166,-0.02741597299007204,-0.004801803599388864
PSIX,2020-08-17,3.75,3.75,3.75,3.75,4083,3.75,3.976058261265362,3.99049941573947,-0.014441154474108318,0.0008517387482819285
PSIX,2020-08-14,3.92,3.92,3.9,3.9,4553,3.9,4.017159763313609,4.009739368998628,0.007420394314981316,0.004674962053879491
PSIX,2020-08-13,4.25,4.25,4.25,4.25,100,4.25,4.038461538461538,4.018518518518518,0.019943019943020168,0.003988603988604034
PSIX,2020-08-12,4.15,4.15,4.0,4.0,500,4.0,4.0,4.0,0.0,0.0
