Symbol,Date,Open,High,Low,Close,Volume,LIVX SMA,LIVX spanTwelveEMA,LIVX spanTwntySixEMA,LIVX_x,LIVX_y
LIVX,2020-09-29,2.73,2.7348,2.65,2.665,19394,2.665,2.6587486694074114,2.6770063914650986,-0.01825772205768761,-0.02923568188711503
LIVX,2020-09-28,2.7,2.7226,2.62,2.6578,55515,2.6578,2.657612063845122,2.6779669027823063,-0.02035483893718437,-0.031980171844471994
LIVX,2020-09-25,2.66,2.6653,2.56,2.605,44125,2.6050000000000004,2.657577893635144,2.6795802550048906,-0.022002361369746648,-0.0348865050712939
LIVX,2020-09-24,2.59,2.61,2.45,2.5499,59218,2.5499000000000005,2.667137510659716,2.685546675405282,-0.0184091647455662,-0.03810754099668071
LIVX,2020-09-23,2.85,2.85,2.7219,2.7219,63694,2.7219000000000007,2.6884534216887555,2.696398409437704,-0.007944987748948584,-0.04303213505945945
LIVX,2020-09-22,2.7738,2.8149,2.6789,2.7389,62271,2.738900000000001,2.6823722256321654,2.69435828219272,-0.011986056560554736,-0.05180392188708716
LIVX,2020-09-21,2.92,3.015,2.81,2.835,185546,2.835,2.672094448474377,2.690794944768138,-0.01870049629376069,-0.06175838821872027
LIVX,2020-09-18,2.87,2.89,2.75,2.85,137770,2.8500000000000005,2.6424752572879004,2.679258540349589,-0.036783283061688536,-0.07252286119996015
LIVX,2020-09-17,2.72,2.73,2.62,2.68,52652,2.680000000000001,2.6047434858857,2.665599223577556,-0.0608557376918557,-0.08145775573452804
LIVX,2020-09-16,2.7,2.7002,2.5253,2.59,144443,2.5900000000000007,2.5910604833194637,2.6644471614637606,-0.07338667814429645,-0.08660826024519612
LIVX,2020-09-15,2.68,2.7203,2.6297,2.64,58735,2.640000000000001,2.591253298468457,2.6704029343808613,-0.07914963591240376,-0.08991365577042092
LIVX,2020-09-14,2.6,2.63,2.47,2.63,101144,2.630000000000001,2.5823902618263586,2.6728351691313303,-0.0904449073049718,-0.09260466073492508
LIVX,2020-09-11,2.56,2.61,2.54,2.56,28090,2.5600000000000014,2.573733945794788,2.676261982661837,-0.10252803686704937,-0.0931445990924134
LIVX,2020-09-10,2.59,2.635,2.5647,2.5989999999999998,44032,2.5990000000000006,2.576231026848385,2.6855629412747843,-0.10933191442639867,-0.09079873964875453
LIVX,2020-09-09,2.5,2.5698,2.46,2.515,65127,2.515000000000001,2.5720912135480916,2.6924879765767664,-0.1203967630286744,-0.08616544595434326
LIVX,2020-09-08,2.38,2.43,2.24,2.4095,108904,2.409500000000001,2.5824714341932,2.7066870147029074,-0.12421558050970782,-0.07760761668576036
LIVX,2020-09-08,2.38,2.43,2.24,2.4095,108904,2.409500000000001,2.6139207858646905,2.7304619758791397,-0.11654119001444975,-0.06595562572977359
LIVX,2020-09-04,2.4,2.4,2.261,2.27,76108,2.270000000000001,2.6510882014764525,2.7561389339494715,-0.105050732473019,-0.053309234658604654
LIVX,2020-09-03,2.55,2.56,2.41,2.4775,111926,2.4775000000000005,2.7203769653812615,2.7950300486654296,-0.07465308328416764,-0.04037386020500106
LIVX,2020-09-02,2.72,2.72,2.56,2.575,78107,2.575,2.7645364136324004,2.820432452558664,-0.05589603892626327,-0.031804054435209304
LIVX,2020-09-01,2.73,2.77,2.6691,2.68,102263,2.6800000000000006,2.7989975797473825,2.840067048763357,-0.0410694690159743,-0.025781058312445697
LIVX,2020-08-31,2.78,2.83,2.76,2.79,30128,2.7900000000000005,2.8206335033378167,2.8528724126644254,-0.032238909326609555,-0.021958955636563544
LIVX,2020-08-28,2.72,2.79,2.65,2.73,83381,2.7300000000000004,2.8262032312174186,2.85790220567758,-0.03169897446016101,-0.019388967214052262
LIVX,2020-08-27,2.83,2.8336,2.7,2.755,62009,2.7550000000000003,2.8436947278024034,2.8681343821317857,-0.024439654329381888,-0.016311465402524962
LIVX,2020-08-26,2.94,2.99,2.84,2.87,152495,2.87,2.859821041948296,2.8771851327023286,-0.017364090754033334,-0.014279418170810621
LIVX,2020-08-25,2.78,2.8,2.7,2.76,100876,2.76,2.8579703223025312,2.8777599433185155,-0.019789621015983805,-0.013508250025005164
LIVX,2020-08-24,2.85,2.89,2.82,2.835,114630,2.835,2.875783108175719,2.887180738783996,-0.011397630608277254,-0.011937907277260393
LIVX,2020-08-21,2.83,2.95,2.8201,2.915,129406,2.915,2.8831982187531224,2.8913551978867162,-0.008156979133593367,-0.012072976444506176
LIVX,2020-08-20,2.85,2.93,2.78,2.9078,175940,2.9078,2.8774160767082355,2.8894636137176533,-0.012047537009417296,-0.013051975772234266
LIVX,2020-08-19,2.93,2.99,2.83,2.89,102082,2.890000000000001,2.871891727018824,2.8879967028150646,-0.016104975796241483,-0.013303085462938397
LIVX,2020-08-18,2.92,3.0,2.89,2.91,106640,2.9100000000000006,2.8685993137495185,2.88783643904027,-0.019237125290751056,-0.012602612879612847
LIVX,2020-08-17,2.83,2.85,2.78,2.845,93835,2.8450000000000006,2.861071916249432,2.8860633541634915,-0.02499143791406011,-0.010943984776828182
LIVX,2020-08-14,2.71,2.77,2.71,2.74,150721,2.7400000000000007,2.863994082840237,2.88934842249657,-0.025354339656333824,-0.00743212149252031
LIVX,2020-08-13,2.78,2.8,2.6344,2.73,160656,2.7300000000000004,2.886538461538461,2.9012962962962963,-0.014757834757834763,-0.002951566951567042
LIVX,2020-08-12,2.93,2.95,2.86,2.915,90217,2.9150000000000005,2.915,2.915,0.0,0.0
