Symbol,Date,Open,High,Low,Close,Volume,LIZI SMA,LIZI spanTwelveEMA,LIZI spanTwntySixEMA,LIZI_x,LIZI_y
LIZI,2020-09-29,2.33,2.3764,2.3,2.3,1931,2.3,2.9726736111477896,3.499628631498633,-0.5269550203508433,-0.43958604822761105
LIZI,2020-09-28,2.5,2.5035,2.4,2.49,10185,2.49,3.0949779040837515,3.595598922018524,-0.5006210179347721,-0.417743805196803
LIZI,2020-09-25,2.5,2.6499,2.5,2.53,6914,2.53,3.2049738866444333,3.6840468357800056,-0.4790729491355723,-0.39702450201231054
LIZI,2020-09-24,2.63,2.63,2.4,2.5,17056,2.5,3.3276964114888763,3.7763705826424063,-0.4486741711535305,-0.376512390231495
LIZI,2020-09-23,2.78,2.91,2.78,2.88,11329,2.879999999999999,3.4781866681232168,3.878480229253799,-0.400293561130582,-0.3584719450009863
LIZI,2020-09-22,3.27,3.27,3.1,3.165,15535,3.1649999999999987,3.5869478805092565,3.9583586475941033,-0.3714107670848463,-0.34801654096858725
LIZI,2020-09-21,3.35,3.49,3.3,3.3,12853,3.299999999999999,3.6636656769654845,4.021827339401631,-0.35816166243614633,-0.34216798443952234
LIZI,2020-09-18,3.61,3.7,3.36,3.41,41569,3.41,3.7297867091410284,4.079573526553762,-0.3497868174127343,-0.33816956494036615
LIZI,2020-09-17,3.63,3.8,3.58,3.62,28150,3.619999999999999,3.7879297471666686,4.133139408678064,-0.34520966151139465,-0.3352652518222742
LIZI,2020-09-16,3.58,3.66,3.58,3.58,12651,3.5799999999999987,3.8184624284697,4.174190561372309,-0.3557281329026094,-0.3327791493999939
LIZI,2020-09-15,3.52,3.58,3.52,3.53,4697,3.53,3.861819233646008,4.221725806282094,-0.3599065726360853,-0.32704190352434015
LIZI,2020-09-14,3.65,3.65,3.5,3.5,3377,3.5,3.922150003399828,4.277063870784661,-0.3549138673848331,-0.3188257362464037
LIZI,2020-09-11,3.7,3.79,3.7,3.79,700,3.789999999999999,3.998904549472524,4.339228980447434,-0.34032443097490983,-0.3098037034617963
LIZI,2020-09-10,3.89,3.94,3.86,3.94,470,3.9399999999999986,4.036887194831165,4.383167298883229,-0.346280104052064,-0.30217352158351796
LIZI,2020-09-09,3.63,3.68,3.63,3.68,1301,3.6799999999999993,4.054503048436831,4.418620682793887,-0.364117634357056,-0.29114687596638145
LIZI,2020-09-08,3.73,3.7302,3.625,3.625,3175,3.625,4.122594511788982,4.477710337417399,-0.3551158256284159,-0.2729041863687128
LIZI,2020-09-08,3.73,3.7302,3.625,3.625,3175,3.625,4.213066241205161,4.545927164410791,-0.33286092320562943,-0.25235127655378675
LIZI,2020-09-04,4.08,4.08,3.91,3.91,600,3.91,4.3199873759697365,4.619601337563654,-0.2996139615939182,-0.23222386489082608
LIZI,2020-09-03,4.0,4.02,3.9,3.95,2203,3.95,4.39453053523696,4.6763694445687465,-0.28183890933178546,-0.21537634071505324
LIZI,2020-09-02,4.16,4.23,4.04,4.1399,11283,4.1399,4.475354268916408,4.734479000134245,-0.2591247312178382,-0.19876069856086995
LIZI,2020-09-01,4.31,4.35,4.04,4.19,7336,4.19,4.536345954173934,4.7820453201449835,-0.24569936597104916,-0.18366969039662812
LIZI,2020-08-31,4.27,4.3799,4.23,4.29,10738,4.29,4.599317945841923,4.829408945756583,-0.2300909999146601,-0.16816227150302288
LIZI,2020-08-28,4.22,4.47,4.22,4.335,700,4.335,4.655557572358637,4.872561661417111,-0.2170040890584728,-0.15268008940011354
LIZI,2020-08-27,4.4,4.4,4.4,4.4,1000,4.4,4.713840767332934,4.915566594330478,-0.20172582699754396,-0.1365990894855235
LIZI,2020-08-26,4.53,4.53,4.5,4.5,560,4.499999999999998,4.770902725029832,4.956811921876917,-0.18590919684708496,-0.12031740510751837
LIZI,2020-08-25,4.5,4.5,4.46,4.46,400,4.459999999999997,4.820157765944347,4.993356875627072,-0.17319910968272367,-0.10391945717262671
LIZI,2020-08-24,4.57,4.57,4.54,4.54,2342,4.5399999999999965,4.885640996116046,5.036025425677238,-0.1503844295611909,-0.08659954404510224
LIZI,2020-08-21,4.55,4.62,4.54,4.61,7342,4.609999999999997,4.9484848135916915,5.075707459731416,-0.12722264613972545,-0.07065332266607985
LIZI,2020-08-20,4.79,4.81,4.79,4.8,2826,4.799999999999996,5.010027506971999,5.112964056509929,-0.1029365495379313,-0.056510991797668664
LIZI,2020-08-19,4.82,4.93,4.82,4.9,3200,4.899999999999996,5.048214326421452,5.138001181030724,-0.0897868546092715,-0.04490460236260323
LIZI,2020-08-18,4.95,4.965,4.72,4.96,2174,4.9599999999999955,5.075162385770807,5.157041275513182,-0.08187888974237456,-0.033684039300936164
LIZI,2020-08-17,4.73,4.73,4.6,4.6,2477,4.599999999999995,5.096101001365499,5.172804577554236,-0.07670357618873691,-0.021635326690576558
LIZI,2020-08-14,4.78,5.0,4.78,4.9295,1568,4.9294999999999956,5.1863011834319535,5.218628943758574,-0.032327760326621664,-0.007868264316036468
LIZI,2020-08-13,5.31,5.31,5.14,5.14,1239,5.139999999999994,5.232992307692308,5.24175925925926,-0.008766951566951953,-0.0017533903133903905
LIZI,2020-08-12,5.13,5.2499,5.1,5.2499,3145,5.249899999999994,5.2499,5.2499,0.0,0.0
