Symbol,Date,Open,High,Low,Close,Volume,UTSI SMA,UTSI spanTwelveEMA,UTSI spanTwntySixEMA,UTSI_x,UTSI_y
UTSI,2020-09-29,1.11,1.1399,1.04,1.11,27972,1.11,1.1283276135559994,1.2397353564780504,-0.11140774292205102,-0.11320334832575552
UTSI,2020-09-28,1.07,1.07,1.02,1.055,5076,1.055,1.1316599069298177,1.2501141849962945,-0.1184542780664768,-0.11365224967668162
UTSI,2020-09-25,1.08,1.14,1.03,1.0678,2795,1.0678,1.1455980718261485,1.265723319795998,-0.1201252479698498,-0.11245174257923282
UTSI,2020-09-24,1.05,1.07,1.0227,1.0227,3473,1.0226999999999995,1.159743175794539,1.281557185379678,-0.12181400958513923,-0.11053336623157863
UTSI,2020-09-23,1.09,1.13,1.09,1.0936,1263,1.0935999999999997,1.1846601168480912,1.302265760210052,-0.11760564336196078,-0.10771320539318846
UTSI,2020-09-22,1.13,1.13,1.13,1.13,323,1.1299999999999994,1.2012165017295622,1.3189590210268562,-0.11774251929729407,-0.10524009590099537
UTSI,2020-09-21,1.17,1.17,1.12,1.12,17160,1.1199999999999997,1.2141649565894828,1.3340757427090049,-0.1199107861195221,-0.10211449005192069
UTSI,2020-09-18,1.12,1.14,1.12,1.13,3756,1.1299999999999994,1.2312858577875707,1.3512018021257253,-0.11991594433815456,-0.09766541603502032
UTSI,2020-09-17,1.1,1.13,1.1,1.13,2146,1.1299999999999994,1.249701468294402,1.368897946295783,-0.11919647800138145,-0.09210278395923675
UTSI,2020-09-16,1.11,1.11,1.11,1.11,3105,1.1099999999999994,1.2714653716206568,1.388009781999446,-0.11654441037878938,-0.08532936044870068
UTSI,2020-09-15,1.14,1.1601,1.14,1.14,11081,1.139999999999999,1.3008227119153215,1.410250564559402,-0.10942785264408016,-0.07752559796617856
UTSI,2020-09-14,1.19,1.19,1.16,1.165,19955,1.164999999999999,1.3300632049908347,1.4318706097241545,-0.1018074047333195,-0.06955003429670309
UTSI,2020-09-11,1.18,1.19,1.18,1.18,10628,1.1799999999999988,1.3600746968073503,1.4532202585020866,-0.09314556169473652,-0.06148569168754893
UTSI,2020-09-10,1.23,1.23,1.1501,1.18,8946,1.1799999999999986,1.392815550772323,1.4750778791822536,-0.08226232840993064,-0.05357072418575208
UTSI,2020-09-09,1.32,1.33,1.28,1.29,8879,1.289999999999999,1.4315092872763815,1.498684109516834,-0.06717482224045246,-0.04639782312970743
UTSI,2020-09-08,1.37,1.37,1.3301,1.3475,15121,1.3474999999999988,1.45723824859936,1.5153788382781803,-0.05814058967882053,-0.04120357335202117
UTSI,2020-09-08,1.37,1.37,1.3301,1.3475,15121,1.3474999999999986,1.477190657435607,1.528809145340435,-0.051618487904828037,-0.03696931927032139
UTSI,2020-09-04,1.44,1.52,1.41,1.4431,34281,1.4430999999999987,1.5007707769693537,1.54331387696767,-0.042543099998316285,-0.033307027111694726
UTSI,2020-09-03,1.48,1.4831,1.39,1.3935,28913,1.3934999999999989,1.5112563727819632,1.5513309871250835,-0.04007461434312032,-0.030998008890039334
UTSI,2020-09-02,1.54,1.57,1.46,1.55,54111,1.5499999999999992,1.5326666223786838,1.5639574660950903,-0.031290843716406565,-0.02872885752676909
UTSI,2020-09-01,1.43,1.45,1.33,1.4101,215402,1.4100999999999988,1.5295150991748079,1.5650740633826974,-0.03555896420788929,-0.028088360979359718
UTSI,2020-08-31,1.795,2.09,1.74,1.75,19640746,1.7499999999999991,1.5512269353884096,1.5774719884533133,-0.026245053064903656,-0.026220710172227265
UTSI,2020-08-28,1.4102,1.4171,1.32,1.3646,33497,1.3645999999999994,1.5150863781863022,1.5636697475295784,-0.04858336934327623,-0.026214624449058168
UTSI,2020-08-27,1.5319999999999998,1.5319999999999998,1.52,1.52,2965,1.5199999999999994,1.5424475378565388,1.5795953273319443,-0.037147789475405764,-0.02062243822550365
UTSI,2020-08-26,1.41,1.4101,1.41,1.4101,853,1.4100999999999997,1.5465289083759095,1.5843629535185002,-0.0378340451425907,-0.01649110041302818
UTSI,2020-08-25,1.39,1.4499,1.39,1.4403,1116,1.4402999999999997,1.5713341644442569,1.5983039897999802,-0.02696982535572356,-0.011155364230637548
UTSI,2020-08-24,1.55,1.55,1.55,1.55,141,1.5499999999999996,1.595158557979576,1.6109443089839788,-0.015785751004402826,-0.007201748949366099
UTSI,2020-08-21,1.55,1.55,1.55,1.55,400,1.5499999999999996,1.6033692048849535,1.6158198537026969,-0.012450648817743605,-0.005055748435606916
UTSI,2020-08-20,1.6,1.6,1.6,1.6,100,1.5999999999999994,1.6130726966822178,1.6210854419989127,-0.008012745316694936,-0.0032070233400727996
UTSI,2020-08-19,1.58,1.58,1.57,1.57,6390,1.5699999999999994,1.6154495506244388,1.6227722773588258,-0.007322726734386721,-0.0020055928459172655
UTSI,2020-08-18,1.64,1.64,1.6,1.6,1100,1.5999999999999994,1.6237131052834282,1.6269940595475318,-0.003280954264103686,-0.0006763093737998465
UTSI,2020-08-17,1.6,1.61,1.6,1.61,3126,1.6099999999999994,1.628024578971324,1.6291535843113345,-0.0011290053400103695,-2.5148151223886478e-05
UTSI,2020-08-14,1.6,1.6316,1.6,1.63,8665,1.6299999999999992,1.6313017751479286,1.6306858710562413,0.0006159040916873249,0.0002508161459727898
UTSI,2020-08-13,1.6401,1.6401,1.64,1.64,1300,1.6399999999999992,1.6315384615384614,1.6307407407407406,0.0007977207977207801,0.00015954415954415603
UTSI,2020-08-12,1.63,1.63,1.63,1.63,886,1.6299999999999992,1.63,1.63,0.0,0.0
