Symbol,Date,Open,High,Low,Close,Volume,CBWTF SMA,CBWTF spanTwelveEMA,CBWTF spanTwntySixEMA,CBWTF_x,CBWTF_y
CBWTF,2020-09-29,0.105,0.105,0.09902999999999999,0.1,90764,0.1,0.1075312864244735,0.12183481639521,-0.014303529970736488,-0.013544260386610576
CBWTF,2020-09-28,0.08800000000000001,0.1038,0.08800000000000001,0.0987,270809,0.09869999999999997,0.10890061122892322,0.1235816017068268,-0.014680990477903569,-0.013354442990579094
CBWTF,2020-09-25,0.099,0.105,0.0882,0.09745,94845,0.09745,0.11075526781600016,0.12557212984337293,-0.014816862027372757,-0.013022806118747971
CBWTF,2020-09-24,0.0989,0.0989,0.09,0.0912,297990,0.0912,0.1131744074189093,0.12782190023084278,-0.014647492811933475,-0.01257429214159177
CBWTF,2020-09-23,0.1067,0.1067,0.1,0.1,106686,0.09999999999999998,0.11716975422234735,0.1307516522493102,-0.013581898026962858,-0.012055991974006343
CBWTF,2020-09-22,0.0961,0.1068,0.0922,0.10544,201078,0.10543999999999998,0.1202915277173196,0.13321178442925502,-0.012920256711935418,-0.011674515460767214
CBWTF,2020-09-21,0.11599999999999999,0.11599999999999999,0.10099999999999999,0.10099999999999999,108479,0.10099999999999996,0.12299180548410495,0.13543352718359544,-0.012441721699490468,-0.011363080147975161
CBWTF,2020-09-18,0.11800000000000001,0.11800000000000001,0.1123,0.1165,200461,0.11649999999999998,0.12699031557212406,0.13818820935828308,-0.011197893786159013,-0.011093419760096326
CBWTF,2020-09-17,0.11595,0.1249,0.11595,0.1223,106069,0.12229999999999998,0.12889764567614662,0.13992326610694572,-0.011025620430799105,-0.011067301253580655
CBWTF,2020-09-16,0.12,0.128,0.12,0.1261,64973,0.12609999999999993,0.13009721761726414,0.14133312739550136,-0.011235909778237184,-0.011077721459276041
CBWTF,2020-09-15,0.11885,0.1244,0.11660999999999999,0.1212,117332,0.12119999999999995,0.13082398445676674,0.14255177758714144,-0.011727793130374723,-0.011038174379535748
CBWTF,2020-09-14,0.121,0.132,0.121,0.1285,49881,0.12849999999999995,0.13257379981254253,0.1442599197941128,-0.011686119981570264,-0.01086576969182601
CBWTF,2020-09-11,0.1271,0.1271,0.11599999999999999,0.1224,27898,0.12239999999999995,0.13331449068755025,0.14552071337764186,-0.012206222690091584,-0.010660682119389945
CBWTF,2020-09-10,0.11755,0.12944,0.11755,0.122,75266,0.12199999999999996,0.13529894353983213,0.14737037044785314,-0.012071426908021043,-0.010274296976714527
CBWTF,2020-09-09,0.12575,0.13,0.124,0.125,110266,0.12499999999999994,0.13771693327434706,0.14940000008368146,-0.011683066809334371,-0.009825014493887905
CBWTF,2020-09-08,0.129,0.1369,0.1275,0.1285,188634,0.12849999999999995,0.14002910296059198,0.15135200009037592,-0.011322897129783932,-0.009360501415026281
CBWTF,2020-09-08,0.129,0.1369,0.1275,0.1285,188634,0.12849999999999995,0.14212530349888144,0.153180160097606,-0.011054856598724544,-0.008869902486336867
CBWTF,2020-09-04,0.14,0.14,0.1275,0.134,183556,0.13399999999999995,0.14460263140776894,0.15515457290541448,-0.010551941497645516,-0.008323663958239948
CBWTF,2020-09-03,0.132,0.1499,0.132,0.14,129944,0.13999999999999996,0.14653038257281786,0.15684693873784766,-0.010316556165029772,-0.007766594573388548
