Symbol,Date,Open,High,Low,Close,Volume,ADAP SMA,ADAP spanTwelveEMA,ADAP spanTwntySixEMA,ADAP_x,ADAP_y
ADAP,2021-11-04,5.3,5.32,5.1,5.1,13193,5.1,5.222743987365852,5.282278924491981,-0.0595349371261297,-0.07990216661707164
ADAP,2021-11-03,5.48,5.48,5.46,5.46,7168,5.46,5.245061075977825,5.29686123845134,-0.0518001624735156,-0.0849939739898071
ADAP,2021-11-02,5.41,5.41,5.41,5.41,3383,5.41,5.205981271610157,5.283810137527447,-0.0778288659172901,-0.09329242686887997
ADAP,2021-11-01,5.06,5.08,5.06,5.08,6912,5.08,5.168886957357459,5.273714948529643,-0.1048279911721845,-0.09715831710677743
ADAP,2021-10-29,5.16,5.16,5.16,5.16,3538,5.16,5.185048222331542,5.289212144412015,-0.104163922080473,-0.09524089859042563
ADAP,2021-10-28,5.03,5.1,5.03,5.1,5870,5.1,5.18960244457364,5.299549115964975,-0.1099466713913353,-0.09301014271791375
ADAP,2021-10-27,5.01,5.01,5.01,5.01,1857,5.01,5.205893798132483,5.315513045242174,-0.1096192471096904,-0.08877601054955836
ADAP,2021-10-26,4.995,5.01,4.99,5.01,6651,5.01,5.241510852338389,5.339954088861547,-0.098443236523158,-0.08356520140952535
ADAP,2021-10-25,5.21,5.21,5.1533,5.1533,3630,5.1533,5.283603734581733,5.36635041597047,-0.0827466813887376,-0.07984569263111718
ADAP,2021-10-22,5.24,5.24,5.24,5.24,2234,5.24,5.3072953226875015,5.383394449248108,-0.0760991265606065,-0.07912044544171205
ADAP,2021-10-21,5.2,5.2,5.2,5.2,1699,5.2,5.319530835903412,5.394866005187956,-0.0753351692845445,-0.07987577516198842
ADAP,2021-10-20,5.29,5.33,5.29,5.33,6144,5.33,5.341263715158577,5.410455285602993,-0.0691915704444152,-0.08101092663134937
ADAP,2021-10-19,5.24,5.24,5.24,5.24,4467,5.24,5.343311663369228,5.416891708451232,-0.0735800450820036,-0.0839657656780829
ADAP,2021-10-18,5.35,5.35,5.35,5.35,4033,5.35,5.362095602163634,5.43104304512733,-0.0689474429636964,-0.0865621958271027
ADAP,2021-10-15,5.5,5.5,5.46,5.46,2552,5.46,5.364294802557022,5.437526488737516,-0.0732316861804944,-0.09096588404295426
ADAP,2021-10-14,5.48,5.48,5.48,5.48,5225,5.48,5.346893857567389,5.435728607836517,-0.088834750269128,-0.09539943350856919
ADAP,2021-10-13,5.39,5.43,5.35,5.41,7821,5.41,5.32269274076146,5.432186896463438,-0.1094941557019781,-0.09704060431842948
ADAP,2021-10-12,5.19,5.27,5.19,5.27,6664,5.27,5.30681869362718,5.433961848180513,-0.127143154553333,-0.0939272164725423
ADAP,2021-10-11,5.145,5.145,5.07,5.07,6853,5.07,5.313513001559395,5.447078796034954,-0.133565794475559,-0.08562323195234461
ADAP,2021-10-08,5.17,5.24,5.17,5.19,13749,5.19,5.357788092752012,5.47724509971775,-0.1194570069657388,-0.07363759132154099
ADAP,2021-10-07,5.17,5.19,5.17,5.19,2841,5.19,5.388295018706923,5.500224707695171,-0.1119296889882477,-0.06218273741049153
ADAP,2021-10-06,5.1,5.21,5.1,5.21,2800,5.21,5.424348658471819,5.525042684310785,-0.1006940258389663,-0.04974599951605248
ADAP,2021-10-05,5.19,5.19,5.19,5.19,2782,5.19,5.463321141830331,5.550246099055648,-0.0869249572253165,-0.037008992935324
ADAP,2021-10-04,5.32,5.32,5.32,5.32,7748,5.32,5.513015894890392,5.5790657869801,-0.0660498920897074,-0.024530001862825855
ADAP,2021-10-01,5.25,5.35,5.25,5.35,21361,5.35,5.548109693961372,5.599791049938508,-0.051681355977136,-0.01415002930610545
ADAP,2021-09-30,5.2,5.2023,5.2,5.2023,10629,5.2023,5.584129638317986,5.619774333933589,-0.0356446956156029,-0.004767197638347791
ADAP,2021-09-29,5.53,5.55,5.5,5.55,7775,5.55,5.653553208921256,5.653172280648276,0.00038092827298,0.0029521768559659877
ADAP,2021-09-28,5.73,5.75,5.67,5.7024,17965,5.7024,5.672381065088757,5.661426063100137,0.0109550019886199,0.0035949890017124633
ADAP,2021-09-27,5.75,5.76,5.75,5.76,4565,5.76,5.6669230769230765,5.658148148148149,0.0087749287749279,0.001754985754985583
ADAP,2021-09-24,5.73,5.75,5.65,5.65,12571,5.65,5.65,5.65,0.0,0.0
