Symbol,Date,Open,High,Low,Close,Volume,KTRA SMA,KTRA spanTwelveEMA,KTRA spanTwntySixEMA,KTRA_x,KTRA_y
KTRA,2021-01-04,1.28,1.29,1.26,1.28,38921,1.28,1.3371437833958293,1.3596723526773682,-0.0225285692815389,-0.01187909468798173
KTRA,2021-01-04,1.28,1.29,1.26,1.28,38921,1.28,1.347533562195071,1.3660461408915576,-0.01851257869648659,-0.009216726039592438
KTRA,2020-12-31,1.34,1.34,1.29,1.2983,18751,1.2983,1.3598123916850842,1.3729298321628822,-0.01311744047779828,-0.006892762875368901
KTRA,2020-12-30,1.34,1.3648,1.3252,1.3401,14634,1.3400999999999998,1.3709964629005538,1.3789002187359127,-0.007903755835358961,-0.005336593474761611
KTRA,2020-12-29,1.4,1.4092,1.3467,1.35,24303,1.35,1.3766140016097452,1.3820042362347855,-0.005390234625040513,-0.004694802884612273
KTRA,2020-12-28,1.37,1.41,1.37,1.4,82602,1.4,1.3814529109933351,1.3845645751335685,-0.0031116641402331173,-0.0045209449495052685
KTRA,2020-12-28,1.37,1.41,1.37,1.4,82602,1.4,1.3780807129921238,1.3833297411442542,-0.005249028152130242,-0.00487326515182325
KTRA,2020-12-24,1.36,1.41,1.36,1.4,89954,1.4,1.3740953880816007,1.3819961204357945,-0.007900732354193751,-0.004779324401746447
KTRA,2020-12-23,1.36,1.36,1.32,1.3284,17000,1.3283999999999998,1.3693854586418917,1.380555810070658,-0.011170351428766434,-0.00399897241363462
KTRA,2020-12-22,1.32,1.37,1.32,1.36,14065,1.3599999999999997,1.3768373602131443,1.3847282748763106,-0.007890914663166049,-0.002206127659851667
KTRA,2020-12-21,1.33,1.39,1.33,1.3401,35709,1.3400999999999998,1.3798986984337165,1.386706536866415,-0.006807838432699054,-0.0007849309090230153
KTRA,2020-12-18,1.31,1.37,1.31,1.36,47188,1.36,1.3871348254216644,1.390435059815729,-0.003300234394064239,0.0007207959718958833
KTRA,2020-12-17,1.4,1.4,1.3438,1.37,17989,1.37,1.3920684300437849,1.3928698646009872,-0.00080143455720183,0.0017260535633859693
KTRA,2020-12-16,1.38,1.38,1.35,1.36,18486,1.36,1.3960808718699278,1.3946994537690658,0.0013814181008620086,0.0023579255935330303
KTRA,2020-12-15,1.39,1.4,1.365,1.38,43466,1.3799999999999997,1.4026410303917327,1.3974754100705906,0.005165620321141651,0.0026020524667007858
KTRA,2020-12-14,1.47,1.47,1.38,1.4,86350,1.3999999999999997,1.4067575813720476,1.3988734428762384,0.00788413849580927,0.001961160503090458
KTRA,2020-12-11,1.56,1.56,1.37,1.4309,209093,1.4308999999999998,1.4079862325306018,1.3987833183063376,0.009202914224264223,0.00048041600491075583
KTRA,2020-12-10,1.48,1.5,1.46,1.49,34632,1.4899999999999995,1.4038200929907112,1.3962139837708445,0.007606109219866708,-0.0017002085499276114
KTRA,2020-12-09,1.46,1.46,1.43,1.43,17735,1.4299999999999995,1.3881510189890225,1.3887111024725118,-0.0005600834834897928,-0.004026787992376191
KTRA,2020-12-08,1.41,1.4101,1.38,1.39,27337,1.3899999999999997,1.3805421133506628,1.385407990670313,-0.004865877319650158,-0.004893464119597901
KTRA,2020-12-07,1.37,1.43,1.37,1.39,57435,1.3899999999999997,1.378822497596238,1.385040629923938,-0.006218132327699966,-0.004900360819584837
KTRA,2020-12-04,1.36,1.4702,1.35,1.3874,88587,1.3873999999999993,1.3767902244319177,1.3846438803178531,-0.007853655885935229,-0.004570917942556055
KTRA,2020-12-03,1.35,1.45,1.3327,1.3707,75084,1.3706999999999994,1.3748611743286299,1.384423390743281,-0.009562216414650935,-0.0037502334567112057
KTRA,2020-12-02,1.3,1.32,1.27,1.29,109629,1.2899999999999994,1.3756177514792902,1.3855212620027435,-0.009903510523453507,-0.0022972377172262174
KTRA,2020-12-01,1.4,1.4,1.3646,1.3702,76145,1.3701999999999996,1.3911846153846157,1.393162962962963,-0.001978347578347473,-0.0003956695156694501
KTRA,2020-11-30,1.38,1.4,1.3701,1.395,38787,1.3949999999999996,1.395,1.395,0.0,0.0
