Symbol,Date,Open,High,Low,Close,Volume,IMH SMA,IMH spanTwelveEMA,IMH spanTwntySixEMA,IMH_x,IMH_y
IMH,2021-01-04,3.11,3.1422,2.985,2.99,8074,2.99,2.9012891655313924,2.7110749984329505,0.19021416709844186,0.20036955080453095
IMH,2021-01-04,3.11,3.1422,2.985,2.99,8074,2.99,2.8851599229007365,2.6887609983075857,0.19639892459315034,0.2029083967310532
IMH,2020-12-31,3.04,3.04,2.95,2.96,5242,2.96,2.8660980907008704,2.6646618781721934,0.2014362125286775,0.20453576476552882
IMH,2020-12-30,2.98,3.06,2.971,3.014,9897,3.014,2.8490250162828468,2.6410348284259686,0.20799018785687864,0.20531065282474173
IMH,2020-12-29,3.28,3.29,3.01,3.0312,84063,3.031200000000001,2.8190295646979098,2.6111976147000457,0.20783194999786406,0.20464076906670758
IMH,2020-12-28,2.99,3.0,2.8929,3.0,30925,3.0,2.7804531219157123,2.5775974238760497,0.20285569803966247,0.20384297383391844
IMH,2020-12-28,2.99,3.0,2.8929,3.0,30925,3.0,2.740535507718569,2.543805217786133,0.19673028993243544,0.2040897927824824
IMH,2020-12-24,2.86,2.87,2.86,2.87,2885,2.87,2.6933601454855816,2.507309635209024,0.18605051027655767,0.205929668494994
IMH,2020-12-23,2.72,2.78,2.7116,2.7116,26211,2.7116,2.6612438083011423,2.478294406025745,0.1829494022753964,0.21089945804960303
IMH,2020-12-22,2.66,2.69,2.59,2.69,2751,2.6900000000000004,2.652088137083168,2.459629958507805,0.19245817857536274,0.2178869719931545
IMH,2020-12-21,2.54,2.56,2.39,2.53,20107,2.5300000000000007,2.645195071098289,2.4412003551884296,0.20399471590985965,0.2242441703476024
IMH,2020-12-18,2.87,2.9,2.7707,2.8597,40625,2.859700000000001,2.6661396294797965,2.434096383603504,0.23204324587629266,0.22930653395703807
IMH,2020-12-17,2.41,2.45,2.36,2.45,5131,2.450000000000001,2.63094683483976,2.400048094291784,0.2308987405479757,0.2286223559772244
IMH,2020-12-16,2.44,2.47,2.24,2.4335,91594,2.4335000000000013,2.66384625935608,2.3960519418351267,0.2677943175209529,0.22805325983453648
IMH,2020-12-15,2.92,3.06,2.92,3.02,2632,3.020000000000002,2.7057273974208216,2.3930560971819372,0.3126713002388848,0.21811799541293223
IMH,2020-12-14,3.1,3.1,2.91,2.9794,9356,2.9794000000000014,2.6485869242246074,2.3429005849564914,0.3056863392681155,0.1944796692064442
IMH,2020-12-11,3.06,3.1,3.01,3.05,2436,3.0500000000000007,2.5884390922654448,2.291980631753012,0.29645846051243385,0.16667800169102623
IMH,2020-12-10,3.16,3.16,3.0301,3.0947,6943,3.0947000000000005,2.5045189272227986,2.2313390822932524,0.27317984492954617,0.13423288698567454
IMH,2020-12-09,3.1,3.13,3.075,3.1,10314,3.100000000000001,2.397213277626944,2.1622702088767127,0.2349430687502312,0.09949614749970664
IMH,2020-12-08,3.03,3.0899,3.0,3.01,26584,3.010000000000001,2.2694338735591155,2.0872518255868497,0.18218204797226575,0.06563441718707551
IMH,2020-12-07,2.98,2.98,2.51,2.6999,84082,2.6999000000000013,2.1347854869334997,2.0134319716337976,0.12135351529970252,0.03649750949077794
IMH,2020-12-04,2.48,2.8,2.4101,2.745,281614,2.745000000000001,2.032037393648682,1.9585145293645012,0.07352286428418052,0.015283508038546903
IMH,2020-12-03,1.97,1.97,1.97,1.97,2147,1.9700000000000013,1.9024078288575332,1.8955956917136616,0.006812137143871411,0.0007236689771384394
IMH,2020-12-02,1.96,1.96,1.9,1.95,1743,1.9500000000000013,1.8901183431952664,1.8896433470507543,0.00047499614451207434,-0.0007984480645448589
IMH,2020-12-01,1.85,1.85,1.7593,1.82,44663,1.8200000000000016,1.8792307692307693,1.8848148148148147,-0.005584045584045461,-0.0011168091168090922
IMH,2020-11-30,1.9,1.94,1.89,1.89,56943,1.8900000000000017,1.89,1.89,0.0,0.0
