Symbol,Date,Open,High,Low,Close,Volume,ACRX SMA,ACRX spanTwelveEMA,ACRX spanTwntySixEMA,ACRX_x,ACRX_y
ACRX,2021-01-04,1.27,1.27,1.22,1.2554,144710,1.2554,1.2660961418847672,1.3229986765616966,-0.05690253467692941,-0.05779616670951934
ACRX,2021-01-04,1.27,1.27,1.22,1.2554,144710,1.2554,1.2680408949547248,1.3284065706866324,-0.060365675731907535,-0.058019574717666826
ACRX,2020-12-31,1.23,1.24,1.22,1.22,166940,1.22,1.2703392394919475,1.3342470963415631,-0.06390785684961564,-0.05743304946410664
ACRX,2020-12-30,1.17,1.22,1.155,1.195,261305,1.195,1.2794918284904837,1.3433868640488882,-0.0638950355584047,-0.05581434761772938
ACRX,2020-12-29,1.23,1.23,1.17,1.1865,467852,1.1865,1.294853979125117,1.3552578131727993,-0.06040383404768224,-0.0537941756325606
ACRX,2020-12-28,1.29,1.3,1.2719,1.2954,239593,1.2954,1.314554702602411,1.3687584382266231,-0.05420373562421221,-0.05214176102878018
ACRX,2020-12-28,1.29,1.3,1.2719,1.2954,239593,1.2953999999999997,1.3180373758028494,1.374627113284753,-0.05658973748190355,-0.051626267379922174
ACRX,2020-12-24,1.35,1.36,1.31,1.355,150869,1.354999999999999,1.3221532623124586,1.3809652823475331,-0.058812020035074575,-0.050385399854426825
ACRX,2020-12-23,1.24,1.25,1.23,1.23,114896,1.2299999999999989,1.316181128187451,1.3830425049353356,-0.06686137674788473,-0.04827874480926488
ACRX,2020-12-22,1.26,1.2699,1.22,1.25,251350,1.2499999999999991,1.3318504242215328,1.3952859053301625,-0.06343548110862972,-0.04363308682460992
ACRX,2020-12-21,1.26,1.27,1.24,1.25,158690,1.2499999999999991,1.3467323195345386,1.4069087777565756,-0.06017645822203699,-0.038682488253604964
ACRX,2020-12-18,1.29,1.3,1.25,1.2642,338107,1.2641999999999989,1.364320013995364,1.4194614799771017,-0.05514146598173775,-0.03330899576149696
ACRX,2020-12-17,1.29,1.31,1.26,1.2622,236556,1.2621999999999989,1.382523652903612,1.4318823983752698,-0.04935874547165775,-0.02785087820643676
ACRX,2020-12-16,1.31,1.3234,1.28,1.285,164568,1.2849999999999988,1.4044006807042688,1.4454569902452914,-0.041056309541022566,-0.022473911390131513
ACRX,2020-12-15,1.28,1.3299,1.28,1.3042,256072,1.3041999999999991,1.4261098953777724,1.4582935494649143,-0.032183654087142084,-0.017828311852408747
ACRX,2020-12-14,1.39,1.43,1.38,1.4237,147907,1.423699999999999,1.4482753309010037,1.4706210334221077,-0.022345702521104016,-0.014239476293725472
ACRX,2020-12-11,1.44,1.44,1.42,1.43,44207,1.429999999999999,1.4527435728830045,1.4743747160958764,-0.021631143212871958,-0.012212919736880837
ACRX,2020-12-10,1.32,1.39,1.27,1.3582,719600,1.3581999999999992,1.4568787679526416,1.4779246933835466,-0.021045925430905,-0.009858363867883054
ACRX,2020-12-09,1.42,1.46,1.42,1.4343,121365,1.4342999999999986,1.474820362125849,1.4875026688542303,-0.01268230672838122,-0.007061473477127567
ACRX,2020-12-08,1.4656,1.47,1.43,1.45,99725,1.4499999999999988,1.4821877006941853,1.491758882362569,-0.009571181668383666,-0.005656265164314152
ACRX,2020-12-07,1.51,1.55,1.51,1.52,133537,1.5199999999999991,1.4880400099113098,1.4950995929515745,-0.007059583040264661,-0.004677536038296773
ACRX,2020-12-04,1.46,1.48,1.42,1.45,133820,1.4499999999999988,1.4822291026224572,1.4931075603877004,-0.01087845776524321,-0.004082024287804801
ACRX,2020-12-03,1.46,1.47,1.45,1.45,53726,1.4499999999999986,1.488088939462904,1.4965561652187165,-0.00846722575581249,-0.002382915918445198
ACRX,2020-12-02,1.476,1.476,1.4,1.4274,150285,1.4273999999999991,1.4950142011834318,1.5002806584362138,-0.005266457252781853,-0.0008618384591033746
ACRX,2020-12-01,1.54,1.54,1.51,1.52,171967,1.5199999999999991,1.5073076923076922,1.5061111111111107,0.0011965811965812811,0.00023931623931630066
ACRX,2020-11-30,1.52,1.54,1.46,1.505,155360,1.504999999999999,1.505,1.505,0.0,0.0
