Symbol,Date,Open,High,Low,Close,Volume,QTNT SMA,QTNT spanTwelveEMA,QTNT spanTwntySixEMA,QTNT_x,QTNT_y
QTNT,2021-03-18,4.14,4.14,4.14,4.14,3756,4.14,4.260293497467873,4.527119758939424,-0.2668262614715511,-0.26000243902960973
QTNT,2021-03-17,4.08,4.1,4.08,4.1,5471,4.1,4.282165042462032,4.558089339654578,-0.2759242971925459,-0.25829648341912437
QTNT,2021-03-16,4.12,4.16,4.12,4.155,9866,4.155,4.315285959273311,4.594736486826944,-0.2794505275536334,-0.25388952997576897
QTNT,2021-03-15,4.2,4.2,4.2,4.2,5477,4.2,4.344428860959368,4.6299154057731,-0.2854865448137325,-0.24749928058130286
QTNT,2021-03-12,4.24,4.24,4.115,4.2,5343,4.2,4.370688653861071,4.664308638234949,-0.293619984373878,-0.23800246452319568
QTNT,2021-03-11,3.98,4.04,3.97,3.97,20461,3.97,4.401722954563083,4.701453329293745,-0.2997303747306619,-0.22409808456052527
QTNT,2021-03-10,4.3,4.35,4.3,4.3426,3702,4.3426,4.480218037210916,4.759969595637244,-0.2797515584263284,-0.20519001201799109
QTNT,2021-03-09,4.17,4.19,4.1,4.1,5279,4.1,4.505239498521991,4.793359163288224,-0.2881196647662332,-0.18654962541590675
QTNT,2021-03-08,3.89,3.96,3.89,3.96,48362,3.96,4.578919407344171,4.848827896351282,-0.2699084890071113,-0.16115711557832513
QTNT,2021-03-05,4.0,4.11,4.0,4.11,19499,4.11,4.691450208679474,4.919934128059385,-0.2284839193799106,-0.1339692722211286
QTNT,2021-03-04,4.51,4.51,4.51,4.51,2669,4.51,4.797168428439379,4.984728858304136,-0.1875604298647566,-0.11034061043143306
QTNT,2021-03-03,4.55,4.55,4.465,4.5002,4411,4.5002,4.849380869973811,5.022707166968466,-0.1733262969946549,-0.09103565557310216
QTNT,2021-03-02,4.62,4.62,4.61,4.61,4880,4.61,4.91286830087814,5.064507740325944,-0.1516394394478037,-0.07046299521771394
QTNT,2021-03-01,4.59,4.59,4.54,4.572,7123,4.572,4.967935264674165,5.1008683595520194,-0.1329330948778544,-0.05016888416019125
QTNT,2021-02-26,4.65,4.65,4.53,4.5301,32275,4.5301,5.039923494614922,5.143177828316181,-0.1032543337012583,-0.029477831480775457
QTNT,2021-02-25,4.7,4.7,4.69,4.7,9114,4.7,5.132618675453998,5.192224054581475,-0.0596053791274764,-0.01103370592565473
QTNT,2021-02-24,4.94,5.1,4.94,4.96,11577,4.96,5.211276616445635,5.231601978947993,-0.0203253625023585,0.0011092123748006966
QTNT,2021-02-23,5.15,5.26,5.07,5.13,16016,5.13,5.256963273981205,5.253330137263832,0.0036331367173723,0.006467856094090497
QTNT,2021-02-22,5.46,5.46,5.32,5.32,5730,5.32,5.28004750561415,5.263196548244939,0.0168509573692112,0.007176535938270043
QTNT,2021-02-19,5.23,5.25,5.22,5.22,10326,5.22,5.272783415725814,5.258652272104534,0.01413114362128,0.0047579305805347345
QTNT,2021-02-18,5.35,5.36,5.3208,5.3208,5705,5.3208,5.282380400403235,5.261744453872897,0.020635946530338,0.0024146273203483936
QTNT,2021-02-17,5.37,5.39,5.35,5.375,39702,5.375,5.275395018658368,5.257020010182728,0.0183750084756395,-0.002140702482149025
QTNT,2021-02-16,5.35,5.45,5.35,5.45,17415,5.45,5.257285022050799,5.247581610997346,0.0097034110534526,-0.007269630221596169
QTNT,2021-02-16,5.35,5.45,5.35,5.45,17415,5.45,5.222245935150945,5.231388139877134,-0.0091422047261886,-0.011512890540358367
QTNT,2021-02-12,5.13,5.13,5.05,5.05,5679,5.05,5.180836105178391,5.213899191067305,-0.033063085888914,-0.012105561993900794
QTNT,2021-02-11,5.08,5.095,5.08,5.095,2105,5.095,5.204624487938098,5.227011126352689,-0.0223866384145914,-0.00686618102014748
QTNT,2021-02-10,5.11,5.11,5.11,5.11,5605,5.11,5.224556213017752,5.237572016460905,-0.0130158034431531,-0.0029860666715364917
QTNT,2021-02-09,5.16,5.22,5.14,5.22,26829,5.22,5.245384615384616,5.247777777777777,-0.0023931623931616,-0.0004786324786323348
QTNT,2021-02-08,5.22,5.25,5.22,5.25,17443,5.25,5.25,5.25,0.0,0.0
