Symbol,Date,Open,High,Low,Close,Volume,SSFT SMA,SSFT spanTwelveEMA,SSFT spanTwntySixEMA,SSFT_x,SSFT_y
SSFT,2020-10-30,0.061,0.068,0.061,0.068,14665,0.068,0.07040940942353724,0.07771464925123922,-0.0073052398277019814,-0.0073077440279080644
SSFT,2020-10-29,0.075,0.075,0.061,0.07,50317,0.07,0.07084748386418037,0.07849182119133838,-0.007644337327157995,-0.007308370077959584
SSFT,2020-10-28,0.0593,0.0625,0.0593,0.0625,37833,0.0625,0.07100157183948587,0.07917116688664544,-0.008169595047159556,-0.007224378265659978
SSFT,2020-10-27,0.0626,0.0626,0.055,0.055,95564,0.05499999999999999,0.07254731217393788,0.08050486023757708,-0.0079575480636392,-0.006988074070285079
SSFT,2020-10-26,0.078,0.08,0.07,0.0705,80750,0.07050000000000001,0.0757377325691993,0.08254524905658323,-0.006807516487383925,-0.0067457055719465486
SSFT,2020-10-23,0.077,0.078,0.07,0.07,59000,0.07000000000000002,0.076690047581781,0.08350886898110987,-0.006818821399328878,-0.006730252843087204
SSFT,2020-10-22,0.07,0.076,0.0675,0.076,41500,0.07600000000000001,0.07790641986937755,0.08458957849959868,-0.00668315863022112,-0.006708110704026785
SSFT,2020-10-21,0.077,0.077,0.07,0.07,13290,0.07000000000000002,0.07825304166380982,0.08527674477956658,-0.007023703115756744,-0.006714348722478197
SSFT,2020-10-20,0.078,0.078,0.07,0.078,11100,0.07800000000000001,0.07975359469359343,0.0864988843619319,-0.006745289668338469,-0.006637010124158556
SSFT,2020-10-19,0.075,0.075,0.07,0.0725,24629,0.07250000000000002,0.0800724300924286,0.08717879511088644,-0.007106365018457836,-0.006609940238113577
SSFT,2020-10-16,0.071,0.075,0.071,0.075,21100,0.07500000000000002,0.08144923556377927,0.08835309871975736,-0.006903863155978089,-0.006485834043027513
SSFT,2020-10-15,0.08,0.08,0.07400000000000001,0.08,16499,0.08000000000000003,0.08262182384810278,0.08942134661733796,-0.006799522769235193,-0.006381326764789868
SSFT,2020-10-14,0.075,0.08,0.075,0.0775,85784,0.07750000000000003,0.08309851909321236,0.090175054346725,-0.007076535253512623,-0.00627677776367854
SSFT,2020-10-13,0.075,0.075,0.075,0.075,3500,0.07500000000000002,0.08411643165561461,0.091189058694463,-0.007072627038848381,-0.006076838391220016
SSFT,2020-10-12,0.075,0.08,0.075,0.08,29425,0.08000000000000003,0.08577396468390817,0.09248418339002004,-0.006710218706111867,-0.005827891229312921
SSFT,2020-10-09,0.083,0.083,0.075,0.083,27200,0.08300000000000002,0.08682377644461875,0.09348291806122164,-0.006659141616602886,-0.005607309360113184
SSFT,2020-10-08,0.083,0.083,0.083,0.083,130,0.08300000000000002,0.08751900852545852,0.09432155150611936,-0.006802542980660839,-0.005344351295990758
SSFT,2020-10-07,0.077,0.081,0.077,0.081,19000,0.08100000000000003,0.08834064643917824,0.0952272756266089,-0.00688662918743066,-0.004979803374823237
SSFT,2020-10-06,0.08,0.081,0.008,0.081,51381,0.08100000000000003,0.08967530942811974,0.0963654576767376,-0.006690148248617868,-0.004503096921671381
SSFT,2020-10-05,0.08,0.085,0.08,0.081,69419,0.08100000000000003,0.0912526384150506,0.0975946942908766,-0.006342055875826008,-0.003956334089934763
SSFT,2020-10-02,0.078,0.087,0.078,0.08,58700,0.08000000000000003,0.09311675449051432,0.09892226983414673,-0.0058055153436323975,-0.0033599036434619556
SSFT,2020-10-01,0.09,0.09,0.081,0.081,50716,0.08100000000000003,0.09550161894333513,0.10043605142087847,-0.004934432477543355,-0.0027485007184193415
SSFT,2020-09-30,0.09,0.09,0.086,0.09,54150,0.09000000000000004,0.0981382769330324,0.10199093553454874,-0.003852658601516345,-0.002202017778638342
SSFT,2020-09-29,0.09,0.0999,0.09,0.09,75300,0.09000000000000005,0.0996179636481292,0.10295021037731264,-0.003332246729183433,-0.0017893575729188405
SSFT,2020-09-28,0.0999,0.0999,0.092,0.0929,67930,0.09290000000000008,0.10136668431142544,0.10398622720749763,-0.0026195428960722193,-0.0014036352838526925
SSFT,2020-09-25,0.095,0.1,0.09,0.1,29192,0.10000000000000007,0.10290608145895733,0.10487312538409746,-0.001967043925140133,-0.0010996583807978176
SSFT,2020-09-24,0.1,0.10035,0.095,0.095,37950,0.09500000000000006,0.10343445990604047,0.10526297541482528,-0.0018285155087847808,-0.0008828119947122387
SSFT,2020-09-23,0.1,0.10099999999999999,0.1,0.10099999999999999,118000,0.10100000000000006,0.10496799807077513,0.10608401344801127,-0.0011160153772361706,-0.0006463861161940962
SSFT,2020-09-22,0.1011,0.1039,0.1011,0.1038,14000,0.10380000000000007,0.1056894522654615,0.1064907345238522,-0.0008012822583906842,-0.0005289788009335845
SSFT,2020-09-21,0.10655,0.107,0.105,0.107,23800,0.10700000000000008,0.10603298904099996,0.10670599328576036,-0.0006730042447604112,-0.00046090293656930606
SSFT,2020-09-18,0.1099,0.1099,0.1031,0.105,117034,0.10500000000000008,0.10585716886663632,0.1066824727486212,-0.0008253038819848874,-0.00040787760952153325
SSFT,2020-09-17,0.1065,0.1065,0.1038,0.1038,9309,0.1038000000000001,0.10601301775147927,0.1068170705685109,-0.0008040528170316225,-0.00030352104140569816
SSFT,2020-09-16,0.11095,0.11095,0.10265,0.10265,24320,0.1026500000000001,0.1064153846153846,0.10705843621399178,-0.0006430515986071693,-0.0001783880974992136
SSFT,2020-09-15,0.10775,0.10775,0.10375,0.1038,94047,0.1038000000000001,0.1071,0.10741111111111112,-0.00031111111111110923,-6.222222222222462e-05
