Symbol,Date,Open,High,Low,Close,Volume,JFU SMA,JFU spanTwelveEMA,JFU spanTwntySixEMA,JFU_x,JFU_y
JFU,2020-10-19,0.9194,0.9195,0.9008,0.9195,100841,0.9195,0.9011562643449662,0.9663284099936914,-0.0651721456487252,-0.08467433548136793
JFU,2020-10-16,0.9079999999999999,0.9079999999999999,0.8611,0.8771,117889,0.8771,0.8978210396804146,0.9700746827931866,-0.07225364311277205,-0.08954988293952862
JFU,2020-10-15,0.855,0.87,0.8301,0.8507,88874,0.8507,0.9015885014404901,0.9775126574166416,-0.07592415597615165,-0.09387394289621775
JFU,2020-10-14,0.89,0.9042,0.85,0.8673,164638,0.8673,0.9108409562478518,0.9876576700099731,-0.07681671376212118,-0.0983613896262343
JFU,2020-10-13,0.9079,0.915899,0.89,0.8909999999999999,28137,0.8909999999999998,0.9187574937474612,0.9972862836107708,-0.07852878986330958,-0.10374755859226253
JFU,2020-10-12,0.92,0.93,0.88,0.9101,113441,0.9101,0.9238043107924542,1.0057891862996324,-0.08198487550717826,-0.11005225077450076
JFU,2020-10-09,0.9390000000000001,0.958,0.92,0.9302,39984,0.9302,0.9262960036638096,1.013444321203603,-0.08714831753979357,-0.11706909459133139
JFU,2020-10-08,0.96,0.96,0.932,0.9412,35172,0.9412,0.9255861861481386,1.0201038668998912,-0.0945176807517526,-0.12454928885421584
JFU,2020-10-07,0.9603,0.9603,0.932,0.9494809999999999,47654,0.9494809999999998,0.9227473109023456,1.0264161762518826,-0.103668865349537,-0.13205719087983164
JFU,2020-10-06,0.9098,0.924,0.9,0.9081,84534,0.9080999999999998,0.9178866401573176,1.0325709903520333,-0.11468435019471555,-0.1391542722624053
JFU,2020-10-05,0.865,0.89,0.865,0.8807,56090,0.8806999999999997,0.9196660292768299,1.042528669580196,-0.1228626403033658,-0.1452717527793277
JFU,2020-10-02,0.96,0.96,0.92,0.9299,351943,0.9298999999999996,0.9267507618726172,1.0554749631466116,-0.1287242012739943,-0.15087403089831805
JFU,2020-10-01,0.872,0.93,0.872,0.92,158810,0.9199999999999996,0.926178173122184,1.0655209601983404,-0.13934278707615633,-0.15641148830439894
JFU,2020-09-30,0.99,1.01,0.9289,0.9857,734917,0.9856999999999996,0.9273014773262176,1.0771626370142076,-0.14986115968798994,-0.16067866361145958
JFU,2020-09-29,0.8591,0.8798,0.823,0.8601,58970,0.8600999999999994,0.9166835641128026,1.084479647975344,-0.1677960838625414,-0.16338303959232697
JFU,2020-09-28,0.8453,0.858,0.812,0.8497,57774,0.8496999999999996,0.926971484860585,1.1024300198133716,-0.17545853495278665,-0.16227977852477335
JFU,2020-09-25,0.79,0.85,0.775,0.8,60600,0.7999999999999997,0.9410208457443278,1.1226484213984411,-0.1816275756541136,-0.15898508941777
JFU,2020-09-24,0.78,0.78,0.72,0.7431,376783,0.7430999999999996,0.9666609995160236,1.1484602951103164,-0.18179929559429275,-0.15332446785868417
JFU,2020-09-23,0.872,0.88,0.86,0.875051,59314,0.8750509999999997,1.0073084539734825,1.1808891187191417,-0.17358066474565925,-0.146205760924782
JFU,2020-09-22,0.8715,0.8779,0.862,0.8696,25684,0.8695999999999997,1.031355263786843,1.2053561682166731,-0.17400090442983007,-0.13936203496956268
JFU,2020-09-21,0.89,0.91,0.8561,0.8739,145961,0.8738999999999996,1.0607653117480873,1.2322166616740071,-0.1714513499259196,-0.13070231760449583
JFU,2020-09-18,0.91,0.9372,0.905,0.9062,138041,0.9061999999999996,1.0947408229750124,1.2608819946079275,-0.16614117163291509,-0.12051505952413982
JFU,2020-09-17,0.9197,0.9197,0.89,0.9079999999999999,79131,0.9079999999999996,1.1290209726068328,1.2892565541765617,-0.16023558156972895,-0.10910853149694599
JFU,2020-09-16,0.91,0.929,0.8904,0.9055,131558,0.9054999999999996,1.1692066039898932,1.3197570785106865,-0.1505504745207933,-0.09632676897875025
JFU,2020-09-15,0.9,0.9162,0.885101,0.9074,127122,0.9073999999999997,1.2171532592607828,1.3528976447915413,-0.13574438553075852,-0.0827708425932395
JFU,2020-09-14,0.9435,0.99,0.94,0.9852,279615,0.9851999999999994,1.273472033671834,1.3885374563748645,-0.11506542270303033,-0.06952745685885973
JFU,2020-09-11,1.26,1.28,1.0,1.11,2553127,1.1099999999999994,1.3258851307030768,1.4208044528848536,-0.0949193221817768,-0.05814296539781703
JFU,2020-09-10,1.33,1.33,1.2726,1.3,77019,1.2999999999999992,1.3651369726490907,1.4456688091156418,-0.08053183646655128,-0.048948876201827085
JFU,2020-09-09,1.26,1.26,1.22,1.2236,26387,1.2235999999999991,1.3769800585852892,1.4573223138448934,-0.08034225525960426,-0.041053136135646096
JFU,2020-09-08,1.22,1.23,1.2,1.215,33995,1.2149999999999992,1.4048673419644326,1.4760200989524848,-0.07115275698805212,-0.031230856354656555
JFU,2020-09-08,1.22,1.23,1.2,1.215,33995,1.2149999999999992,1.4393886768670567,1.4969017068686834,-0.05751303000162665,-0.021250381196307663
JFU,2020-09-04,1.29,1.3,1.27,1.27,69619,1.2699999999999994,1.4801866181156125,1.5194538434181784,-0.03926722530256544,-0.01218471899497791
JFU,2020-09-03,1.39,1.39,1.35,1.37,45891,1.3699999999999997,1.5184023668639055,1.5394101508916322,-0.02100778402772674,-0.005414092418080916
JFU,2020-09-02,1.47,1.49,1.46,1.465,75227,1.465,1.5453846153846156,1.5529629629629629,-0.0075783475783473,-0.0015156695156694601
JFU,2020-09-01,1.56,1.564,1.545,1.56,10890,1.5599999999999998,1.56,1.56,0.0,0.0
