Symbol,Date,Open,High,Low,Close,Volume,LIZI SMA,LIZI spanTwelveEMA,LIZI spanTwntySixEMA,LIZI_x,LIZI_y
LIZI,2020-10-19,2.31,2.3357,2.21,2.23,247448,2.23,2.561781886732893,2.807547487955178,-0.2457656012222849,-0.2787735993589028
LIZI,2020-10-16,2.5,2.5399,2.3877,2.41,247149,2.4100000000000006,2.6221058661388734,2.853751286991592,-0.2316454208527188,-0.28702559889305723
LIZI,2020-10-15,2.49,2.515,2.36,2.41,216767,2.41,2.660670569073214,2.88925138995092,-0.22858082087770534,-0.30087064340314185
LIZI,2020-10-14,2.61,2.64,2.5,2.5,306304,2.5,2.7062470361774347,2.9275915011469924,-0.22134446496955773,-0.3189430990345008
LIZI,2020-10-13,3.03,3.06,2.8,2.865,964094,2.865,2.7437464973006045,2.961798821238752,-0.21805232393814755,-0.3433427575507365
LIZI,2020-10-12,3.93,4.45,3.73,4.1,28604663,4.1,2.7217004059007146,2.9695427269378523,-0.2478423210371377,-0.3746653659538837
LIZI,2020-10-09,2.39,2.41,2.3,2.34,59377,2.34,2.4711004797008447,2.8791061450928805,-0.4080056653920359,-0.40637112718307017
LIZI,2020-10-08,2.21,2.31,2.21,2.23,19960,2.2300000000000004,2.494936930555544,2.922234636700311,-0.42729770614476736,-0.40596249263082873
LIZI,2020-10-07,2.24,2.3,2.23,2.28,18513,2.28,2.5431072815656424,2.9776134076363365,-0.4345061260706937,-0.4006286892523442
LIZI,2020-10-06,2.3,2.305,2.21,2.23,11991,2.23,2.590944969123032,3.0334224802472427,-0.4424775111242107,-0.39215933004775666
LIZI,2020-10-05,2.28,2.42,2.25,2.27,34779,2.27,2.656571327145401,3.0976962786670224,-0.4411249515216209,-0.3795797847786431
LIZI,2020-10-02,2.49,2.49,2.39,2.46,19178,2.4600000000000004,2.72685702299002,3.163911980960384,-0.4370549579703642,-0.3641934930928985
LIZI,2020-10-01,2.3,2.4,2.3,2.4,60159,2.4000000000000004,2.7753764817154782,3.2202249394372147,-0.4448484577217364,-0.3459781268735321
LIZI,2020-09-30,2.13,2.21,2.13,2.2013,15973,2.2013000000000003,2.8436267511182924,3.2858429345921922,-0.44221618347389935,-0.321260544161481
LIZI,2020-09-29,2.33,2.3764,2.3,2.3,1931,2.3000000000000007,2.9604134331398,3.3726063693595667,-0.4121929362197667,-0.29102163433337624
LIZI,2020-09-28,2.5,2.5035,2.4,2.49,10185,2.490000000000001,3.0804886028015823,3.458414878908332,-0.3779262761067499,-0.2607288088617786
LIZI,2020-09-25,2.5,2.6499,2.5,2.53,6914,2.5300000000000007,3.187850166947324,3.535888069220998,-0.3480379022736746,-0.23142944205053584
LIZI,2020-09-24,2.63,2.63,2.4,2.5,17056,2.5000000000000013,3.3074592882104734,3.616359114758678,-0.3088998265482048,-0.20227732699475123
LIZI,2020-09-23,2.78,2.91,2.78,2.88,11329,2.880000000000001,3.4542700678851053,3.7056678439393727,-0.2513977760542674,-0.1756217021063878
LIZI,2020-09-22,3.27,3.27,3.1,3.165,15535,3.1650000000000014,3.558682807500579,3.7717212714545214,-0.21303846395394327,-0.1566776836194179
LIZI,2020-09-21,3.35,3.49,3.3,3.3,12853,3.3000000000000007,3.6302614997734124,3.820258973170884,-0.1899974733974723,-0.14258748853578673
LIZI,2020-09-18,3.61,3.7,3.36,3.41,41569,3.410000000000001,3.69030904518676,3.861879691024555,-0.17157064583779524,-0.13073499232036553
LIZI,2020-09-17,3.63,3.8,3.58,3.62,28150,3.620000000000001,3.7412743261298065,3.8980300663065193,-0.15675574017671234,-0.1205260789410082
LIZI,2020-09-16,3.58,3.66,3.58,3.58,12651,3.5800000000000014,3.7633242036079535,3.9202724716110406,-0.1569482680030876,-0.11146866363208205
LIZI,2020-09-15,3.52,3.58,3.52,3.53,4697,3.530000000000001,3.7966558769912178,3.947494269339925,-0.15083839234870666,-0.10009876253933078
LIZI,2020-09-14,3.65,3.65,3.5,3.5,3377,3.5000000000000013,3.8451387637168937,3.980893810887119,-0.13575504717022513,-0.08741385508698668
LIZI,2020-09-11,3.7,3.79,3.7,3.79,700,3.790000000000002,3.9078912662108745,4.019365315758089,-0.11147404954721417,-0.07532855706617705
LIZI,2020-09-10,3.89,3.94,3.86,3.94,470,3.94,3.9293260418855787,4.037714541018737,-0.10838849913315672,-0.06629218394591777
LIZI,2020-09-09,3.63,3.68,3.63,3.68,1301,3.680000000000001,3.927385322228412,4.045531704300235,-0.11814638207182247,-0.05576810514910769
LIZI,2020-09-08,3.73,3.7302,3.625,3.625,3175,3.6250000000000013,3.972364471724487,4.0747742406442535,-0.10240976891976672,-0.04017353591842899
LIZI,2020-09-08,3.73,3.7302,3.625,3.625,3175,3.6250000000000018,4.035521648401667,4.110756179895794,-0.07523453149412695,-0.024614477668094555
LIZI,2020-09-04,4.08,4.08,3.91,3.91,600,3.910000000000002,4.1101619481110605,4.149616674287457,-0.03945472617639645,-0.011959464211586453
LIZI,2020-09-03,4.0,4.02,3.9,3.95,2203,3.950000000000002,4.146555029585799,4.1687860082304535,-0.02223097864465462,-0.005085648720383951
LIZI,2020-09-02,4.16,4.23,4.04,4.1399,11283,4.139900000000002,4.182292307692308,4.18628888888889,-0.003996581196582305,-0.0007993162393162834
LIZI,2020-09-01,4.31,4.35,4.04,4.19,7336,4.190000000000002,4.19,4.19,0.0,0.0
