Symbol,Date,Open,High,Low,Close,Volume,APM SMA,APM spanTwelveEMA,APM spanTwntySixEMA,APM_x,APM_y
APM,2020-10-19,2.72,2.73,2.7,2.719,74803,2.719,2.783786607872151,2.6292463070364693,0.15454030083568204,0.21497558443695725
APM,2020-10-16,2.73,2.79,2.73,2.755,109870,2.7550000000000003,2.7955659911216326,2.6220660115993857,0.1734999795222465,0.23008440533727614
APM,2020-10-15,2.77,2.7947,2.76,2.77,40856,2.7700000000000005,2.8029416258710205,2.6114312925273366,0.1915103333436834,0.24423051179103344
APM,2020-10-14,2.78,2.8,2.7601,2.7801,74387,2.7801000000000005,2.808931012393024,2.598745795929524,0.21018521646349966,0.25741055640287086
APM,2020-10-13,2.77,2.8169999999999997,2.7607,2.8169999999999997,60106,2.817,2.814173014646301,2.5842374596038855,0.2299355550424149,0.26921689138771365
APM,2020-10-12,2.83,2.91,2.82,2.8567,175981,2.8567000000000005,2.8136590173092646,2.565616456372197,0.24804256093706775,0.27903722547403825
APM,2020-10-09,2.77,2.81,2.75,2.775,114853,2.7750000000000004,2.805833384092767,2.5423297728819727,0.2635036112107945,0.28678589160828083
APM,2020-10-08,2.71,2.76,2.67,2.69,121155,2.69,2.811439453927816,2.5237161547125297,0.2877232992152852,0.2926064617076524
APM,2020-10-07,2.7,2.99,2.7,2.835,1556594,2.8350000000000004,2.8335193546419637,2.5104134470895323,0.32310590755243096,0.29382725233074397
APM,2020-10-06,2.75,2.79,2.673,2.6746,256949,2.6746000000000008,2.833250146395048,2.4844465228566945,0.3488036235383527,0.2865075885253221
APM,2020-10-05,2.68,2.76,2.65,2.665,280999,2.665000000000001,2.862095627557784,2.469234244685231,0.3928613828725527,0.2709335797720642
APM,2020-10-02,2.8,2.8,2.71,2.7657,213671,2.7657000000000007,2.897931196204653,2.4535729842600493,0.4443582119446039,0.240451628996942
APM,2020-10-01,2.71,3.0899,2.68,3.0899,1487032,3.089900000000001,2.9219732318782263,2.428602823000853,0.4933704088773734,0.1894749832600266
APM,2020-09-30,3.21,3.24,2.95,2.9701,1587800,2.9701000000000004,2.8914410922197216,2.375699048840921,0.5157420433788,0.11350112685568989
APM,2020-09-29,8.22,14.23,8.0,10.11,8823307,10.11,2.8771394726233077,2.328146972748196,0.5489924998751117,0.012940897724912234
APM,2020-09-28,1.31,1.48,1.3,1.37,29617,1.370000000000001,1.5620739221911808,1.7055987305680511,-0.14352480837687032,-0.12107200281263762
APM,2020-09-25,1.25,1.28,1.2,1.25,50840,1.2500000000000009,1.5969964534986685,1.7324466290134954,-0.13545017551482694,-0.11545880142157944
APM,2020-09-24,1.48,1.5,1.3869,1.43,68052,1.4300000000000006,1.6600867177711538,1.771042359334575,-0.1109556415634212,-0.11046095789826754
APM,2020-09-23,1.58,1.72,1.58,1.63,76860,1.6300000000000006,1.701920666456818,1.7983257480813408,-0.09640508162452276,-0.11033728698197912
APM,2020-09-22,1.63,1.75,1.63,1.72,10250,1.7200000000000006,1.7149971512671487,1.811791807927848,-0.0967946566606992,-0.1138203383213432
APM,2020-09-21,1.7,1.7899,1.57,1.7899,15061,1.789900000000001,1.7140875424066302,1.819135152562076,-0.1050476101554454,-0.11807675873650414
APM,2020-09-18,1.67,1.72,1.66,1.67,6928,1.6700000000000008,1.7003034592078357,1.8214739647670417,-0.12117050555920605,-0.12133404588176872
APM,2020-09-17,1.65,1.74,1.65,1.74,14800,1.7400000000000009,1.7058131790638056,1.8335918819484047,-0.12777870288459958,-0.12137493096240937
APM,2020-09-16,1.6,1.62,1.57,1.62,13475,1.6200000000000012,1.6995973934390431,1.8410792325042775,-0.14148183906523482,-0.11977398798186192
APM,2020-09-15,1.63,1.63,1.56,1.56,19158,1.5600000000000014,1.714069646791596,1.85876557110462,-0.1446959243130237,-0.1143470252110188
APM,2020-09-14,1.7,1.7,1.55,1.55,51099,1.5500000000000012,1.7420823098446137,1.8826668167929888,-0.14058450694837554,-0.10675980043551747
APM,2020-09-11,1.83,1.83,1.68,1.76,22089,1.7600000000000011,1.777006366179998,1.909280162136428,-0.13227379595643018,-0.09830362380730306
APM,2020-09-10,1.55,1.67,1.5398,1.65,25914,1.6500000000000008,1.7800984327581797,1.9212225751073424,-0.14112414234916293,-0.08981108077002134
APM,2020-09-09,1.61,1.61,1.54,1.54,15572,1.5400000000000014,1.8037526932596668,1.94292038111593,-0.1391676878562631,-0.07698281537523599
APM,2020-09-08,1.51,1.6101,1.51,1.6101,5578,1.6101000000000014,1.8517077283977883,1.9751540116052049,-0.12344628320741635,-0.06143659725497921
APM,2020-09-08,1.51,1.6101,1.51,1.6101,5578,1.6101000000000014,1.8956364062882949,2.004358332533621,-0.10872192624532584,-0.04593417576686986
APM,2020-09-04,1.65,1.6867,1.53,1.55,74610,1.5500000000000016,1.9475521165225305,2.0358989991363106,-0.0883468826137801,-0.030237238147255804
APM,2020-09-03,1.67,1.73,1.67,1.7269999999999999,27218,1.7270000000000014,2.019834319526627,2.0747709190672152,-0.05493659954058838,-0.01570982703062473
APM,2020-09-02,1.93,1.96,1.76,1.76,75292,1.7600000000000016,2.0730769230769233,2.1025925925925923,-0.029515669515669533,-0.005903133903133817
APM,2020-09-01,2.28,2.56,2.09,2.13,1106967,2.1300000000000017,2.13,2.13,0.0,0.0
