Symbol,Date,Open,High,Low,Close,Volume,AVEO SMA_x,AVEO SMA_y,AVEO SMA_x.1,AVEO SMA_y.1,AVEO SMA_x.1.1,AVEO SMA_y.1.1,AVEO SMA_x.1.1.1,AVEO SMA_y.1.1.1,AVEO SMA_x.1.1.1.1,AVEO SMA_y.1.1.1.1,AVEO SMA_x.1.1.1.1.1,AVEO SMA_y.1.1.1.1.1,AVEO SMA_x.1.1.1.1.1.1,AVEO SMA_y.1.1.1.1.1.1,AVEO SMA_x.1.1.1.1.1.1.1,AVEO SMA_y.1.1.1.1.1.1.1,AVEO SMA_x.1.1.1.1.1.1.1.1,AVEO SMA_y.1.1.1.1.1.1.1.1,AVEO SMA_x.1.1.1.1.1.1.1.1.1,AVEO SMA_y.1.1.1.1.1.1.1.1.1,AVEO SMA_x.1.1.1.1.1.1.1.1.1.1,AVEO SMA_y.1.1.1.1.1.1.1.1.1.1,AVEO SMA_x.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_y.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_x.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_y.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_x.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA_y.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,AVEO SMA
AVEO,2020-06-23,5.49,5.53,5.45,5.4885,213826,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885,5.4885
AVEO,2020-06-22,5.24,5.39,5.24,5.32,90351,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32,5.32
AVEO,2020-06-19,5.27,5.3,5.12,5.185,124621,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999,5.184999999999999
AVEO,2020-06-18,5.19,5.25,5.03,5.03,166550,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03,5.03
AVEO,2020-06-17,5.45,5.48,5.28,5.35,818003,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999,5.349999999999999
AVEO,2020-06-16,7.39,7.5,7.08,7.36,159474,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.3599999999999985,7.359999999999999
AVEO,2020-06-15,7.3,7.49,7.26,7.44,14195,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44
AVEO,2020-06-12,7.51,7.685,7.43,7.5894,31044,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894,7.5894
AVEO,2020-06-11,7.28,7.31,7.0701,7.29,47757,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29,7.29
AVEO,2020-06-10,7.8,7.88,7.57,7.72,47142,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72,7.72
AVEO,2020-06-09,7.48,7.48,7.32,7.3995,37338,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999,7.399499999999999
AVEO,2020-06-08,7.74,7.7917,7.14,7.165,124948,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999,7.164999999999999
AVEO,2020-06-05,7.51,7.69,7.38,7.5403,52759,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.5402999999999984,7.540299999999999
AVEO,2020-06-04,7.71,7.75,7.6002,7.6316,34991,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999,7.631599999999999
AVEO,2020-06-03,7.97,8.0,7.83,7.97,37554,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998,7.969999999999998
AVEO,2020-06-02,7.75,7.95,7.615,7.925,97590,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998,7.924999999999998
