Symbol,Date,Open,High,Low,Close,Volume,GLOG SMA,GLOG spanTwelveEMA,GLOG spanTwntySixEMA,GLOG_x,GLOG_y
GLOG,2020-12-09,3.4,3.445,3.3902,3.445,51052,3.445,3.1858925288480653,2.9709353389620308,0.21495718988603407,0.19235657611932505
GLOG,2020-12-08,3.29,3.4115,3.29,3.3967,78685,3.3967,3.138782079547713,2.933010166078993,0.2057719134687197,0.18670642267764767
GLOG,2020-12-07,3.42,3.42,3.32,3.33,69409,3.3299999999999987,3.091887912192752,2.8959149793653127,0.1959729328274391,0.18194004997987964
GLOG,2020-12-04,3.18,3.37,3.165,3.365,235058,3.365,3.0485948053187073,2.8611881777145376,0.18740662760416926,0.17843182926798976
GLOG,2020-12-03,3.05,3.1,3.0,3.0233,38980,3.023299999999999,2.991066588103926,2.8208832319317008,0.17018335617222524,0.17618812968394476
GLOG,2020-12-02,2.92,2.96,2.915,2.93,50211,2.929999999999999,2.9852059677591853,2.804689890486237,0.1805160772729484,0.17768932306187463
GLOG,2020-12-01,3.04,3.0995,3.0001,3.045,90961,3.0449999999999986,2.995243416442674,2.7946650817251353,0.20057833471753786,0.17698263450910617
GLOG,2020-11-30,3.22,3.22,3.15,3.19,63642,3.1899999999999986,2.9861967648867966,2.774638288263146,0.21155847662365,0.17108370945699802
GLOG,2020-11-27,3.16,3.16,3.05,3.1413,172642,3.141299999999999,2.94914163122985,2.7414093513241986,0.207732279905652,0.16096501766533491
GLOG,2020-11-27,3.16,3.16,3.05,3.1413,172642,3.1412999999999984,2.9142037459989147,2.7094180994301347,0.20478564656878007,0.14927320210525574
GLOG,2020-11-25,3.13,3.14,3.05,3.1,129235,3.0999999999999988,2.872913517998717,2.6748675473845456,0.19804597061417129,0.13539509098937463
GLOG,2020-11-24,3.18,3.188,3.01,3.1,339123,3.0999999999999988,2.8316250667257563,2.640856951175309,0.1907681155504468,0.11973237108317544
GLOG,2020-11-23,3.07,3.23,3.06,3.23,211444,3.229999999999998,2.782829624312257,2.604125507269334,0.17870411704292355,0.10197343496635747
GLOG,2020-11-20,2.96,3.02,2.96,2.9863,71496,2.986299999999998,2.7015259196417594,2.5540555478508806,0.1474703717908783,0.08279076444721606
GLOG,2020-11-19,2.89,2.935,2.83,2.93,58372,2.929999999999999,2.649748814122079,2.519475991678951,0.13027282244312802,0.06662086261130037
GLOG,2020-11-18,2.96,3.01,2.96,2.9969,108851,2.996899999999999,2.5987940530533655,2.486634071013267,0.11215998204009914,0.050707872653343464
GLOG,2020-11-17,2.84,2.89,2.76,2.805,126704,2.804999999999999,2.526411153608524,2.4458127966943284,0.08059835691419526,0.03534484530665466
GLOG,2020-11-16,2.74,2.79,2.68,2.72,234019,2.7199999999999984,2.475758636082801,2.417077820429874,0.05868081565292638,0.0240314674047694
GLOG,2020-11-13,2.52,2.57,2.45,2.5601,133466,2.560099999999998,2.4313511153705827,2.3928440460642646,0.03850706930631809,0.01536913034273004
GLOG,2020-11-12,2.56,2.56,2.48,2.5,118208,2.4999999999999987,2.4079422272561435,2.3794635697494058,0.028478657506737726,0.009584645601833027
GLOG,2020-11-11,2.61,2.61,2.47,2.545,123659,2.5449999999999977,2.3912044503936243,2.369820655329358,0.02138379506426613,0.0048611426256068525
GLOG,2020-11-10,2.51,2.53,2.4,2.41,255460,2.4099999999999984,2.3632416231924647,2.3558063077557065,0.007435315436758572,0.0007304795159420328
GLOG,2020-11-09,2.4,2.6183,2.37,2.45,522335,2.4499999999999984,2.3547401001365498,2.3514708123761627,0.003269287760387041,-0.0009457294642619908
GLOG,2020-11-06,2.32,2.35,2.3,2.319,159876,2.3189999999999977,2.3374201183431946,2.3435884773662554,-0.0061683590230603436,-0.0019994837704242485
GLOG,2020-11-05,2.32,2.32,2.27,2.29,143280,2.2899999999999983,2.3407692307692307,2.3455555555555563,-0.004786324786325125,-0.0009572649572651137
GLOG,2020-11-04,2.39,2.39,2.3,2.35,152027,2.3499999999999988,2.35,2.35,0.0,0.0
