Symbol,Date,Open,High,Low,Close,Volume,RUBY SMA,RUBY spanTwelveEMA,RUBY spanTwntySixEMA,RUBY_x,RUBY_y
RUBY,2020-12-09,8.12,8.165,7.9,8.06,31447,8.06,6.839522142114563,6.1782018846938245,0.6613202574207397,0.49114791023578935
RUBY,2020-12-08,7.55,7.7932,7.55,7.69,25327,7.689999999999999,6.6176170770444855,6.02765803546933,0.5899590415751543,0.44860482343955194
RUBY,2020-12-07,7.13,7.19,7.13,7.155,5452,7.1549999999999985,6.422638363779845,5.894670678306878,0.5279676854729685,0.4132662689056511
RUBY,2020-12-04,6.82,7.0,6.65,6.925,3721,6.924999999999998,6.2894817026489065,5.793844332571428,0.49563737007748104,0.38459091476382196
RUBY,2020-12-03,6.59,6.79,6.59,6.79,8893,6.789999999999997,6.173932921312346,5.703351879177141,0.4705810421352048,0.3568293009354079
RUBY,2020-12-02,6.54,6.54,6.3005,6.345,7703,6.344999999999998,6.061920725187318,5.616420029511313,0.4455006956760057,0.3283913656354587
RUBY,2020-12-01,6.25,6.39,6.24,6.35,8854,6.349999999999998,6.010451766130467,5.558133631872217,0.4523181342582498,0.29911403312532214
RUBY,2020-11-30,6.91,6.91,6.6608,6.6608,16229,6.6607999999999965,5.948715723608736,5.494784322421997,0.4539314011867397,0.2608130078420902
RUBY,2020-11-27,6.61,6.78,6.57,6.73,13490,6.729999999999998,5.81924585517396,5.4015030682157565,0.417742786958204,0.21253340950592803
RUBY,2020-11-27,6.61,6.78,6.57,6.73,13490,6.729999999999998,5.653654192478316,5.2952233136730165,0.3584308788052999,0.16123106514285923
RUBY,2020-11-25,6.44,6.47,6.4,6.46,4028,6.459999999999997,5.4579549547471,5.1804411787668565,0.2775137759802435,0.11193111172724907
RUBY,2020-11-24,5.99,6.16,5.9301,6.1,9574,6.099999999999998,5.2757649465193,5.078076473068205,0.19768847345109464,0.07053544566400044
RUBY,2020-11-23,5.6,5.76,5.56,5.76,25895,5.759999999999996,5.125904027704627,4.996322590913662,0.12958143679096512,0.0387471887172269
RUBY,2020-11-20,5.37,5.37,5.2648,5.31,12225,5.309999999999997,5.010613850923652,4.935228398186755,0.07538545273689579,0.016038626698792337
RUBY,2020-11-19,5.23,5.263999999999999,5.01,5.21,5971,5.209999999999996,4.956180005637042,4.905246670041695,0.05093333559534674,0.0012019201892662524
RUBY,2020-11-18,5.28,5.33,5.18,5.28,25399,5.279999999999997,4.910030915752868,4.880866403645031,0.029164512107836767,-0.011230933662253868
RUBY,2020-11-17,4.98,5.0,4.9238,4.94,7664,4.939999999999997,4.842763809526118,4.8489357159366335,-0.00617190641051657,-0.02132979510477653
RUBY,2020-11-16,5.04,5.1013,4.935,4.935,44613,4.934999999999996,4.825084502167228,4.841650573211563,-0.01656607104433494,-0.02511926727834174
RUBY,2020-11-13,4.94,5.0469,4.86,4.97,87574,4.969999999999996,4.805099866197635,4.834182619068488,-0.029082752870854375,-0.027257566336843436
RUBY,2020-11-12,4.7,4.815,4.5985,4.5985,3093,4.598499999999997,4.775118023688113,4.823317228593967,-0.04819920490585439,-0.026801269703340923
RUBY,2020-11-11,4.8,4.82,4.755,4.82,2676,4.8199999999999985,4.807230391631407,4.841302606881486,-0.0340722152500792,-0.021451785902712555
RUBY,2020-11-10,4.76,4.81,4.64,4.64,17730,4.639999999999997,4.804908644655298,4.8430068154320045,-0.038098170776705416,-0.018296678565870896
RUBY,2020-11-09,5.07,5.2373,4.7401,4.9401,42346,4.940099999999998,4.8348920345926265,4.859247360666565,-0.024355326073938418,-0.013346305513162045
RUBY,2020-11-06,4.57,4.619,4.51,4.619,1337,4.618999999999997,4.815763313609467,4.85277914951989,-0.0370158359104229,-0.01059405037296795
RUBY,2020-11-05,4.82,4.89,4.64,4.64,3813,4.639999999999997,4.8515384615384605,4.8714814814814815,-0.019943019943020168,-0.003988603988604212
RUBY,2020-11-04,4.91,5.17,4.77,4.89,62702,4.889999999999998,4.89,4.89,0.0,0.0
