Symbol,Date,Open,High,Low,Close,Volume,GSKY SMA,GSKY spanTwelveEMA,GSKY spanTwntySixEMA,GSKY_x,GSKY_y
GSKY,2020-12-09,4.45,4.5,4.415,4.49,48478,4.49,4.357206994712453,4.342910276089466,0.014296718622988537,-0.03907777430345189
GSKY,2020-12-08,4.44,4.51,4.41,4.5,31815,4.5,4.333062811932901,4.3311430981766215,0.0019197137562789734,-0.05242139753506177
GSKY,2020-12-07,4.45,4.489,4.36,4.38,47362,4.379999999999999,4.3027105959207015,4.317634546030752,-0.014923950110050653,-0.06600667535789717
GSKY,2020-12-04,4.33,4.42,4.33,4.4199,35941,4.419899999999998,4.288657976997192,4.312645309713211,-0.02398733271602005,-0.0787773566698588
GSKY,2020-12-03,4.4,4.43,4.31,4.3545,32375,4.3545,4.264795790996682,4.304064934490269,-0.03926914349358679,-0.09247486265831871
GSKY,2020-12-02,4.22,4.22,4.13,4.18,47590,4.18,4.24848593481426,4.300030129249491,-0.051544194435229514,-0.1057762924495017
GSKY,2020-12-01,4.31,4.43,4.23,4.425,77760,4.425000000000002,4.260937922962308,4.309632539589448,-0.04869461662714159,-0.11933431695306951
GSKY,2020-11-30,4.44,4.4554,4.3,4.3089,88517,4.308900000000002,4.23110845441,4.300403142756605,-0.0692946883466048,-0.1369942420345517
GSKY,2020-11-27,4.49,4.49,4.3,4.3256,79058,4.325600000000001,4.21696453703,4.299723394177134,-0.08275885714713382,-0.15391913045653843
GSKY,2020-11-27,4.49,4.49,4.3,4.3256,79058,4.325600000000003,4.197212634671819,4.297653265711304,-0.10044063103948543,-0.17170919878388957
GSKY,2020-11-25,4.42,4.46,4.36,4.42,59519,4.420000000000004,4.173869477339422,4.295417526968208,-0.12154804962878618,-0.1895263407199906
GSKY,2020-11-24,4.3,4.31,4.2299,4.31,198665,4.310000000000004,4.129118473219316,4.285450929125664,-0.15633245590634814,-0.20652091349279172
GSKY,2020-11-23,4.16,4.3,4.12,4.29,489963,4.2900000000000045,4.096230922895557,4.283487003455718,-0.18725608056016171,-0.2190680278894026
GSKY,2020-11-20,4.19,4.2499,4.16,4.195,124131,4.1950000000000065,4.06100018160384,4.282965963732177,-0.2219657821283363,-0.22702101472171282
GSKY,2020-11-19,4.1,4.22,4.01,4.21,182559,4.210000000000006,4.036636578259083,4.29000324083075,-0.2533666625716666,-0.2282848228700569
GSKY,2020-11-18,3.8994,4.2,3.86,4.1911,1263594,4.191100000000007,4.005115956124372,4.29640350009721,-0.29128754397283885,-0.2220143629446545
GSKY,2020-11-17,3.6,3.6069999999999998,3.45,3.47,110094,3.4700000000000064,3.971300675419711,4.304827780104986,-0.3335271046852757,-0.20469606768760862
GSKY,2020-11-16,3.69,3.71,3.58,3.6199,309463,3.619900000000007,4.0624462527687495,4.371614002513385,-0.3091677497446357,-0.17248830843819193
GSKY,2020-11-13,3.52,3.52,3.4189999999999996,3.42,214260,3.4200000000000066,4.1429092078176115,4.431751122714457,-0.2888419148968433,-0.13831844811158098
GSKY,2020-11-12,3.52,3.65,3.51,3.54,701333,3.5400000000000063,4.274347245602633,4.512691212531612,-0.2383439669289791,-0.10068758141526496
GSKY,2020-11-11,3.81,3.82,3.6,3.6001,114928,3.6001000000000056,4.4078649266212935,4.5905065095341415,-0.1826415829128472,-0.06627348503683642
GSKY,2020-11-10,4.26,4.34,3.72,3.955,254475,3.955000000000007,4.5547312769160735,4.669739030296872,-0.11500775338079805,-0.03718146056783351
GSKY,2020-11-09,4.4,4.5419,4.33,4.335,186259,4.335000000000006,4.663773327264451,4.726918152720621,-0.0631448254561704,-0.01772488736459215
GSKY,2020-11-06,4.54,4.63,4.32,4.32,72107,4.3200000000000065,4.723550295857988,4.758271604938272,-0.03472130908028337,-0.006369902841697588
GSKY,2020-11-05,4.88,5.04,4.81,4.835,85719,4.835000000000006,4.796923076923077,4.793333333333333,0.0035897435897442875,0.0007179487179488575
GSKY,2020-11-04,4.8,4.81,4.75,4.79,23306,4.790000000000006,4.79,4.79,0.0,0.0
