Symbol,Date,Open,High,Low,Close,Volume,PIXY SMA,PIXY spanTwelveEMA,PIXY spanTwntySixEMA,PIXY_x,PIXY_y
PIXY,2020-12-09,2.8399,2.86,2.6201,2.75,524270,2.75,2.427223284533162,2.3564684277632426,0.07075485676991944,0.0635596220058748
PIXY,2020-12-08,2.32,2.41,2.32,2.35,103338,2.35,2.3685366089937365,2.3249859019843018,0.04355070700943475,0.06176081331486363
PIXY,2020-12-07,2.37,2.3999,2.34,2.34,27618,2.3399999999999994,2.3719069015380523,2.322984774143046,0.04892212739500623,0.06631333989122085
PIXY,2020-12-04,2.33,2.3548,2.33,2.33,4759,2.33,2.3777081563631532,2.3216235560744902,0.056084600288663015,0.07066114301527449
PIXY,2020-12-03,2.33,2.365,2.31,2.315,21071,2.3149999999999995,2.3863823666109987,2.3209534405604493,0.06542892605054984,0.07430527869692735
PIXY,2020-12-02,2.36,2.41,2.32,2.34,24726,2.3399999999999994,2.3993609787220898,2.3214297158052855,0.07793126291680474,0.07652436685852183
PIXY,2020-12-01,2.43,2.47,2.41,2.4578,32006,2.4578,2.410153883944288,2.319944093069708,0.09020979087458024,0.07617264284395121
PIXY,2020-11-30,2.51,2.5205,2.35,2.44,123646,2.44,2.4014909537523406,2.3089156205152848,0.09257533323705623,0.07266335583629395
PIXY,2020-11-27,2.49,2.51,2.48,2.485,27060,2.485,2.3944893089800394,2.2984288701565068,0.0960604388235322,0.06768536148610349
PIXY,2020-11-27,2.49,2.51,2.48,2.485,27060,2.485,2.378032819703683,2.283503179769028,0.09452963993465513,0.060591592151746185
PIXY,2020-11-25,2.54,2.54,2.48,2.4802,40843,2.4801999999999995,2.3585842414679887,2.26738343415055,0.09120080731743883,0.05210708020601905
PIXY,2020-11-24,2.62,2.62,2.46,2.6145,132082,2.6145,2.336472285371259,2.250358108882594,0.08611417648866526,0.04233364842816409
PIXY,2020-11-23,2.52,2.58,2.5,2.55,57699,2.5499999999999994,2.285921791802397,2.221226757593201,0.06469503420919588,0.03138851641303879
PIXY,2020-11-20,2.43,2.43,2.38,2.42,40438,2.419999999999999,2.2379075721301054,2.1949248982006577,0.042982673929447664,0.023061886963999523
PIXY,2020-11-19,2.25,2.29,2.2165,2.27,17817,2.27,2.2047998579719432,2.1769188900567102,0.02788096791523253,0.018081690222637486
PIXY,2020-11-18,2.28,2.29,2.25,2.2634,30599,2.2633999999999994,2.1929452866941146,2.1694724012612467,0.02347288543286741,0.01563187079948861
PIXY,2020-11-17,2.23,2.2463,2.18,2.2006,33789,2.2006,2.180135338820317,2.161958193362147,0.01817714545817051,0.013671617141143799
PIXY,2020-11-16,2.2,2.2636,2.2,2.22,30868,2.22,2.1764144913331025,2.1588668488311193,0.017547642501983596,0.01254523506188723
PIXY,2020-11-13,2.15,2.17,2.15,2.16,41231,2.1600000000000006,2.1684898533936665,2.1539761967376085,0.014513656656057972,0.01129463320186325
PIXY,2020-11-12,2.21,2.21,2.1489,2.15,31128,2.1500000000000004,2.170033463101606,2.1534942924766174,0.016539170624988664,0.010489877338314569
PIXY,2020-11-11,2.28,2.2823,2.18,2.21,59879,2.2100000000000004,2.173675910938261,2.1537738358747465,0.019902075063515046,0.008977554016646044
PIXY,2020-11-10,2.28,2.2892,2.2213,2.25,18910,2.250000000000001,2.167071531108854,2.149275742744726,0.01779578836412865,0.006246423754928903
PIXY,2020-11-09,2.2,2.29,2.18,2.23,64604,2.2300000000000004,2.1519936276741007,2.141217802164304,0.010775825509797166,0.0033590826026290766
PIXY,2020-11-06,2.1699,2.1752,2.13,2.13,31455,2.1300000000000003,2.137810650887574,2.1341152263374483,0.003695424550125726,0.0015048968758371653
PIXY,2020-11-05,2.13,2.19,2.1243,2.19,28566,2.1900000000000004,2.1392307692307693,2.134444444444444,0.004786324786325125,0.0009572649572650249
PIXY,2020-11-04,2.14,2.18,2.1267,2.13,19819,2.1300000000000003,2.13,2.13,0.0,0.0
