Symbol,Date,Open,High,Low,Close,Volume,REI SMA,REI spanTwelveEMA,REI spanTwntySixEMA,REI_x,REI_y
REI,2020-12-09,0.77,0.83,0.76,0.8151,936564,0.8151,0.6889114526486435,0.6292454317113421,0.05966602093730145,0.04777740553549535
REI,2020-12-08,0.76,0.76,0.7202,0.7361,498289,0.7361000000000001,0.6659680804029424,0.6143770662482495,0.051591014154692916,0.04480525168504383
REI,2020-12-07,0.73,0.81,0.7,0.7252,729229,0.7252000000000001,0.6532168222943865,0.6046392315481094,0.0485775907462771,0.04310881106763156
REI,2020-12-04,0.66,0.7,0.66,0.6968,349887,0.6968000000000002,0.6401289718024568,0.5949943700719581,0.045134601730498665,0.04174161614797017
REI,2020-12-03,0.6432,0.6592,0.64,0.6526,189804,0.6526000000000002,0.6298251484938125,0.5868499196777148,0.04297522881609772,0.04089336975233805
REI,2020-12-02,0.63,0.63,0.612,0.615051,79332,0.6150510000000003,0.6256842664017784,0.5815899132519321,0.04409435314984633,0.04037290498639813
REI,2020-12-01,0.6597,0.6633,0.6301,0.6376,354602,0.6376000000000002,0.6276175875657382,0.5789130263120867,0.04870456125365141,0.039442542945536084
REI,2020-11-30,0.71,0.71,0.665,0.6686,278360,0.6686000000000001,0.6258026034867814,0.5742180684170537,0.05158453506972771,0.037127038368507254
REI,2020-11-27,0.69,0.71975,0.68,0.7005,117922,0.7005,0.6180212586661962,0.5666675138904179,0.051353744775778254,0.03351266419320213
REI,2020-11-27,0.69,0.71975,0.68,0.7005,117922,0.7005,0.6030251238782317,0.5559609150016513,0.04706420887658036,0.029052394047558102
REI,2020-11-25,0.69,0.7,0.6311,0.6359,383136,0.6359,0.5853024191288193,0.5443977882017834,0.04090463092703589,0.024549440340302535
REI,2020-11-24,0.7033,0.725,0.6821,0.7146,619912,0.7146,0.5761028589704228,0.5370776112579261,0.03902524771249671,0.02046064269361919
REI,2020-11-23,0.6195,0.6494,0.6195,0.6381,275966,0.6381,0.5509215606014087,0.5228758201585602,0.028045740442848573,0.01581949143889981
REI,2020-11-20,0.63,0.64,0.61,0.62,346215,0.62,0.5350709352562103,0.5136578857712449,0.021413049484965363,0.012762929187912615
REI,2020-11-19,0.57,0.57,0.555,0.5551,69755,0.5551,0.5196292871209759,0.5051505166329445,0.014478770488031369,0.010600399113649428
REI,2020-11-18,0.53,0.54,0.5203,0.5349,171498,0.5349,0.5131800665975169,0.5011545579635801,0.01202550863393681,0.009630806270053943
REI,2020-11-17,0.515,0.522,0.505,0.510232,208995,0.5102320000000001,0.5092309877970654,0.4984549226006664,0.01077606519639901,0.009032130679083226
REI,2020-11-16,0.532,0.54,0.505,0.5076,506020,0.5076000000000003,0.5090489855783501,0.4975127564087197,0.011536229169630374,0.008596147049754267
REI,2020-11-13,0.5097,0.5125,0.5005,0.5041,38220,0.5041000000000002,0.5093124375016864,0.4967057769214173,0.012606660580269158,0.00786112651978524
REI,2020-11-12,0.5479999999999999,0.55,0.5322,0.5399,80257,0.5399000000000003,0.5102601534110839,0.4961142390751306,0.014145914335953247,0.0066747430046642745
REI,2020-11-11,0.55,0.5501,0.5312,0.5403,101903,0.5403000000000002,0.5048710903949173,0.4926113782011411,0.012259712193776195,0.004806950171842017
REI,2020-11-10,0.5854,0.5854,0.5207,0.5496989999999999,301019,0.5496990000000002,0.4984294704667204,0.4887962884572324,0.009633182009487984,0.0029437596663584725
REI,2020-11-09,0.54,0.56,0.5218,0.53,222595,0.5300000000000002,0.4891077378243059,0.483924071533811,0.005183666290494937,0.001271404080576081
REI,2020-11-06,0.4875,0.5,0.48200000000000004,0.4965,106601,0.4965000000000002,0.4816727810650888,0.4802379972565158,0.001434783808572926,0.00029333852809638073
REI,2020-11-05,0.4701,0.4964,0.4701,0.4794,113702,0.4794000000000002,0.4789769230769231,0.478937037037037,3.98860398860279e-05,7.977207977216683e-06
REI,2020-11-04,0.5175,0.5175,0.4301100000000001,0.4789,193771,0.4789000000000002,0.4789,0.4789,0.0,0.0
