Symbol,Date,Open,High,Low,Close,Volume,SLS SMA,SLS spanTwelveEMA,SLS spanTwntySixEMA,SLS_x,SLS_y
SLS,2020-12-09,3.73,3.73,3.62,3.69,21326,3.69,3.4857523774127763,3.2082499210625923,0.27750245635018395,0.2752886789366599
SLS,2020-12-08,3.64,3.6878,3.34,3.34,164288,3.3399999999999994,3.448616446033281,3.1697099147476,0.2789065312856813,0.27473523458327886
SLS,2020-12-07,4.2,4.3,3.56,3.645,626994,3.645,3.4683648907666043,3.1560867079274075,0.3122781828391967,0.27369241040767833
SLS,2020-12-04,3.72,3.75,3.6839,3.75,11129,3.75,3.4362494163605315,3.1169736445616003,0.31927577179893163,0.26404596729979873
SLS,2020-12-03,3.66,3.71,3.59,3.6657,4458,3.6656999999999993,3.3792038556988104,3.0663315361265284,0.312872319572282,0.2502385161750156
SLS,2020-12-02,3.52,3.53,3.37,3.38,22758,3.379999999999999,3.327113647644049,3.0183820590166515,0.3087315886273978,0.23458006532569897
SLS,2020-12-01,3.88,3.9,3.75,3.79,31953,3.789999999999999,3.3174979472156942,2.989452623737983,0.3280453234777112,0.21604218450027435
SLS,2020-11-30,3.79,3.96,3.7548,3.8065,56544,3.806499999999999,3.231588483073093,2.9254088336370216,0.3061796494360718,0.18804139975591513
SLS,2020-11-27,3.59,3.8,3.59,3.7880000000000003,49649,3.787999999999999,3.1270591163591104,2.854921540327984,0.27213757603112665,0.15850683733587606
SLS,2020-11-27,3.59,3.8,3.59,3.7880000000000003,49649,3.788,3.0068880466062216,2.7802752635542216,0.2266127830519995,0.1300991526620635
SLS,2020-11-25,3.17,3.29,3.1279,3.2527,86304,3.252699999999998,2.8648676914437163,2.69965728463856,0.16521040680515675,0.10597074506457939
SLS,2020-11-24,3.03,3.1199,2.9,2.92,64013,2.919999999999998,2.7943527262516645,2.6554138674096444,0.13893885884202015,0.09116082962943516
SLS,2020-11-23,3.17,3.19,3.08,3.0954,69737,3.0953999999999984,2.7715077673883313,2.634246976802416,0.1372607905859149,0.07921632232628889
SLS,2020-11-20,3.06,3.1,3.03,3.09,106872,3.0899999999999976,2.7126182705498456,2.597354734946609,0.1152635356032361,0.06470520526138226
SLS,2020-11-19,2.82,2.93,2.78,2.8464,64782,2.8463999999999974,2.6440034106498187,2.5579431137423385,0.0860602969074793,0.0520656226759187
SLS,2020-11-18,2.8,2.93,2.8,2.8501,69639,2.8500999999999967,2.6072040307679663,2.5348665628417253,0.07233746792624096,0.04356695411802833
SLS,2020-11-17,2.64,2.78,2.56,2.7312,28227,2.731199999999997,2.563041127271233,2.509647887869064,0.05339323940216901,0.03637432566597517
SLS,2020-11-16,2.52,2.68,2.52,2.5972,12896,2.597199999999997,2.5324667867750934,2.491923718898589,0.04054306787650397,0.03211959723192671
SLS,2020-11-13,2.57,2.575,2.47,2.5,10610,2.4999999999999973,2.520697111643292,2.483501616410476,0.03719549523281573,0.030013729570782275
SLS,2020-11-12,2.54,2.5403,2.5,2.5,20902,2.4999999999999973,2.5244602228511632,2.482181745723314,0.04227847712784927,0.028218288155273795
SLS,2020-11-11,2.65,2.65,2.5403,2.6073,6143,2.607299999999997,2.5289075360968294,2.480756285381179,0.048151250715650296,0.024703240912129925
SLS,2020-11-10,2.65,2.65,2.5712,2.5906,5765,2.590599999999997,2.514654360841708,2.470632788211673,0.044021572630033916,0.01884123846124983
SLS,2020-11-09,2.69,2.7,2.5178,2.69,5547,2.6899999999999973,2.5008460628129265,2.4610354112686075,0.03981065154431906,0.012546154919053584
SLS,2020-11-06,2.68,2.68,2.625,2.6579,1345,2.657899999999997,2.4664544378698223,2.4427182441700963,0.023736193699726016,0.005730030762737215
SLS,2020-11-05,2.5,2.5,2.44,2.4968,1791,2.496799999999997,2.4316461538461542,2.425503703703704,0.006142450142450072,0.0012284900284900147
SLS,2020-11-04,2.47,2.5101,2.4198,2.4198,3915,2.4197999999999973,2.4198,2.4198,0.0,0.0
