Symbol,Date,Open,High,Low,Close,Volume,ADAP SMA,ADAP spanTwelveEMA,ADAP spanTwntySixEMA,ADAP_x,ADAP_y
ADAP,2021-08-27,5.03,5.07,5.03,5.05,26688,5.05,4.23808441479285,3.976998969179003,0.2610854456138467,0.1232736858633408
ADAP,2021-08-26,4.91,4.91,4.85,4.905,32438,4.905,4.09046339930064,3.891158886713323,0.1993045125873171,0.08882074592571432
ADAP,2021-08-25,4.38,4.38,4.36,4.38,37689,4.38,3.942365835537121,3.810051597650389,0.1323142378867317,0.0611998042603136
ADAP,2021-08-24,4.32,4.36,4.32,4.33,19851,4.33,3.862795987452961,3.76445572546242,0.0983402619905406,0.04342119585370897
ADAP,2021-08-23,3.99,3.99,3.93,3.93,30096,3.93,3.777849803353499,3.7192121834994136,0.0586376198540854,0.02969142931950092
ADAP,2021-08-20,3.752,3.77,3.75,3.75,2120,3.75,3.7501861312359535,3.7023491581793664,0.047836973056587,0.022454881685854786
ADAP,2021-08-19,3.87,3.87,3.87,3.87,3562,3.87,3.750219973278854,3.698537090833716,0.0516828824451383,0.016109358843171714
ADAP,2021-08-18,3.82,3.82,3.79,3.79,4168,3.79,3.728441786602282,3.6848200581004127,0.0436217285018694,0.007215977942680176
ADAP,2021-08-17,3.95,3.95,3.93,3.95,12417,3.95,3.7172493841663337,3.676405662748446,0.0408437214178878,-0.0018854596971171322
ADAP,2021-08-16,3.95,3.95,3.89,3.89,15966,3.89,3.6749310903783945,3.6545181157683215,0.0204129746100729,-0.012567754975868374
ADAP,2021-08-13,3.84,3.84,3.8,3.84,14180,3.84,3.635827652265376,3.635679565029788,0.0001480872355879,-0.020812937372353707
ADAP,2021-08-12,3.69,3.735,3.69,3.725,8130,3.725,3.5987054072227163,3.6193339302321705,-0.0206285230094542,-0.02605319352433911
ADAP,2021-08-11,3.55,3.6,3.55,3.6,12832,3.6,3.5757427539904825,3.610880644650744,-0.0351378906602617,-0.027409361153060315
ADAP,2021-08-10,3.55,3.59,3.54,3.54,21012,3.54,3.571332345625116,3.611751096222804,-0.0404187505976882,-0.025477228776259957
ADAP,2021-08-09,3.47,3.58,3.47,3.56,11369,3.56,3.5770291357387727,3.617491183920628,-0.0404620481818551,-0.021741848320902982
ADAP,2021-08-06,3.5,3.535,3.5,3.51,2267,3.51,3.580125342236731,3.622090478634278,-0.0419651363975468,-0.017061798355664935
ADAP,2021-08-05,3.46,3.46,3.46,3.46,7977,3.46,3.592875404461592,3.631057716925021,-0.0381823124634288,-0.010835963845194455
ADAP,2021-08-04,3.49,3.49,3.47,3.47,3283,3.47,3.617034568909154,3.644742334279022,-0.0277077653698682,-0.0039993766906358565
ADAP,2021-08-03,3.58,3.6,3.58,3.6,8000,3.6,3.643768126892637,3.658721721021344,-0.0149535941287073,0.001927720479172254
ADAP,2021-08-02,3.655,3.655,3.58,3.58,12553,3.58,3.6517259681458434,3.6634194587030513,-0.0116934905572079,0.006148049131142041
ADAP,2021-07-30,3.57,3.58,3.5068,3.57,9725,3.57,3.6647670532632697,3.6700930153992952,-0.0053259621360255,0.01060843405322953
ADAP,2021-07-29,3.69,3.7,3.69,3.7,4502,3.7,3.681997426583864,3.678100456631239,0.0038969699526254,0.014592033100543297
ADAP,2021-07-28,3.55,3.5812,3.55,3.5812,2779,3.5812,3.678724231417294,3.6763484931617376,0.0023757382555564,0.017265798887522867
ADAP,2021-07-27,3.51,3.51,3.51,3.51,3571,3.51,3.6964559098568017,3.683960372614676,0.0124955372421253,0.020988314045514465
ADAP,2021-07-26,3.59,3.61,3.59,3.6,3526,3.6,3.73035698437622,3.69787720242385,0.0324797819523694,0.02311150824636162
ADAP,2021-07-23,3.83,3.84,3.81,3.81,6014,3.81,3.754058254262806,3.705707378617759,0.0483508756450472,0.02076943981985955
ADAP,2021-07-22,3.98,3.98,3.98,3.98,4292,3.98,3.743887027765134,3.697363968907179,0.046523058857955,0.013874080863562621
ADAP,2021-07-21,3.95,3.95,3.95,3.95,4503,3.95,3.700957396449704,3.6747530864197535,0.0262043100299504,0.005711836364964517
ADAP,2021-07-20,3.67,3.6869,3.67,3.6869,2966,3.6869,3.655676923076923,3.652733333333333,0.0029435897435896,0.0005887179487180206
ADAP,2021-07-19,3.65,3.65,3.65,3.65,5036,3.65,3.65,3.65,0.0,0.0
