Symbol,Date,Open,High,Low,Close,Volume,ENDP SMA,ENDP spanTwelveEMA,ENDP spanTwntySixEMA,ENDP_x,ENDP_y
ENDP,2021-08-27,2.4,2.42,2.39,2.395,68361,2.395,3.0443711038434222,3.505361684892047,-0.4609905810486245,-0.26519475859187136
ENDP,2021-08-26,2.5418,2.55,2.5,2.51,82922,2.51,3.162438577269499,3.5941906196834106,-0.4317520424139114,-0.21624580297768303
ENDP,2021-08-25,2.62,2.6261,2.58,2.59,69623,2.59,3.2810637731366805,3.680925869258084,-0.399862096121403,-0.16236924311862594
ENDP,2021-08-24,2.64,2.65,2.56,2.575,284086,2.575,3.4067117318888043,3.76819993879873,-0.3614882069099256,-0.10299602986793154
ENDP,2021-08-23,2.26,2.27,2.2,2.22,415743,2.22,3.557932046777678,3.8636559339026286,-0.3057238871249508,-0.038372985607433005
ENDP,2021-08-20,2.47,2.49,2.4,2.415,556361,2.415,3.801192418919074,3.995148408614839,-0.1939559896957647,0.028464739771946454
ENDP,2021-08-19,3.7,3.73,3.6,3.61,76175,3.61,4.053227404177088,4.121560281304026,-0.068332877126938,0.08406992213887438
ENDP,2021-08-18,3.78,3.806,3.76,3.76,38791,3.76,4.133814204936559,4.162485103808348,-0.0286708988717894,0.12217062195532748
ENDP,2021-08-17,3.76,3.76,3.71,3.71,52855,3.71,4.201780424015933,4.194683912113016,0.0070965119029171,0.15988100216210646
ENDP,2021-08-16,3.89,3.915,3.88,3.89,33579,3.89,4.291195046564284,4.233458625082057,0.0577364214822271,0.19807712472690378
ENDP,2021-08-13,4.16,4.16,4.1301,4.1301,16624,4.1301,4.364139600485063,4.260935315088621,0.1032042853964423,0.23316230053807294
ENDP,2021-08-12,3.91,3.945,3.86,3.89,62911,3.89,4.406692255118711,4.27140214029571,0.1352901148230003,0.26565180432348057
ENDP,2021-08-11,4.37,4.37,4.11,4.13,193217,4.13,4.50063630150393,4.301914311519367,0.1987219899845635,0.2982422266986006
ENDP,2021-08-10,4.41,4.41,4.37,4.39,25804,4.39,4.56802471995919,4.3156674564409165,0.2523572635182738,0.3231222858771099
ENDP,2021-08-09,4.31,4.315,4.28,4.28,55021,4.28,4.600392850860862,4.30972085295619,0.2906719979046723,0.3408135414668189
ENDP,2021-08-06,4.75,4.8346,4.73,4.75,155750,4.75,4.658646096471927,4.312098521192684,0.346547575279243,0.35334892735735557
ENDP,2021-08-05,4.55,4.5981,4.55,4.59,66212,4.59,4.64203629583046,4.277066402888099,0.3649698929423604,0.35504926537688364
ENDP,2021-08-04,4.66,4.69,4.6,4.6429,62397,4.6429,4.651497440526907,4.252031715119148,0.3994657254077598,0.3525691084855145
ENDP,2021-08-03,4.98,4.98,4.89,4.9,71943,4.9,4.653060611531799,4.220762252328679,0.43229835920312,0.3408449542549531
ENDP,2021-08-02,5.11,5.15,5.07,5.07,38242,5.07,4.608162540901217,4.1664232325149735,0.4417393083862437,0.31798160301791134
ENDP,2021-07-30,4.99,4.99,4.94,4.94,50355,4.94,4.524192093792347,4.094137091116171,0.430055002676176,0.28704217667582826
ENDP,2021-07-29,5.24,5.25,5.205,5.22,44511,5.22,4.448590656300047,4.026468058405465,0.4221225978945817,0.2512889701757413
ENDP,2021-07-28,4.92,4.94,4.885,4.93,32556,4.93,4.308334411990964,3.930985503077903,0.3773489089130617,0.20858056324603116
ENDP,2021-07-27,5.0,5.03,4.99,5.0199,54907,5.0199,4.195304305080231,3.8510643433241354,0.344239961756096,0.16638847682927363
ENDP,2021-07-26,4.95,4.95,4.9074,4.94,51342,4.94,4.045377815094818,3.757557490790065,0.2878203243047523,0.121925605597568
ENDP,2021-07-23,4.86,4.88,4.7,4.7221,117625,4.7221,3.882719236021148,3.6629620900532704,0.2197571459678773,0.0804519259207718
ENDP,2021-07-22,4.59,4.6,4.42,4.4843,393773,4.4843,3.730104551661357,3.578231057257532,0.1518734944038242,0.04562562090899529
ENDP,2021-07-21,4.26,4.46,4.26,4.419,326708,4.419,3.592978106508876,3.5057455418381345,0.0872325646707414,0.019063652535287936
ENDP,2021-07-20,3.5,3.55,3.45,3.55,88508,3.55,3.442792307692308,3.432685185185185,0.0101071225071227,0.0020214245014245516
ENDP,2021-07-19,3.48,3.48,3.4,3.4233,88735,3.4233,3.4233,3.4233,0.0,0.0
