Symbol,Date,Open,High,Low,Close,Volume,SSFT SMA,SSFT spanTwelveEMA,SSFT spanTwntySixEMA,SSFT_x,SSFT_y
SSFT,2020-10-05,0.08,0.085,0.08,0.081,69419,0.08100000000000003,0.09111617725780738,0.09687311056769024,-0.005756933309882861,-0.0033030594249738865
SSFT,2020-10-02,0.078,0.087,0.078,0.08,58700,0.08000000000000003,0.09295548221377237,0.09814295941310544,-0.005187477199333102,-0.002689590953746643
SSFT,2020-10-01,0.09,0.09,0.081,0.081,50716,0.08100000000000003,0.09531102443445824,0.09959439616615387,-0.004283371731695657,-0.002065119392350035
SSFT,2020-09-30,0.09,0.09,0.086,0.09,54150,0.09000000000000004,0.097913028877087,0.1010819478594462,-0.003168918982359201,-0.0015105563075136369
SSFT,2020-09-29,0.09,0.0999,0.09,0.09,75300,0.09000000000000005,0.09935176140019372,0.10196850368820187,-0.0026167422880081642,-0.0010959656388022459
SSFT,2020-09-28,0.0999,0.0999,0.092,0.0929,67930,0.09290000000000008,0.1010520816547744,0.10292598398325804,-0.0018739023284836261,-0.0007157714765007699
SSFT,2020-09-25,0.095,0.1,0.09,0.1,29192,0.10000000000000007,0.10253427831927883,0.10372806270191867,-0.0011937843826398398,-0.00042623876350505227
SSFT,2020-09-24,0.1,0.10035,0.095,0.095,37950,0.09500000000000006,0.10299505619551136,0.10402630771807217,-0.0010312515225608249,-0.00023435235872135542
SSFT,2020-09-23,0.1,0.10099999999999999,0.1,0.10099999999999999,118000,0.10100000000000006,0.10444870277651344,0.10474841233551796,-0.0002997095590045324,-3.512756776149151e-05
SSFT,2020-09-22,0.1011,0.1039,0.1011,0.1038,14000,0.10380000000000007,0.1050757396449704,0.1050482853223594,2.7454322611017434e-05,3.101793004926523e-05
SSFT,2020-09-21,0.10655,0.107,0.105,0.107,23800,0.10700000000000008,0.1053076923076923,0.10514814814814814,0.00015954415954415324,3.190883190883065e-05
SSFT,2020-09-18,0.1099,0.1099,0.1031,0.105,117034,0.10500000000000008,0.105,0.105,0.0,0.0
