Symbol,Date,Open,High,Low,Close,Volume,GSV SMA,GSV spanTwelveEMA,GSV spanTwntySixEMA,GSV_x,GSV_y
GSV,2020-11-05,0.69,0.7139,0.69,0.7054,81539,0.7054,0.6998476868825625,0.7240534068121278,-0.024205719929565328,-0.02582583750249746
GSV,2020-11-04,0.6936,0.6936,0.68,0.68,24880,0.6800000000000002,0.6988381754066647,0.725545679357098,-0.02670750395043331,-0.026230866895730492
GSV,2020-11-03,0.675,0.68,0.675,0.678851,18301,0.678851,0.7022632982078765,0.7291893337056659,-0.02692603549778938,-0.026111707632054785
GSV,2020-11-02,0.685,0.685,0.682,0.682,46926,0.682,0.7065200797002177,0.7332164004021191,-0.026696320701901418,-0.025908125665621135
GSV,2020-10-30,0.7166,0.7166,0.7,0.7099,19599,0.7099000000000001,0.7109782760093483,0.7373137124342887,-0.02633543642494041,-0.025711076906551063
GSV,2020-10-29,0.68,0.7044,0.68,0.7001,69080,0.7001000000000002,0.7111743261928661,0.7395068094290318,-0.028332483236165662,-0.025554987026953725
GSV,2020-10-28,0.74,0.74,0.6846,0.6869,268084,0.6869000000000001,0.7131878400461146,0.7426593541833544,-0.029471514137239807,-0.02486061297465074
GSV,2020-10-27,0.66,0.6701,0.6521,0.669,195477,0.6690000000000002,0.7179674473272263,0.7471201025180227,-0.02915265519079646,-0.02370788768400347
GSV,2020-10-26,0.69,0.7,0.685,0.6908,89188,0.6908000000000001,0.7268706195685402,0.7533697107194646,-0.02649909115092441,-0.02234669580730522
GSV,2020-10-23,0.7143,0.7143,0.705001,0.7097,32111,0.7097000000000001,0.7334289140355474,0.7583752875770218,-0.02494637354147433,-0.021308596971400418
GSV,2020-10-22,0.71,0.7169,0.7,0.71,50770,0.7100000000000002,0.7377432620420106,0.7622693105831835,-0.02452604854117291,-0.02039915282888194
GSV,2020-10-21,0.7,0.7097,0.6965,0.706,43669,0.7060000000000002,0.7427874915041943,0.7664508554298382,-0.023663363925643832,-0.019367428900809194
GSV,2020-10-20,0.71,0.7119,0.7044,0.7116,31572,0.7116000000000002,0.7494761263231386,0.7712869238642253,-0.021810797541086613,-0.01829344514460053
GSV,2020-10-19,0.7232,0.73,0.7,0.7239,170224,0.7239000000000002,0.7563626947455275,0.7760618777733632,-0.019699183027835687,-0.01741410704547901
GSV,2020-10-16,0.76,0.76,0.73,0.731101,108283,0.7311010000000002,0.762265002881078,0.7802348279952322,-0.017969825114154236,-0.01684283804988984
GSV,2020-10-15,0.7526,0.755,0.7406,0.74595,106705,0.7459500000000003,0.7679311852230921,0.7841655342348508,-0.016234349011758686,-0.01656109128382374
GSV,2020-10-14,0.76,0.78,0.76,0.7685569999999999,7412,0.7685570000000003,0.7719277643545635,0.787222776973639,-0.01529501261907551,-0.01664277685184
GSV,2020-10-13,0.77,0.77,0.75,0.7502,57524,0.7502000000000004,0.7725406306008478,0.7887160391315301,-0.016175408530682334,-0.01697971791003112
GSV,2020-10-12,0.777,0.777,0.76,0.77,80581,0.7700000000000005,0.7766025634373656,0.7917973222620525,-0.015194758824686903,-0.01718079525486832
GSV,2020-10-09,0.775,0.7765,0.7659,0.7756,64497,0.7756000000000003,0.7778030295168865,0.7935411080430167,-0.015738078526130184,-0.017677304362413673
GSV,2020-10-08,0.77,0.773,0.7611,0.77,65468,0.7700000000000004,0.7782035803381385,0.794976396686458,-0.016772816348319508,-0.018162110821484542
GSV,2020-10-07,0.7793,0.7799,0.7654,0.7749,32307,0.7749000000000004,0.7796951403996182,0.7969745084213747,-0.017279368021756558,-0.018509434439775797
GSV,2020-10-06,0.79,0.79,0.7793,0.786799,26271,0.7867990000000004,0.7805669841086397,0.7987404690950847,-0.018173484986445,-0.018816951044280605
GSV,2020-10-05,0.77,0.7866,0.7659,0.7659,139133,0.7659000000000005,0.7794338903102105,0.7996957866226915,-0.020261896312480987,-0.018977817558739507
GSV,2020-10-02,0.7931,0.8,0.77,0.7759,46030,0.7759000000000005,0.7818945976393397,0.8023994495525069,-0.0205048519131672,-0.018656797870304137
