Symbol,Date,Open,High,Low,Close,Volume,DNN SMA,DNN spanTwelveEMA,DNN spanTwntySixEMA,DNN_x,DNN_y
DNN,2020-11-05,0.33399999999999996,0.34,0.33,0.3395,116943,0.3395,0.33835532587328626,0.35551811781757275,-0.01716279194428649,-0.020580045226805413
DNN,2020-11-04,0.345,0.345,0.3323,0.33299999999999996,125587,0.33299999999999996,0.3381472033047929,0.35679956724297857,-0.0186523639381857,-0.02143435854743514
DNN,2020-11-03,0.34,0.3405,0.3397,0.33975,29639,0.33975,0.3390830584511188,0.35870353262241683,-0.01962047417129803,-0.02212985719974751
DNN,2020-11-02,0.34,0.3499,0.34,0.3419,145418,0.3419,0.3389617963513222,0.3602198152322102,-0.02125801888088802,-0.02275720295685988
DNN,2020-10-30,0.3227,0.3295,0.3227,0.3295,116110,0.3295,0.3384275775061081,0.361685400450787,-0.023257822944678985,-0.023131998975852844
DNN,2020-10-29,0.316,0.32,0.3103,0.319,28326,0.3190000000000001,0.34005077341630946,0.36426023248684997,-0.02420945907054056,-0.023100542983646322
DNN,2020-10-28,0.3315,0.3315,0.3202,0.322848,159784,0.3228480000000001,0.34387818676472937,0.3678810510857981,-0.024002864321068684,-0.022823313961922775
DNN,2020-10-27,0.32,0.3249,0.32,0.321201,93755,0.3212010000000001,0.3477018570855892,0.3714836951726619,-0.023781838087072737,-0.02252842637213628
DNN,2020-10-26,0.33,0.3354,0.325,0.327,344610,0.327,0.3525201947375145,0.3755063107864749,-0.022986116048960392,-0.022215073443402178
DNN,2020-10-23,0.3497,0.3497,0.34299999999999997,0.3476,53481,0.3476000000000001,0.3571602301443353,0.3793868156493929,-0.022226585505057628,-0.022022312792012624
DNN,2020-10-22,0.3496,0.3539,0.342,0.349,131735,0.3490000000000001,0.3588984538069417,0.3819297609013443,-0.023031307094402653,-0.021971244613751374
DNN,2020-10-21,0.35700000000000004,0.35700000000000004,0.35,0.3537,78456,0.3537000000000001,0.3606981726809311,0.3845641417734519,-0.023865969092520808,-0.021706228993588563
DNN,2020-10-20,0.3481,0.3499,0.345,0.3451,55860,0.3451000000000001,0.3619705677138276,0.387033273115328,-0.025062705401500462,-0.0211662939688555
DNN,2020-10-19,0.35,0.3543,0.34051,0.34544899999999995,404201,0.3454490000000001,0.3650379436617962,0.3903879349645543,-0.025349991302758057,-0.02019219111069427
DNN,2020-10-16,0.3411,0.349,0.3318,0.3378,567794,0.33780000000000004,0.3685995697821228,0.3939830497617186,-0.02538347997959578,-0.01890274106267831
DNN,2020-10-15,0.35,0.35,0.34,0.34105,708753,0.3410500000000001,0.3741994915606906,0.3984776937426561,-0.02427820218196547,-0.017282556333448943
DNN,2020-10-14,0.3425,0.344,0.3356,0.33689,690001,0.3368900000000001,0.3802266718444525,0.4030719092420685,-0.022845237397616014,-0.015533644871319797
DNN,2020-10-13,0.35,0.3517,0.3411,0.3418,392455,0.3418,0.3881060667252621,0.40836646198143395,-0.02026039525617196,-0.013705746739745756
DNN,2020-10-12,0.3551,0.3595,0.35,0.35,741517,0.35,0.3965253515844006,0.4136917789399488,-0.01716642735554813,-0.012067084610639229
DNN,2020-10-09,0.3701,0.3771,0.37005,0.37240100000000004,639472,0.3724010000000001,0.404984506417928,0.4187871212551447,-0.013802614837216676,-0.010792248924411989
DNN,2020-10-08,0.38,0.3898,0.36,0.3787,4499253,0.3787,0.4109087803120967,0.4224980109555562,-0.011589230643459571,-0.010039657446210801
DNN,2020-10-07,0.4198,0.42100000000000004,0.41,0.4186,46804,0.4186,0.4167649221870233,0.4260018518320007,-0.00923692964497741,-0.009652264146898622
DNN,2020-10-06,0.4294,0.43,0.42200000000000004,0.4238,130600,0.4238,0.4164312716755729,0.4265939999785608,-0.010162728302987756,-0.00975609777237894
DNN,2020-10-05,0.42,0.4245,0.4101,0.4102,84915,0.4102000000000001,0.4150915028893136,0.4268175199768456,-0.011726017087532016,-0.00965444013972671
DNN,2020-10-02,0.4,0.401,0.3911,0.3971,122848,0.3971000000000001,0.415980867051007,0.4281469215749933,-0.01216605452398628,-0.009136545902775395
DNN,2020-10-01,0.426,0.426,0.41,0.4121,77539,0.4121000000000001,0.41941375196937203,0.4306306753009928,-0.011216923331620776,-0.008379168747472675
DNN,2020-09-30,0.41,0.4109,0.395,0.3993,331595,0.3993000000000001,0.4207435250547124,0.4321131293250722,-0.011369604270359823,-0.007669730101435649
DNN,2020-09-29,0.4236,0.425,0.4191,0.42,59840,0.42000000000000015,0.4246423477919328,0.434738179671078,-0.0100958318791452,-0.0067447615592046185
DNN,2020-09-28,0.42,0.4344,0.4068,0.4181,84202,0.4181000000000002,0.4254864110268296,0.4359172340447641,-0.010430823017934632,-0.005906993979219472
DNN,2020-09-25,0.41100000000000003,0.4188,0.397,0.397,59956,0.3970000000000001,0.4268293948498895,0.43734261276834535,-0.01051321791845583,-0.00477603671954071
DNN,2020-09-24,0.42,0.42,0.4,0.4059,117921,0.40590000000000015,0.43225292118623293,0.44057002178981297,-0.008317100603579984,-0.0033417414198119296
DNN,2020-09-23,0.423,0.423,0.4,0.405499,154976,0.4054990000000002,0.4370443614019117,0.4433436235329981,-0.006299262131086336,-0.0020979016238699016
DNN,2020-09-22,0.42,0.4249,0.42,0.4249,73531,0.4249000000000002,0.4427798816568048,0.4463711934156379,-0.0035913117588331493,-0.001047561497065779
DNN,2020-09-21,0.4311,0.434,0.4213,0.4242,158272,0.4242000000000002,0.4460307692307692,0.4480888888888889,-0.0020581196581196948,-0.0004116239316239501
DNN,2020-09-18,0.451,0.455999,0.45,0.45,75197,0.4500000000000002,0.45,0.45,0.0,0.0
