Symbol,Date,Open,High,Low,Close,Volume,AGE SMA,AGE spanTwelveEMA,AGE spanTwntySixEMA,AGE_x,AGE_y
AGE,2020-08-04,1.1,1.11,1.1,1.1,23903,1.1,1.1,1.1,0.0,0.0
AGE,2020-08-03,1.12,1.127,1.07,1.07,41745,1.0699999999999998,1.0953846153846154,1.097777777777778,-0.0023931623931625623,-0.00047863247863251247
AGE,2020-08-03,1.12,1.127,1.07,1.07,41745,1.0699999999999996,1.0914792899408283,1.0957201646090535,-0.004240874668225203,-0.0012310809165510506
AGE,2020-08-03,1.12,1.127,1.07,1.07,41745,1.0699999999999996,1.0881747837960858,1.0938149672306057,-0.005640183434519663,-0.002112901420144773
AGE,2020-07-31,1.09,1.12,1.09,1.1,12559,1.1,1.0899940478274572,1.0942731178061162,-0.0042790699786590105,-0.0025461351318476206
AGE,2020-07-30,1.2,1.2,1.1,1.11,71767,1.11,1.0930718866232332,1.0954380720427002,-0.0023661854194669822,-0.0025101451893714934
AGE,2020-07-29,1.23,1.29,1.23,1.23,13625,1.2299999999999998,1.1141377502196588,1.1054056222617594,0.00873212795789935,-0.00026169055991732493
AGE,2020-07-28,1.27,1.27,1.23,1.26,27372,1.2599999999999998,1.1365780963397112,1.1168570576497772,0.019721038689934026,0.0037348552900529452
AGE,2020-07-27,1.31,1.33,1.27,1.32,43557,1.32,1.1647968507489863,1.1319046830090531,0.03289216773993342,0.009566317780029041
AGE,2020-07-27,1.31,1.33,1.27,1.32,43557,1.32,1.1886742583260654,1.1458376694528267,0.04283658887323871,0.016220371998670977
AGE,2020-07-27,1.31,1.33,1.27,1.32,43557,1.32,1.2088782185835938,1.1587385828266914,0.05013963575690239,0.02300422475031726
AGE,2020-07-24,1.34,1.4499,1.33,1.35,58225,1.35,1.230589261878425,1.1729060952098995,0.0576831666685258,0.02994001313395897
AGE,2020-07-23,1.35,1.45,1.35,1.435,67931,1.435,1.2620370677432828,1.1923204585276848,0.0697166092155983,0.03789533235028684
AGE,2020-07-22,1.34,1.43,1.3,1.3185,137752,1.3184999999999998,1.2707236727058548,1.2016670912293377,0.06905658147651716,0.044127582175532906
AGE,2020-07-21,1.25,1.52,1.2,1.38,558092,1.3799999999999997,1.2875354153664926,1.2148769363234608,0.0726584790430318,0.049833761549032685
AGE,2020-07-20,0.99,1.02,0.943,0.9685010000000001,23474,0.9685009999999998,1.2384531976178017,1.1966268669661675,0.041826330651633985,0.04823227536955295
AGE,2020-07-20,0.99,1.02,0.943,0.9685010000000001,23474,0.9685009999999998,1.196922090291986,1.1797286545983032,0.0171934356936827,0.042024507434378904
AGE,2020-07-20,0.99,1.02,0.943,0.9685010000000001,23474,0.9685009999999998,1.1617803840932188,1.1640821616650956,-0.002301777571876773,0.033159250433127764
AGE,2020-07-17,1.05,1.06,1.0201,1.03,24613,1.0299999999999998,1.1415064788481082,1.1541501496899034,-0.012643670841795185,0.023998666178143176
AGE,2020-07-16,0.9377,1.0139,0.92,0.98,161622,0.9799999999999998,1.1166593282560917,1.1412501386017624,-0.0245908103456709,0.01428077087338036
AGE,2020-07-15,0.9,0.91495,0.89,0.9020100000000001,3844,0.9020099999999998,1.0836363546782313,1.1235286468534835,-0.03989229217525248,0.003446158263653791
AGE,2020-07-14,0.9123,0.9558,0.88,0.888,8476,0.8879999999999996,1.053538453958503,1.1060820804198923,-0.052543626461388986,-0.007751798681354765
AGE,2020-07-13,0.92,0.9201,0.9012,0.92,24408,0.9199999999999996,1.0329940764264258,1.0922982226110114,-0.05930414618458558,-0.018062268182000928
AGE,2020-07-13,0.92,0.9201,0.9012,0.92,24408,0.9199999999999996,1.015610372360822,1.079535391306492,-0.06392501894567015,-0.027234818334734776
AGE,2020-07-13,0.92,0.9201,0.9012,0.92,24408,0.9199999999999996,1.0009010843053108,1.0677179549134186,-0.06681687060810781,-0.035151228789409385
AGE,2020-07-10,0.9,0.9059999999999999,0.88,0.8802,44535,0.8801999999999995,0.9823316867198784,1.0538277360309432,-0.07149604931106479,-0.042420192893740466
AGE,2020-07-09,0.8809999999999999,0.9,0.88,0.8902,31225,0.8901999999999995,0.9681575810706662,1.0417071629916141,-0.07354958192094774,-0.04864607069918192
AGE,2020-07-08,0.91,0.9299,0.8901100000000001,0.92,3883,0.9199999999999996,0.9607487224444098,1.0326918175848276,-0.07194309514041786,-0.05330547558742911
AGE,2020-07-07,0.88,0.9079999999999999,0.88,0.9053,7652,0.9052999999999994,0.9522181497606544,1.0232553866526182,-0.07103723689196373,-0.056851827848336034
AGE,2020-07-06,0.9152,0.95,0.89,0.915,19198,0.9149999999999996,0.9464922805667076,1.0152364691227946,-0.0687441885560871,-0.059230299989886256
AGE,2020-07-06,0.9152,0.95,0.89,0.915,19198,0.9149999999999996,0.9416473143256756,1.007811545484069,-0.06616423115839343,-0.06061708622358769
AGE,2020-07-06,0.9152,0.95,0.89,0.915,19198,0.9149999999999996,0.9375477275063407,1.0009366161889528,-0.06338888868261194,-0.06117144671539254
AGE,2020-07-06,0.9152,0.95,0.89,0.915,19198,0.9149999999999996,0.9340788463515192,0.9945709409156972,-0.06049209456417792,-0.06103557628514962
AGE,2020-07-02,0.87,0.88,0.8590000000000001,0.88,7390,0.8799999999999994,0.9257590238359008,0.9860842045515714,-0.06032518071567061,-0.06089349717125382
AGE,2020-07-01,0.95,0.95,0.9499,0.9499,1791,0.9498999999999994,0.9294730201688391,0.9834038931033068,-0.053930872934467744,-0.05950097232389661
AGE,2020-06-30,1.04,1.04,0.96,0.9601,35370,0.9600999999999992,0.934184863219787,0.9816776787993582,-0.04749281557957119,-0.057099340975031526
AGE,2020-06-29,1.05,1.05,0.96,0.9702,39320,0.9701999999999992,0.939725653493666,0.980827480369776,-0.041101826876110185,-0.053899838155247265
AGE,2020-06-29,1.05,1.05,0.96,0.9702,39320,0.9701999999999992,0.9444140144946404,0.9800402596016444,-0.035626245107004184,-0.050245119545598654
AGE,2020-06-29,1.05,1.05,0.96,0.9702,39320,0.9701999999999992,0.9483810891877724,0.9793113514830042,-0.030930262295231662,-0.04638214809552526
AGE,2020-06-26,0.94,0.98,0.91,0.9751,35900,0.9750999999999992,0.9524916908511922,0.9789993995213002,-0.026507708670107988,-0.04240726021044181
AGE,2020-06-25,0.86,0.8647,0.84,0.8402,25799,0.8401999999999993,0.9352160461048548,0.9687179625197224,-0.03350191641486755,-0.04062619145132696
AGE,2020-06-24,0.84,0.86,0.82,0.82,45833,0.8199999999999993,0.9174905005502618,0.9577018171478912,-0.04021131659762933,-0.04054321648058744
AGE,2020-06-23,0.8157,0.83,0.8,0.81,19079,0.8099999999999995,0.9009535004656062,0.9467609418036028,-0.045807441337996746,-0.0415960614520693
AGE,2020-06-22,0.88,0.88,0.802,0.802,40961,0.8019999999999996,0.8857298850093591,0.9360379090774101,-0.050308024068050905,-0.043338453975265624
