Symbol,Date,Open,High,Low,Close,Volume,OCX SMA,OCX spanTwelveEMA,OCX spanTwntySixEMA,OCX_x,OCX_y
OCX,2020-08-04,1.75,1.76,1.64,1.7127,405596,1.7127,1.7127,1.7127,0.0,0.0
OCX,2020-08-03,1.35,1.4,1.32,1.35,57058,1.35,1.6568999999999998,1.6858333333333333,-0.02893333333333348,-0.005786666666666697
OCX,2020-08-03,1.35,1.4,1.32,1.35,57058,1.35,1.6096846153846152,1.6609567901234568,-0.0512721747388416,-0.014883768281101679
OCX,2020-08-03,1.35,1.4,1.32,1.35,57058,1.35,1.5697331360946742,1.6379229538180156,-0.06818981772334133,-0.02554497816954961
OCX,2020-07-31,1.46,1.46,1.41,1.43,43115,1.4300000000000002,1.5482357305416474,1.6225212535351996,-0.07428552299355218,-0.03529308713435013
OCX,2020-07-30,1.31,1.3335,1.25,1.3107,140253,1.3107000000000004,1.5116917719967786,1.5994233829029625,-0.08773161090618388,-0.04578079188871688
OCX,2020-07-29,1.45,1.47,1.38,1.3998,69574,1.3998000000000006,1.4944776532280435,1.5846364656508911,-0.09015881242284783,-0.054656395995543075
OCX,2020-07-28,1.36,1.4,1.33,1.3601,67415,1.360100000000001,1.4738041681160368,1.5680041348619365,-0.0941999667458997,-0.0625651101456144
OCX,2020-07-27,1.29,1.33,1.29,1.3,27767,1.3000000000000007,1.447065065328954,1.5481519767240153,-0.1010869113950612,-0.07026947039550377
OCX,2020-07-27,1.29,1.33,1.29,1.3,27767,1.3000000000000005,1.4244396706629612,1.5297703488185328,-0.10533067815557162,-0.07728171194751735
OCX,2020-07-27,1.29,1.33,1.29,1.3,27767,1.3000000000000005,1.4052951059455825,1.5127503229801231,-0.10745521703454043,-0.08331641296492197
OCX,2020-07-24,1.31,1.31,1.27,1.281,45739,1.2810000000000004,1.3861727819539544,1.4955836323890026,-0.10941085043504817,-0.08853530045894722
OCX,2020-07-23,1.33,1.37,1.3274,1.37,43628,1.3700000000000008,1.3836846616533458,1.4862811411009285,-0.10259647944758243,-0.09134753625667427
OCX,2020-07-22,1.41,1.42,1.39,1.4,61500,1.4000000000000004,1.3861947137066777,1.4798899454638226,-0.09369523175714513,-0.09181707535676845
OCX,2020-07-21,1.47,1.48,1.43,1.44,53508,1.4400000000000004,1.3944724500594965,1.4769351346887247,-0.08246268462922847,-0.08994619721126046
OCX,2020-07-20,1.44,1.45,1.3502,1.38,171121,1.3800000000000003,1.3922459192811123,1.4697547543414118,-0.07750883506029949,-0.08745872478106827
OCX,2020-07-20,1.44,1.45,1.3502,1.38,171121,1.3800000000000003,1.3903619316994027,1.4631062540198256,-0.07274432232042294,-0.0845158442889392
OCX,2020-07-20,1.44,1.45,1.3502,1.38,171121,1.3800000000000003,1.388767788361033,1.4569502352035422,-0.06818244684250918,-0.0812491647996532
OCX,2020-07-17,1.45,1.48,1.4,1.41,135643,1.41,1.3920342824593357,1.4534724400032797,-0.061438157543944,-0.07728696334851136
OCX,2020-07-16,1.3,1.32,1.28,1.306,76345,1.3060000000000005,1.3787982390040534,1.4425485555585924,-0.063750316554539,-0.0745796339897169
OCX,2020-07-15,1.28,1.28,1.25,1.26,24463,1.2600000000000002,1.3605215868495837,1.42902644033203,-0.06850485348244639,-0.0733646778882628
OCX,2020-07-14,1.26,1.27,1.22,1.23,123369,1.2300000000000002,1.3404413427188784,1.414283741048176,-0.07384239832929751,-0.07346022197646974
OCX,2020-07-13,1.29,1.31,1.25,1.2825,103513,1.2825000000000002,1.3315272899928972,1.4045219824520148,-0.0729946924591176,-0.07336711607299932
OCX,2020-07-13,1.29,1.31,1.25,1.2825,103513,1.2825000000000004,1.3239846299939901,1.3954833170851988,-0.07149868709120888,-0.07299343027664124
OCX,2020-07-13,1.29,1.31,1.25,1.2825,103513,1.2825000000000004,1.3176023792256841,1.3871141824862951,-0.06951180326061124,-0.07229710487343524
OCX,2020-07-10,1.31,1.32,1.28,1.29,135718,1.2900000000000007,1.3133558593448094,1.3799205393391625,-0.0665646799943529,-0.07115061989761877
OCX,2020-07-09,1.3,1.37,1.2819,1.34,189205,1.3400000000000007,1.3174549579071464,1.376963462351076,-0.059508504443929626,-0.06882219680688094
OCX,2020-07-08,1.28,1.3,1.24,1.265,113661,1.2650000000000003,1.30938496438297,1.3686698725472926,-0.059284908164322525,-0.06691473907836926
OCX,2020-07-07,1.33,1.35,1.3,1.33,186683,1.3300000000000007,1.3125565083240516,1.3658054375437894,-0.05324892921973778,-0.06418157710664296
OCX,2020-07-06,1.59,1.59,1.39,1.4299,533887,1.4299000000000008,1.3306093531972745,1.3705531829109159,-0.03994382971364163,-0.0593340276280427
OCX,2020-07-06,1.59,1.59,1.39,1.4299,533887,1.4299000000000008,1.3458848373207708,1.3749492434360335,-0.02906440611526273,-0.05328010332548671
OCX,2020-07-06,1.59,1.59,1.39,1.4299,533887,1.4299000000000008,1.3588102469637289,1.3790196698481791,-0.020209422884450046,-0.04666596723727938
OCX,2020-07-06,1.59,1.59,1.39,1.4299,533887,1.4299000000000008,1.3697471320462324,1.3827885831927584,-0.013041451146525995,-0.039941064019128704
OCX,2020-07-02,1.7,1.7,1.65,1.6680000000000001,122412,1.6680000000000008,1.4156321886545045,1.4039153548081098,0.011716833846394659,-0.029609484446024036
OCX,2020-07-01,1.76,1.8,1.702,1.73,482668,1.7300000000000009,1.4639964673230423,1.4280697729704719,0.03592669435257023,-0.016502248686305183
OCX,2020-06-30,1.6,1.83,1.55,1.78,1807321,1.7800000000000007,1.5126123954271895,1.454138678676363,0.05847371675082669,-0.0015070555988788096
OCX,2020-06-29,3.37,3.42,3.09,3.33,105151,3.3300000000000014,1.7922104884383914,1.5930913691447806,0.1991191192936108,0.038618179379619116
OCX,2020-06-29,3.37,3.42,3.09,3.33,105151,3.3300000000000014,2.0287934902171,1.7217512677266489,0.30704222249045143,0.09230298800178559
OCX,2020-06-29,3.37,3.42,3.09,3.33,105151,3.3300000000000014,2.228979107106777,1.8408808034506008,0.3880983036561765,0.15146205113266376
OCX,2020-06-26,3.49,3.49,3.3,3.39,54181,3.390000000000001,2.407597706013427,1.9556303735653708,0.45196733244805604,0.21156310739574224
OCX,2020-06-25,3.29,3.29,3.18,3.22,59464,3.220000000000001,2.532582674319053,2.049287382930899,0.4832952913881541,0.26590954419422463
OCX,2020-06-24,3.16,3.34,3.15,3.165,50628,3.1650000000000014,2.6298776475007366,2.131932761973055,0.4979448855276822,0.31231661246091613
OCX,2020-06-23,3.25,3.36,3.18,3.2,63964,3.200000000000002,2.7175887786544703,2.2110488536787543,0.5065399249757156,0.35116127496387606
OCX,2020-06-22,3.17,3.3,3.13,3.185,153598,3.1850000000000014,2.789498197323013,2.283193383035884,0.5063048142871294,0.38218998282852673
