Symbol,Date,Open,High,Low,Close,Volume,MDRPF SMA,MDRPF spanTwelveEMA,MDRPF spanTwntySixEMA,MDRPF_x,MDRPF_y
MDRPF,2020-08-04,1.3,1.47,1.24,1.43,845583,1.43,1.43,1.43,0.0,0.0
MDRPF,2020-08-03,1.2,1.28,1.17,1.205,517131,1.2049999999999998,1.3953846153846154,1.413333333333333,-0.017948717948717663,-0.003589743589743533
MDRPF,2020-08-03,1.2,1.28,1.17,1.205,517131,1.205,1.3660946745562133,1.3979012345679012,-0.03180656001168791,-0.009233106874132408
MDRPF,2020-08-03,1.2,1.28,1.17,1.205,517131,1.205,1.341310878470642,1.3836122542295382,-0.042301375758896136,-0.015846760651085156
MDRPF,2020-07-31,1.1,1.15,1.06,1.15,223964,1.15,1.3118784356290047,1.3663076428051277,-0.054429207176123214,-0.02356324995609277
MDRPF,2020-07-30,1.17,1.19,1.14,1.18,383539,1.1800000000000002,1.2915894455322348,1.352507076671415,-0.060917631139179924,-0.031034126192710204
MDRPF,2020-07-29,1.2,1.23,1.135,1.1799,292582,1.1799000000000002,1.274406453911891,1.3397213672883468,-0.0653149133764559,-0.03789028362945934
MDRPF,2020-07-28,1.195,1.24,1.19,1.21699,263901,1.21699,1.2655731533100614,1.3306301548966173,-0.06505700158655592,-0.04332362722087866
MDRPF,2020-07-27,1.03,1.34,1.015,1.235,944722,1.2350000000000003,1.2608695912623595,1.32354643971909,-0.0626768484567306,-0.047194271468049054
MDRPF,2020-07-27,1.03,1.34,1.015,1.235,944722,1.2350000000000003,1.2568896541450734,1.3169874441843428,-0.06009779003926941,-0.04977497518229313
MDRPF,2020-07-27,1.03,1.34,1.015,1.235,944722,1.2350000000000003,1.2535220150458313,1.3109143001706878,-0.0573922851248565,-0.05129843717080581
MDRPF,2020-07-24,0.9213,1.0,0.9213,1.0,233017,1.0000000000000002,1.2145186281157034,1.2878836112691552,-0.07336498315345175,-0.055711746367334995
MDRPF,2020-07-23,0.91,0.9428,0.8690000000000001,0.94,245015,0.9400000000000002,1.1722849930209798,1.2621144548788474,-0.08982946185786768,-0.06253528946544154
MDRPF,2020-07-22,0.982,0.982,0.87,0.8825,296722,0.8825000000000003,1.1277026864023676,1.2339948656285624,-0.10629217922619484,-0.07128666741759221
MDRPF,2020-07-21,0.94,1.00499,0.9282,1.0,471231,1.0000000000000004,1.108056119263542,1.2166619126190392,-0.10860579335549736,-0.07875049260517325
MDRPF,2020-07-20,0.85,1.01617,0.81,1.0015,1057237,1.0015000000000005,1.0916628701460738,1.200723993165777,-0.10906112301970317,-0.08481261868807924
MDRPF,2020-07-20,0.85,1.01617,0.81,1.0015,1057237,1.0015000000000005,1.0777916593543702,1.1859666603386825,-0.1081750009843121,-0.0894850951473258
MDRPF,2020-07-20,0.85,1.01617,0.81,1.0015,1057237,1.0015000000000005,1.0660544809921593,1.1723024632765575,-0.10624798228439823,-0.0928376725747403
MDRPF,2020-07-17,0.648,0.648,0.6003,0.6235,250967,0.6235000000000004,0.9979691762241348,1.1316504289597753,-0.13368125273564058,-0.10100638860692035
MDRPF,2020-07-16,0.589,0.61,0.58,0.5984149999999999,75476,0.5984150000000003,0.9364993029588832,1.0921515082960882,-0.15565220533720506,-0.1119355519529773
MDRPF,2020-07-15,0.5793,0.5994,0.555,0.5981,122997,0.5981000000000003,0.8844378717344396,1.055555100274156,-0.17111722853971634,-0.12377188727032512
MDRPF,2020-07-14,0.61,0.61,0.5720149999999999,0.585,43246,0.5850000000000003,0.838370506852218,1.0206991669205148,-0.18232866006829676,-0.13548324182991944
MDRPF,2020-07-13,0.563,0.6,0.563,0.59324,129045,0.5932400000000002,0.800658121182646,0.9890355249264026,-0.18837740374375656,-0.14606207421268688
MDRPF,2020-07-13,0.563,0.6,0.563,0.59324,129045,0.5932400000000002,0.7687476410007005,0.9597173378948172,-0.1909696968941167,-0.15504359874897286
MDRPF,2020-07-13,0.563,0.6,0.563,0.59324,129045,0.5932400000000002,0.7417464654621311,0.932570868421127,-0.19082440295899594,-0.1621997595909775
MDRPF,2020-07-10,0.6175,0.6175,0.58029,0.5895,76282,0.5895000000000004,0.718323932314111,0.9071582115010436,-0.18883427918693246,-0.16752666351016848
MDRPF,2020-07-09,0.5975,0.61,0.5382,0.56012,397407,0.5601200000000003,0.6939848658042477,0.8814516773157808,-0.18746681151153333,-0.17151469311044149
MDRPF,2020-07-08,0.655,0.655,0.61,0.63,93006,0.6300000000000003,0.6841410402959018,0.8628256271442416,-0.17868458684833974,-0.17294867185802112
MDRPF,2020-07-07,0.563,0.59528,0.555,0.5735,57264,0.5735000000000005,0.66711934178884,0.8413940992076311,-0.17427475741879106,-0.17321388897017512
MDRPF,2020-07-06,0.5935,0.614,0.556,0.569,96666,0.5690000000000005,0.6520240584367109,0.8212167585255844,-0.16919270008887355,-0.17240965119391483
MDRPF,2020-07-06,0.5935,0.614,0.556,0.569,96666,0.5690000000000004,0.6392511263695246,0.8025340356718375,-0.16328290930231282,-0.17058430281559445
MDRPF,2020-07-06,0.5935,0.614,0.556,0.569,96666,0.5690000000000004,0.6284432607742132,0.7852352182146644,-0.15679195744045116,-0.1678258337405658
MDRPF,2020-07-06,0.5935,0.614,0.556,0.569,96666,0.5690000000000004,0.6192981437320265,0.7692177946432077,-0.1499196509111812,-0.1642445971746889
MDRPF,2020-07-02,0.53,0.55,0.5181,0.54,121120,0.5400000000000005,0.6070984293117148,0.7522386987437109,-0.1451402694319961,-0.16042373162615034
MDRPF,2020-07-01,0.575,0.6,0.51,0.54,394067,0.5400000000000005,0.5967755940329894,0.7365173136515841,-0.13974171961859472,-0.15628732922463923
MDRPF,2020-06-30,0.42,0.4412,0.41,0.4371,142123,0.4371000000000005,0.5722101180279141,0.7143382533810964,-0.14212813535318225,-0.15345549045034784
MDRPF,2020-06-29,0.41,0.4147,0.4,0.401,55681,0.4010000000000005,0.5458700998697734,0.691128012389904,-0.14525791252013054,-0.1518159748643044
MDRPF,2020-06-29,0.41,0.4147,0.4,0.401,55681,0.4010000000000005,0.5235823921975006,0.6696370485091703,-0.1460546563116697,-0.15066371115377747
MDRPF,2020-06-29,0.41,0.4147,0.4,0.401,55681,0.4010000000000005,0.5047235626286544,0.6497380078788614,-0.14501444525020699,-0.14953385797306337
MDRPF,2020-06-26,0.405,0.405,0.3931,0.3981,44845,0.3981000000000005,0.4883199376088614,0.6310981554433902,-0.14277821783452882,-0.14818272994535647
MDRPF,2020-06-25,0.4075,0.4075,0.39,0.40189,6425,0.4018900000000004,0.4750230241305751,0.6141197735586946,-0.13909674942811956,-0.1463655338419091
MDRPF,2020-06-24,0.415242,0.42100000000000004,0.4028,0.41583000000000003,30925,0.4158300000000004,0.4659164050335635,0.5994316421839765,-0.13351523715041294,-0.14379547450360985
MDRPF,2020-06-23,0.41,0.423,0.4,0.41,6964,0.4100000000000004,0.4573138811822461,0.5853996686888672,-0.12808578750662108,-0.1406535371042121
MDRPF,2020-06-22,0.39,0.4155,0.39,0.39799999999999996,112147,0.3980000000000003,0.4481886686926697,0.5715182117489511,-0.1233295430562813,-0.13718873829462594
