Symbol,Date,Open,High,Low,Close,Volume,SOHFF SMA,SOHFF spanTwelveEMA,SOHFF spanTwntySixEMA,SOHFF_x,SOHFF_y
SOHFF,2020-08-04,0.1437,0.147,0.141771,0.141771,31000,0.141771,0.141771,0.141771,0.0,0.0
SOHFF,2020-08-03,0.1304,0.14,0.1304,0.14,15500,0.14,0.14149853846153848,0.14163981481481486,-0.00014127635327634835,-2.8255270655269674e-05
SOHFF,2020-08-03,0.1304,0.14,0.1304,0.14,15500,0.14,0.14126799408284024,0.14151834705075447,-0.00025035296791423023,-7.267481010706178e-05
SOHFF,2020-08-03,0.1304,0.14,0.1304,0.14,15500,0.14,0.1410729180700956,0.14140587689884673,-0.0003329588287511453,-0.0001247316138358785
SOHFF,2020-07-31,0.1354,0.1354,0.1354,0.1354,3000,0.13539999999999994,0.14020016144392702,0.1409609971285618,-0.0007608356846347808,-0.00025195242799565894
SOHFF,2020-07-30,0.1081,0.1379,0.1081,0.1378,48000,0.1378,0.13983090583716906,0.1407268491931128,-0.0008959433559437568,-0.0003807506135852785
SOHFF,2020-07-29,0.12,0.12,0.12,0.12,1000,0.12000000000000002,0.13677999724683534,0.13919152703065998,-0.0024115297838246397,-0.0007869064476331508
SOHFF,2020-07-28,0.115,0.115,0.115,0.115,19000,0.11500000000000005,0.1334292284396299,0.1373995620654259,-0.003970333625795991,-0.001423591883265719
SOHFF,2020-07-27,0.1067,0.125,0.1067,0.125,5750,0.12500000000000006,0.13213242406430226,0.13648107598650544,-0.004348651922203212,-0.0020086038910532176
SOHFF,2020-07-27,0.1067,0.125,0.1067,0.125,5750,0.12500000000000006,0.1310351280544096,0.13563062591343095,-0.004595497859021358,-0.0025259826846468457
SOHFF,2020-07-27,0.1067,0.125,0.1067,0.125,5750,0.12500000000000006,0.13010664681526965,0.1348431721420657,-0.004736525326796054,-0.0029680912130766878
SOHFF,2020-07-24,0.08199999999999999,0.08199999999999999,0.08199999999999999,0.08199999999999999,1100,0.08200000000000005,0.12270562422830507,0.13092886309450527,-0.008223238866200189,-0.004019120743701388
SOHFF,2020-07-23,0.08828,0.08828,0.08828,0.08828,4000,0.08828000000000005,0.11740937434702738,0.12776968805046784,-0.010360313703440469,-0.005287359335649205
SOHFF,2020-07-23,0.08828,0.08828,0.08828,0.08828,4000,0.08828000000000005,0.1129279321397924,0.1248445259726554,-0.01191659383286302,-0.006613206235091968
SOHFF,2020-07-21,0.09195,0.09195,0.09195,0.09195,500,0.09195000000000006,0.10970055796443973,0.1224078944191254,-0.012707336454685664,-0.007832032279010708
SOHFF,2020-07-20,0.0906,0.0906,0.0906,0.0906,10000,0.09060000000000004,0.10676201058529516,0.12005175409178274,-0.013289743506487622,-0.008923574524506091
SOHFF,2020-07-20,0.0906,0.0906,0.0906,0.0906,10000,0.09060000000000004,0.10427554741832666,0.11787014267757664,-0.013594595259249984,-0.00985777867145487
SOHFF,2020-07-20,0.0906,0.0906,0.0906,0.0906,10000,0.09060000000000004,0.1021716170462764,0.11585013210886727,-0.013678515062590864,-0.01062192594968207
SOHFF,2020-07-17,0.081,0.081,0.081,0.081,7500,0.08100000000000003,0.09891444519300313,0.11326864084154376,-0.014354195648540654,-0.011368379889453788
SOHFF,2020-07-17,0.081,0.081,0.081,0.081,7500,0.08100000000000003,0.09615837670177188,0.11087837114957758,-0.014719994447805697,-0.01203870280112417
SOHFF,2020-07-15,0.0887,0.0887,0.0887,0.0887,1200,0.08870000000000001,0.09501093413226852,0.10923552884220146,-0.01422459470993294,-0.012475881182885925
SOHFF,2020-07-14,0.096204,0.096204,0.096204,0.096204,3400,0.096204,0.09519448272730413,0.1082702304094458,-0.013075747682141677,-0.012595854482737076
SOHFF,2020-07-13,0.0993,0.0993,0.0993,0.0993,5000,0.0993,0.09582610076925734,0.107605768897635,-0.011779668128377677,-0.012432617211865197
