Symbol,Date,Open,High,Low,Close,Volume,CHKKF SMA,CHKKF spanTwelveEMA,CHKKF spanTwntySixEMA,CHKKF_x,CHKKF_y
CHKKF,2020-08-04,0.397,0.397,0.375,0.3805,50500,0.3805,0.3805,0.3805,0.0,0.0
CHKKF,2020-08-03,0.3859,0.4079,0.3859,0.395,49775,0.3950000000000001,0.3827307692307693,0.3815740740740741,0.0011566951566951975,0.00023133903133903952
CHKKF,2020-08-03,0.3859,0.4079,0.3859,0.395,49775,0.395,0.3846183431952663,0.38256858710562414,0.0020497560896421962,0.0005950224429996709
CHKKF,2020-08-03,0.3859,0.4079,0.3859,0.395,49775,0.395,0.3862155211652254,0.3834894325052076,0.0027260886600178336,0.0010212356864033034
CHKKF,2020-07-31,0.37,0.37,0.35270999999999997,0.3652,8655,0.3652,0.3829823640628831,0.382134659727044,0.0008477043358390278,0.0009865294162904484
CHKKF,2020-07-30,0.3725,0.3725,0.355,0.355,9000,0.3549999999999999,0.3786773849762857,0.3801246849324482,-0.001447299956162551,0.0004997635417998485
CHKKF,2020-07-29,0.364944,0.37906,0.36,0.37345300000000003,33300,0.37345300000000003,0.3778736334414725,0.3796304860485632,-0.001756852607090631,4.844031202175264e-05
CHKKF,2020-07-28,0.3338,0.3338,0.3338,0.3338,316,0.3338,0.3710930744504767,0.3762356352301511,-0.005142560779674343,-0.0009897599063174666
CHKKF,2020-07-27,0.32,0.3235,0.312,0.31775,32643,0.31775,0.3628864476119418,0.3719033659538436,-0.00901691834190177,-0.0025951915934343275
CHKKF,2020-07-27,0.32,0.3235,0.312,0.31775,32643,0.31775,0.35594237874856616,0.3678920055128181,-0.011949626764251986,-0.004466078627597859
CHKKF,2020-07-27,0.32,0.3235,0.312,0.31775,32643,0.31775,0.3500666281718636,0.364177782882239,-0.014111154710375384,-0.0063950938441533645
CHKKF,2020-07-24,0.32092600000000004,0.32092600000000004,0.319125,0.319125,4000,0.319125,0.3453063776838846,0.3608405397057768,-0.015534162021892228,-0.008222907479701138
CHKKF,2020-07-23,0.373,0.373,0.34,0.34504,5430,0.34504,0.3452653965017485,0.3596701293572008,-0.014404732855452297,-0.009459272554851371
CHKKF,2020-07-22,0.361,0.361,0.3321,0.3321,56600,0.3321000000000001,0.3432399508860949,0.3576278975529637,-0.014387946666868824,-0.010445007377254862
CHKKF,2020-07-21,0.361,0.368,0.3501,0.35472800000000004,45300,0.3547280000000001,0.3450073430574649,0.3574130903268183,-0.012405747269353395,-0.010837155355674569
CHKKF,2020-07-20,0.35,0.366,0.3283,0.3572,48636,0.3572000000000001,0.34688313643323954,0.35739730585816504,-0.0105141694249255,-0.010772558169524757
