Symbol,Date,Open,High,Low,Close,Volume,RZLT SMA,RZLT spanTwelveEMA,RZLT spanTwntySixEMA,RZLT_x,RZLT_y
RZLT,2020-07-20,0.2495,0.259,0.2495,0.258,144701,0.25799999999999995,0.29837581379696626,0.30974108883097445,-0.011365275034008191,-0.0031379072700077697
RZLT,2020-07-20,0.2495,0.259,0.2495,0.258,144701,0.258,0.2921641501358945,0.30590841558423565,-0.01374426544834112,-0.00525917890567444
RZLT,2020-07-20,0.2495,0.259,0.2495,0.258,144701,0.258,0.28690812703806456,0.30235964405947746,-0.015451517021412897,-0.0072976465288221316
RZLT,2020-07-17,0.185,0.1926,0.18125,0.1926,149013,0.1926,0.2723991844168239,0.2942293000550717,-0.021830115638247827,-0.010204140350707271
RZLT,2020-07-16,0.17,0.17,0.16,0.17,27800,0.17000000000000004,0.2566454637373125,0.28502712968062194,-0.02838166594330943,-0.013839645469227705
RZLT,2020-07-15,0.1525,0.157,0.15,0.1535,11700,0.1535,0.24077693085464905,0.2752843793339092,-0.034507448479260155,-0.017973206071234198
RZLT,2020-07-14,0.1451,0.1451,0.145,0.145,4400,0.145,0.2260420184154723,0.26563368456843445,-0.03959166615296217,-0.022296898087579793
RZLT,2020-07-13,0.14300000000000002,0.14300000000000002,0.14,0.14,20000,0.14000000000000004,0.21280478481309192,0.25632748571151337,-0.04352270089842145,-0.026542058649748124
RZLT,2020-07-13,0.14300000000000002,0.14300000000000002,0.14,0.14,20000,0.14,0.2016040486880009,0.24771063491806794,-0.04610658623006708,-0.030454964165811914
RZLT,2020-07-13,0.14300000000000002,0.14300000000000002,0.14,0.14,20000,0.14,0.1921265027360007,0.2397320693685814,-0.0476055666325807,-0.03388508465916567
RZLT,2020-07-10,0.1261,0.14,0.1251,0.14,8725,0.14,0.184107040776616,0.2323445086746124,-0.04823746789799643,-0.036755561306931826
RZLT,2020-07-09,0.129,0.129,0.12,0.12,57168,0.12,0.17424441911867505,0.2240226932172337,-0.04977827409855865,-0.03936010386525719
RZLT,2020-07-08,0.12,0.12,0.117085,0.117085,16000,0.117085,0.1654506623311866,0.21610138260854966,-0.05065072027736312,-0.041618227147678384
RZLT,2020-07-07,0.095,0.095,0.095,0.095,363,0.095,0.15461209889561944,0.2071309098227312,-0.052518810927111775,-0.043798343903565067
RZLT,2020-07-06,0.083,0.1,0.076,0.1,6312,0.1,0.1462102375270626,0.19919528687289928,-0.05298504934583667,-0.045635684992019386
RZLT,2020-07-06,0.083,0.1,0.076,0.1,6312,0.1,0.13910097021520684,0.1918474878452771,-0.05274651763007026,-0.047057851519629566
RZLT,2020-07-06,0.083,0.1,0.076,0.1,6312,0.1,0.13308543633594425,0.18504397022710845,-0.0519585338911642,-0.04803798799393649
RZLT,2020-07-06,0.083,0.1,0.076,0.1,6312,0.1,0.12799536920733745,0.17874441687695228,-0.050749047669614834,-0.04858019992907217
RZLT,2020-07-02,0.1,0.1,0.1,0.1,100,0.1,0.12368838932928555,0.17291149710828915,-0.04922310777900362,-0.04870878149905846
RZLT,2020-07-01,0.1,0.1,0.1,0.1,2500,0.1,0.12004402174016468,0.16751064547063813,-0.04746662373047345,-0.048460349945341465
RZLT,2020-06-30,0.102,0.102,0.102,0.102,999,0.102,0.11726801839552395,0.16265800506540568,-0.045389986669881734,-0.047846277290249525
RZLT,2020-06-29,0.1,0.1,0.1,0.1,1000,0.10000000000000002,0.11461140018082795,0.15801667135685712,-0.043405271176029166,-0.04695807606740546
RZLT,2020-06-29,0.1,0.1,0.1,0.1,1000,0.1,0.11236349246070056,0.1537191401452381,-0.04135564768453753,-0.04583759039083188
RZLT,2020-06-29,0.1,0.1,0.1,0.1,1000,0.1,0.11046141669751587,0.14973994457892414,-0.0392785278814083,-0.04452577788894716
RZLT,2020-06-26,0.105,0.105,0.105,0.105,10000,0.105,0.10962119874405188,0.14642587461011494,-0.036804675866063084,-0.042981557484370346
RZLT,2020-06-25,0.0925,0.1,0.0925,0.1,5900,0.10000000000000002,0.10814101432189006,0.14298692093529164,-0.034845906613401575,-0.0413544273101766
RZLT,2020-06-24,0.09,0.1,0.09,0.09,63142,0.09,0.10535008904159927,0.13906196382897373,-0.03371187478737446,-0.039825916805616174
RZLT,2020-06-23,0.11900000000000001,0.11900000000000001,0.11900000000000001,0.11900000000000001,100,0.11900000000000002,0.1074500753428917,0.13757589243423493,-0.030125817091343238,-0.03788589686276159
RZLT,2020-06-22,0.1255,0.1255,0.1255,0.1255,1000,0.1255,0.11022698682860066,0.13668138188355086,-0.026454395054950203,-0.035599596501199315
