Symbol,Date,Open,High,Low,Close,Volume,PSRU SMA,PSRU spanTwelveEMA,PSRU spanTwntySixEMA,PSRU_x,PSRU_y
PSRU,2020-08-04,0.0741,0.08,0.0655,0.0655,178440,0.0655,0.0655,0.0655,0.0,0.0
PSRU,2020-08-03,0.085,0.195,0.07200000000000001,0.0755,2265656,0.07550000000000001,0.06703846153846152,0.06624074074074074,0.0007977207977207941,0.00015954415954415882
PSRU,2020-08-03,0.085,0.195,0.07200000000000001,0.0755,2265656,0.07550000000000003,0.06834023668639053,0.06692661179698216,0.0014136248894083686,0.0004103603055170008
PSRU,2020-08-03,0.085,0.195,0.07200000000000001,0.0755,2265656,0.07550000000000003,0.06944173873463813,0.0675616775897983,0.0018800611448398367,0.000704300473381568
PSRU,2020-07-31,0.0401,0.0401,0.0401,0.0401,3150,0.040100000000000025,0.06492762508315535,0.06552747924981324,-0.0005998541666578928,0.0004434695453736759
PSRU,2020-07-30,0.065,0.065,0.065,0.065,100,0.06500000000000003,0.06493875968574682,0.06548840671279002,-0.0005496470270432012,0.0002448462308903005
PSRU,2020-07-29,0.055,0.055,0.055,0.055,35500,0.05500000000000002,0.06340971973409347,0.06471148769702781,-0.0013017679629343387,-6.447660787462737e-05
PSRU,2020-07-28,0.085,0.085,0.08,0.08,35510,0.08000000000000003,0.06596207054423292,0.06584397008984058,0.00011810045439236694,-2.7961195421228508e-05
PSRU,2020-07-27,0.11,0.11,0.11,0.11,500,0.11,0.07273713661435094,0.06911478712022275,0.0036223494941281936,0.0007021009424886559
PSRU,2020-07-27,0.11,0.11,0.11,0.11,500,0.11,0.07846988482752773,0.07214332140761365,0.006326563419914069,0.0018269934379737387
PSRU,2020-07-27,0.11,0.11,0.11,0.11,500,0.11,0.08332067177713884,0.07494751982186447,0.008373151955274355,0.0031362251414338623
PSRU,2020-07-24,0.109,0.11,0.09,0.11,22100,0.11,0.08742518381142518,0.07754399983505972,0.009881183976365449,0.0044852169084201796
PSRU,2020-07-23,0.08,0.1,0.071,0.1,936,0.10000000000000002,0.08935977091735976,0.07920740725468492,0.010152363662674843,0.005618646259271113
PSRU,2020-07-22,0.08,0.08,0.07,0.08,5600,0.08000000000000003,0.08791980616084287,0.07926611782841197,0.008653688332430909,0.006225654673903072
PSRU,2020-07-21,0.1,0.1,0.1,0.1,100,0.10000000000000002,0.08977829752071323,0.08080196095223331,0.008976336568479903,0.006775791052818439
PSRU,2020-07-20,0.0551,0.1001,0.0551,0.07,41000,0.07000000000000002,0.08673548251752658,0.08000181569651232,0.006733666821014242,0.0067673662064576
PSRU,2020-07-20,0.0551,0.1001,0.0551,0.07,41000,0.07000000000000002,0.08416079289944556,0.07926094045973363,0.00489985243971193,0.006393863453108466
PSRU,2020-07-20,0.0551,0.1001,0.0551,0.07,41000,0.07000000000000002,0.08198220937645392,0.07857494487012373,0.003407264506330193,0.005796543663752813
PSRU,2020-07-17,0.1001,0.14,0.1001,0.14,1300,0.14000000000000004,0.09090802331853796,0.08312494895381828,0.007783074364719672,0.006193849803946185
PSRU,2020-07-16,0.15,0.185,0.15,0.185,15688,0.18500000000000005,0.10538371203876287,0.09067124903131324,0.014712463007449647,0.007897572444646877
PSRU,2020-07-15,0.19,0.19,0.19,0.19,150,0.19000000000000009,0.11840160249433783,0.098028934288253,0.020372668206084826,0.010392591596934467
PSRU,2020-07-14,0.19,0.19,0.19,0.19,1050,0.19000000000000009,0.12941674057213198,0.10484160582245647,0.024575134749675542,0.013229100227482683
PSRU,2020-07-13,0.22399999999999998,0.22399999999999998,0.22399999999999998,0.22399999999999998,1200,0.2240000000000001,0.14396801125334244,0.11366815353931155,0.030299857714030917,0.01664325172479233
PSRU,2020-07-13,0.22399999999999998,0.22399999999999998,0.22399999999999998,0.22399999999999998,1200,0.2240000000000001,0.15628062490667438,0.12184088290676995,0.03443974199990443,0.020202549779814755
PSRU,2020-07-13,0.22399999999999998,0.22399999999999998,0.22399999999999998,0.22399999999999998,1200,0.2240000000000001,0.16669899030564755,0.12940822491367587,0.03729076539197168,0.023620192902246144
PSRU,2020-07-10,0.235,0.27,0.23,0.23,3700,0.2300000000000001,0.17643760718170176,0.13685946751266284,0.03957813966903892,0.026811782255604703
PSRU,2020-07-09,0.268,0.35600000000000004,0.231,0.231,133914,0.2310000000000001,0.18483182146143995,0.14383284028950266,0.040998981171937315,0.02964922203887123
PSRU,2020-07-08,0.2737,0.34,0.2736,0.2736,11340,0.2736000000000001,0.19848846431352613,0.1534452224902802,0.045043241823245934,0.032728025995746174
PSRU,2020-07-07,0.2,0.22555,0.2,0.22555,762,0.2255500000000001,0.2026517774960606,0.1587863171206298,0.043865460375430786,0.034955512871683095
PSRU,2020-07-06,0.2,0.2,0.2,0.2,200,0.2000000000000001,0.20224381172743588,0.16183918251910165,0.040404629208334236,0.036045336139013326
PSRU,2020-07-06,0.2,0.2,0.2,0.2,200,0.20000000000000007,0.20189860992321496,0.16466590973990894,0.03723270018330605,0.03628280894787187
PSRU,2020-07-06,0.2,0.2,0.2,0.2,200,0.20000000000000007,0.20160651608887425,0.16728324975917494,0.03432326632969929,0.03589090042423736
PSRU,2020-07-06,0.2,0.2,0.2,0.2,200,0.20000000000000007,0.20135935976750896,0.16970671273997678,0.031652647027532184,0.035043249744896324
PSRU,2020-07-02,0.1501,0.1501,0.1501,0.1501,103,0.15010000000000012,0.19347330441866145,0.16825436364812665,0.02521894077053477,0.03307838795002402
PSRU,2020-07-02,0.1501,0.1501,0.1501,0.1501,103,0.15010000000000012,0.186800488354252,0.16690959597048766,0.01989089238376432,0.03044088883677208
PSRU,2020-06-30,0.15,0.15,0.15,0.15,1400,0.15000000000000013,0.18113887476129006,0.1656570333060071,0.015481841455283031,0.02744907936047427
PSRU,2020-06-29,0.10099999999999999,0.10099999999999999,0.10099999999999999,0.10099999999999999,2533,0.10100000000000013,0.168809817105707,0.16086762343148805,0.007942193674218945,0.023547702223223204
PSRU,2020-06-29,0.10099999999999999,0.10099999999999999,0.10099999999999999,0.10099999999999999,2533,0.10100000000000013,0.15837753755098286,0.15643298465878525,0.0019445528921975817,0.019227072357018083
PSRU,2020-06-29,0.10099999999999999,0.10099999999999999,0.10099999999999999,0.10099999999999999,2533,0.10100000000000013,0.14955022408160085,0.15232683764702334,-0.002776613565422525,0.014826335172529962
PSRU,2020-06-26,0.16365,0.2,0.16,0.16399999999999998,47422,0.16400000000000015,0.15177326653058532,0.15319151633983644,-0.0014182498092511484,0.01157741817617374
PSRU,2020-06-26,0.16365,0.2,0.16,0.16399999999999998,47422,0.16400000000000015,0.1536543024489568,0.15399214475910786,-0.00033784231015104865,0.009194366078908783
PSRU,2020-06-26,0.16365,0.2,0.16,0.16399999999999998,47422,0.16400000000000015,0.15524594822604038,0.15473346736954433,0.0005124808564960504,0.007457989034426236
PSRU,2020-06-23,0.06435,0.06435,0.06435,0.06435,200,0.06435000000000017,0.14126195619126491,0.14803839571254104,-0.006776439521276129,0.004611103323285764
PSRU,2020-06-23,0.06435,0.06435,0.06435,0.06435,200,0.0643500000000002,0.12942934754645494,0.14183925528938987,-0.012409907742934934,0.001206901110041624
