Symbol,Date,Open,High,Low,Close,Volume,EANRF SMA,EANRF spanTwelveEMA,EANRF spanTwntySixEMA,EANRF_x,EANRF_y
EANRF,2020-08-04,0.2096,0.2167,0.205,0.20929,216748,0.20929,0.20929,0.20929,0.0,0.0
EANRF,2020-08-03,0.1951,0.22,0.1951,0.22,47550,0.22,0.21093769230769235,0.21008333333333332,0.0008543589743589818,0.00017087179487179638
EANRF,2020-08-03,0.1951,0.22,0.1951,0.22,47550,0.22,0.21233189349112425,0.2108179012345679,0.0015139922565563513,0.00043949588720870736
EANRF,2020-08-03,0.1951,0.22,0.1951,0.22,47550,0.22,0.21351160218479745,0.21149805669867397,0.0020135454861234248,0.0007543058069916508
EANRF,2020-07-31,0.206853,0.2069,0.2,0.2052,71083,0.2052,0.21223289415636706,0.2110315339802537,0.0012013601761133306,0.0008437166808159869
EANRF,2020-07-30,0.217,0.24,0.2,0.2085,503547,0.2085,0.2116586027476952,0.21084401294467936,0.000814589803015825,0.0008378913052559545
EANRF,2020-07-29,0.1383,0.13833,0.135,0.13505,23250,0.13505000000000006,0.1998726638634344,0.20522964161544385,-0.005356977752009468,-0.0004010825061971301
EANRF,2020-07-28,0.1409,0.14300000000000002,0.1388,0.1388,21000,0.13880000000000006,0.19047686942290604,0.20030892742170728,-0.009832057998801241,-0.0022872776047179527
EANRF,2020-07-27,0.1425,0.1425,0.13,0.13699999999999998,62250,0.13700000000000004,0.18224965874245894,0.1956193772423216,-0.013369718499862598,-0.004503765783746882
EANRF,2020-07-27,0.1425,0.1425,0.13,0.13699999999999998,62250,0.13700000000000004,0.17528817278208067,0.19127720115029773,-0.015989028368217084,-0.006800818300640923
EANRF,2020-07-27,0.1425,0.1425,0.13,0.13699999999999998,62250,0.13700000000000004,0.16939768466176056,0.1872566677317572,-0.017858983069996642,-0.009012451254512067
EANRF,2020-07-24,0.12645,0.12645,0.12645,0.12645,1000,0.1264500000000001,0.16279034855995125,0.1827524701219974,-0.019962121562046187,-0.011202385316018892
EANRF,2020-07-23,0.135,0.135,0.129439,0.129439,33000,0.12943900000000008,0.15765937185842024,0.17880332418703465,-0.02114395232861441,-0.013190698718537997
EANRF,2020-07-22,0.131,0.1337,0.131,0.1337,10737,0.13370000000000012,0.15397331464943256,0.17546233721021726,-0.021489022560784717,-0.014850363486987341
EANRF,2020-07-21,0.132,0.1325,0.1288,0.1306,92495,0.13060000000000008,0.15037742008798136,0.17213920112057154,-0.021761781032590192,-0.016232646996107915
EANRF,2020-07-20,0.13525,0.13525,0.135,0.135,42000,0.13500000000000004,0.14801166315136882,0.1693881491857144,-0.021376486034345586,-0.01726141480375545
