Symbol,Date,Open,High,Low,Close,Volume,IDCBF SMA,IDCBF spanTwelveEMA,IDCBF spanTwntySixEMA,IDCBF_x,IDCBF_y
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.600468,0.600468,0.600468,0.0,0.0
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.600468,0.600468,0.600468,0.0,0.0
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.600468,0.600468,0.600468,0.0,0.0
IDCBF,2020-08-05,0.600468,0.600468,0.600468,0.600468,900,0.600468,0.600468,0.600468,0.0,0.0
IDCBF,2020-07-31,0.59,0.59,0.59,0.59,9000,0.5900000000000001,0.5988575384615384,0.5996925925925926,-0.0008350541310541137,-0.00016701082621082275
IDCBF,2020-07-31,0.59,0.59,0.59,0.59,9000,0.5900000000000002,0.5974948402366864,0.5989746227709191,-0.0014797825342326432,-0.0004295651678151869
IDCBF,2020-07-31,0.59,0.59,0.59,0.59,9000,0.5900000000000002,0.5963417878925807,0.5983098358989991,-0.001968048006418366,-0.0007372617355358227
IDCBF,2020-07-28,0.619,0.619,0.619,0.619,1000,0.6190000000000001,0.5998276666783375,0.5998424406472214,-1.477396888382998e-05,-0.0005927641822054242
IDCBF,2020-07-28,0.619,0.619,0.619,0.619,1000,0.619,0.6027772564201318,0.6012615191177976,0.0015157373023342302,-0.00017106388529749335
IDCBF,2020-07-28,0.619,0.619,0.619,0.619,1000,0.619,0.6052730631247271,0.6025754806646273,0.002697582460099657,0.0004026653837819368
IDCBF,2020-07-28,0.619,0.619,0.619,0.619,1000,0.619,0.6073848995670766,0.6037921117265067,0.0035927878405699327,0.001040689875139536
IDCBF,2020-07-24,0.61,0.62,0.5953,0.62,9825,0.6199999999999999,0.6093256842490649,0.6049926960430617,0.004332988206003141,0.0016991495413122572
IDCBF,2020-07-23,0.65,0.65,0.65,0.65,1000,0.65,0.6155832712876702,0.6083265704102423,0.007256700877427913,0.0028106598085353885
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.6150000000000001,0.6154935372434133,0.6088208985280021,0.006672638715411128,0.003583055589910536
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6154176084367343,0.6092786097481502,0.006138998688584141,0.004094244209645257
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6153533609849291,0.6097024164334724,0.005650944551456649,0.004405584278007536
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6152989977564784,0.6100948300309931,0.005204167725485376,0.004565300967503104
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6152529981016357,0.6104581759546233,0.004794822147012434,0.00461120520340497
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6152140753167687,0.6107946073653919,0.004419467951376821,0.0045728577529993404
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6151811406526505,0.6111061179309185,0.00407502272173199,0.00447329074674587
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.615153272859935,0.6113945536397394,0.003758719220195661,0.004330376441435828
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6151296924199451,0.6116616237404995,0.0034680686794456017,0.004157914889037783
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6151097397399535,0.6119089108708329,0.0032008288691206532,0.003966497685054357
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6150928567030376,0.6121378804359564,0.0029549762670811885,0.0037641934014597234
IDCBF,2020-07-22,0.615,0.615,0.615,0.615,500,0.615,0.6150785710564165,0.6123498892925523,0.002728681763864205,0.00355709107394062
IDCBF,2020-07-10,0.65,0.65,0.65,0.65,1000,0.6500000000000001,0.6204510985861985,0.6151387863819929,0.005312312204205583,0.0039081352999936125
IDCBF,2020-07-10,0.65,0.65,0.65,0.65,1000,0.6500000000000002,0.624997083419091,0.6177210985018453,0.007275984917245681,0.0045817052234440265
IDCBF,2020-07-08,0.629,0.629,0.629,0.629,300,0.6290000000000003,0.6256129167392308,0.6185565726868939,0.007056344052336905,0.0050766329892226025
IDCBF,2020-07-07,0.67,0.67,0.67,0.67,20000,0.6700000000000004,0.6324416987793491,0.6223671969323091,0.010074501847039952,0.006076206760786073
IDCBF,2020-07-06,0.67,0.67,0.67,0.67,200,0.6700000000000003,0.6382198989671415,0.6258955527151011,0.012324346252040486,0.007325834659036955
IDCBF,2020-07-06,0.67,0.67,0.67,0.67,200,0.6700000000000003,0.6431091452798889,0.6291625488102787,0.013946596469610271,0.00864998702115162
IDCBF,2020-07-06,0.67,0.67,0.67,0.67,200,0.6700000000000003,0.6472461998522137,0.6321875451947024,0.015058654657511215,0.00993172054842354
IDCBF,2020-07-06,0.67,0.67,0.67,0.67,200,0.6700000000000003,0.6507467844903346,0.6349884677728725,0.015758316717462084,0.01109703978223125
IDCBF,2020-07-02,0.65,0.65,0.601,0.601,4000,0.6010000000000003,0.6430934330302832,0.6324708034934005,0.010622629536882757,0.01100215773316155
IDCBF,2020-07-01,0.61,0.61,0.61,0.61,4000,0.6100000000000003,0.6380021356410088,0.6308062995309264,0.007195836110082455,0.010240893408545733
