Symbol,Date,Open,High,Low,Close,Volume,ENZN SMA,ENZN spanTwelveEMA,ENZN spanTwntySixEMA,ENZN_x,ENZN_y
ENZN,2020-07-09,0.1689,0.1689,0.1689,0.1689,3672,0.16890000000000008,0.16599457199292186,0.16881761755541008,-0.0028230455624882467,-0.0029065190402783954
ENZN,2020-07-08,0.17,0.17,0.1695,0.1695,19504,0.1695000000000001,0.1665338686093954,0.1688681644031575,-0.002334295793762098,-0.0027920743909751362
ENZN,2020-07-07,0.166,0.1678,0.161,0.1678,6444,0.1678000000000001,0.1667286580541038,0.1687890411140347,-0.0020603830599308925,-0.0026457361247662877
ENZN,2020-07-06,0.1745,0.1745,0.1745,0.1745,1000,0.17450000000000004,0.16792424912270326,0.1692120751055877,-0.0012878259828844607,-0.0023741540963899224
ENZN,2020-07-06,0.1745,0.1745,0.1745,0.1745,1000,0.17450000000000004,0.1689359031038258,0.16960377324591452,-0.0006678701420887168,-0.0020328973055296815
ENZN,2020-07-06,0.1745,0.1745,0.1745,0.1745,1000,0.17450000000000004,0.16979191801092952,0.16996645670918012,-0.0001745386982505981,-0.001661225584073865
ENZN,2020-07-06,0.1745,0.1745,0.1745,0.1745,1000,0.17450000000000004,0.17051623831694038,0.17030227473072232,0.00021396358621805775,-0.0012861877500154805
ENZN,2020-07-02,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,1000,0.17600000000000005,0.17135989396048798,0.17072432845437252,0.0006355655061154875,-0.000901837098789287
ENZN,2020-07-01,0.17338,0.1778,0.171,0.1744,2000,0.17440000000000005,0.1718276025819514,0.1709966004207153,0.0008310021612361053,-0.0005552692467842087
ENZN,2020-06-30,0.171,0.1778,0.171,0.171,3500,0.17100000000000004,0.17170027910780505,0.17099685224140304,0.0007034268664019848,-0.00030353002414697
ENZN,2020-06-29,0.1778,0.1778,0.1778,0.1778,1000,0.17780000000000004,0.17263869770660428,0.1715007891124102,0.001137908594194076,-1.5242300478760797e-05
ENZN,2020-06-29,0.1778,0.1778,0.1778,0.1778,1000,0.1778,0.17343274421328053,0.17196739732630573,0.0014653468869748054,0.00028087553701195247
ENZN,2020-06-29,0.1778,0.1778,0.1778,0.1778,1000,0.1778,0.1741046297189297,0.17239944196880158,0.0017051877501281232,0.0005657379796351866
ENZN,2020-06-26,0.17402,0.17402,0.17402,0.17402,750,0.17402,0.1740916097621713,0.1725194833044459,0.00157212645772542,0.0007670156752532333
ENZN,2020-06-25,0.1778,0.1778,0.1778,0.1778,2600,0.1778,0.17466213133722186,0.17291063268930176,0.0017514986479201244,0.0009639122697866116
ENZN,2020-06-24,0.1778,0.1778,0.1724,0.1778,4177,0.1778,0.17514488036226467,0.17327280804564973,0.0018720723166149313,0.0011455442791522756
ENZN,2020-06-23,0.16699999999999998,0.17800000000000002,0.16699999999999998,0.17800000000000002,213,0.17800000000000002,0.17558412953730088,0.17362297041263866,0.0019611591246622147,0.0013086672482542634
ENZN,2020-06-22,0.17,0.17,0.17,0.17,332,0.16999999999999996,0.17472503268540845,0.17335460223392468,0.0013704304514837726,0.0013210198889001654
