Symbol,Date,Open,High,Low,Close,Volume,RSSV SMA,RSSV spanTwelveEMA,RSSV spanTwntySixEMA,RSSV_x,RSSV_y
RSSV,2020-08-04,0.1999,0.245,0.15,0.1855,2407821,0.1855,0.1855,0.1855,0.0,0.0
RSSV,2020-08-03,0.27,0.3742,0.23,0.345,1985327,0.345,0.21003846153846156,0.1973148148148148,0.012723646723646731,0.0025447293447293465
RSSV,2020-08-03,0.27,0.3742,0.23,0.345,1985327,0.345,0.23080177514792896,0.20825445816186555,0.02254731698606344,0.006545246872996166
RSSV,2020-08-03,0.27,0.3742,0.23,0.345,1985327,0.345,0.2483707328174784,0.21838375755728293,0.02998697526019545,0.011233592550436024
RSSV,2020-07-31,0.066,0.1,0.06,0.08575,1023902,0.08574999999999999,0.22335215853786636,0.208559034775262,0.01479312376260436,0.01194549879286969
RSSV,2020-07-30,0.04,0.040999999999999995,0.037000000000000005,0.037000000000000005,252516,0.036999999999999984,0.1946825956858869,0.19585095812524256,-0.0011683624393556689,0.00932272654642462
RSSV,2020-07-29,0.051,0.051,0.0435,0.047225,58190,0.04722499999999999,0.171996811734212,0.1848416278937431,-0.012844816159531092,0.0048892180052334784
RSSV,2020-07-28,0.05925,0.05925,0.055,0.0577,335918,0.05769999999999999,0.15441268685202555,0.1754237295312436,-0.02101104267921805,-0.00029083413165682803
RSSV,2020-07-27,0.1,0.1,0.07,0.08,258103,0.07999999999999999,0.14296458118248315,0.16835530512152186,-0.025390723939038712,-0.005310812093133205
RSSV,2020-07-27,0.1,0.1,0.07,0.08,258103,0.07999999999999997,0.1332777225390242,0.1618104677051128,-0.028532745166088613,-0.009955198707724287
RSSV,2020-07-27,0.1,0.1,0.07,0.08,258103,0.07999999999999997,0.12508114984071278,0.15575043306028966,-0.03066928321957685,-0.0140980156100948
RSSV,2020-07-24,0.1,0.11,0.08199999999999999,0.11,633353,0.10999999999999996,0.12276097294214157,0.15236151209286078,-0.0296005391507192,-0.01719852031821968
RSSV,2020-07-23,0.075,0.1,0.07,0.09,323352,0.08999999999999997,0.11772082325873515,0.14774214082672293,-0.030021317567987763,-0.0197630797681733
RSSV,2020-07-22,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,10000,0.025999999999999968,0.10360992737277593,0.1387242044691879,-0.035114277096411975,-0.022833319233821033
RSSV,2020-07-21,0.0275,0.038,0.023,0.038,32933,0.03799999999999997,0.09351609239234886,0.1312631522862851,-0.03774705989393624,-0.025816067365844075
RSSV,2020-07-20,0.05,0.05,0.0425,0.049,7000,0.04899999999999997,0.08666746279352595,0.12516958545026402,-0.03850212265673804,-0.02835327842402287
RSSV,2020-07-20,0.05,0.05,0.0425,0.049,7000,0.04899999999999997,0.08087246851759887,0.11952739393542965,-0.03865492541783075,-0.030413607822784447
RSSV,2020-07-20,0.05,0.05,0.0425,0.049,7000,0.04899999999999997,0.07596901182258367,0.11430314253280525,-0.03833413071022156,-0.031997712400271876
RSSV,2020-07-17,0.06,0.06,0.06,0.06,1600,0.05999999999999998,0.07351224077295541,0.11028068753037522,-0.036768446757419804,-0.03295185927170147
RSSV,2020-07-16,0.035,0.035,0.035,0.035,7800,0.034999999999999976,0.0675872806540392,0.10470434030590298,-0.03711705965186378,-0.03378489934773393
RSSV,2020-07-15,0.0475,0.0475,0.045,0.045,12500,0.04499999999999997,0.06411231439957163,0.10028179657953977,-0.03616948217996816,-0.03426181591418078
RSSV,2020-07-15,0.0475,0.0475,0.045,0.045,12500,0.04499999999999997,0.061171958338099075,0.09618684868475903,-0.03501489034665998,-0.03441243080067662
