Symbol,Date,Open,High,Low,Close,Volume,LADFF SMA,LADFF spanTwelveEMA,LADFF spanTwntySixEMA,LADFF_x,LADFF_y
LADFF,2020-08-04,0.0713,0.0713,0.0557,0.0557,100000,0.0557,0.0557,0.0557,0.0,0.0
LADFF,2020-08-03,0.06,0.06,0.06,0.06,5000,0.06,0.05636153846153846,0.056018518518518516,0.0003430199430199468,6.860398860398937e-05
LADFF,2020-08-03,0.06,0.06,0.06,0.06,5000,0.06,0.056921301775147926,0.05631344307270233,0.0006078587024455974,0.000176454931372311
LADFF,2020-08-03,0.06,0.06,0.06,0.06,5000,0.06,0.0573949476558944,0.05658652136361327,0.0008084262922811307,0.00030284920355407496
LADFF,2020-07-31,0.0629,0.0629,0.0598,0.0598,1700,0.059799999999999985,0.05776495570883373,0.05682455681816044,0.0009403988906732874,0.00043035914097791744
LADFF,2020-07-30,0.0676,0.0676,0.06426799999999999,0.06426799999999999,10000,0.06426799999999999,0.05876542406132084,0.05737592297977818,0.001389501081542656,0.0006221875290908653
LADFF,2020-07-29,0.0653,0.07115,0.0653,0.07115,14000,0.07114999999999999,0.060670743436502236,0.058396224981276085,0.002274518455226152,0.0009526537143179227
LADFF,2020-07-28,0.0717,0.0717,0.0717,0.0717,11305,0.07169999999999997,0.06236755213857882,0.05938168979747786,0.002985862341100959,0.0013592954396745298
LADFF,2020-07-27,0.0678,0.0678,0.06417,0.06417,9000,0.06416999999999999,0.06264485180956669,0.059736379442109126,0.00290847236745756,0.001669130825231136
LADFF,2020-07-27,0.0678,0.0678,0.06417,0.06417,9000,0.06417,0.06287948999271029,0.06006479577973067,0.0028146942129796053,0.00189824350278083
LADFF,2020-07-27,0.0678,0.0678,0.06417,0.06417,9000,0.06417,0.06307802999383177,0.060368884981232114,0.0027091450125996674,0.002060423804744598
LADFF,2020-07-24,0.0528,0.0528,0.0528,0.0528,5000,0.0528,0.061496794610165335,0.059808226834474176,0.001688567775691173,0.001986052598933913
LADFF,2020-07-23,0.062,0.062,0.061,0.061,30000,0.061,0.061420364670139914,0.05989650632821681,0.001523858341923083,0.0018936137475317474
LADFF,2020-07-22,0.0635,0.0635,0.0635,0.0635,10000,0.0635,0.06174030856704146,0.06016343178538595,0.001576876781655516,0.0018302663543565013
LADFF,2020-07-21,0.0675,0.0675,0.064,0.064,21725,0.064,0.06208795340288124,0.0604476220235055,0.001640331379375734,0.001792279359360348
LADFF,2020-07-20,0.0593,0.06,0.0575,0.0575,101123,0.0575,0.06138211441782258,0.060229279651393984,0.0011528347664285993,0.0016643904407739984
LADFF,2020-07-20,0.0593,0.06,0.0575,0.0575,101123,0.05749999999999999,0.06078486604584987,0.060027110788327766,0.0007577552575221068,0.0014830634041236202
LADFF,2020-07-20,0.0593,0.06,0.0575,0.0575,101123,0.05749999999999999,0.06027950203879605,0.05983991739659979,0.00043958464219626125,0.0012743676517381485
LADFF,2020-07-17,0.0552,0.0552,0.0533,0.0533,25000,0.05329999999999998,0.059205732494365886,0.059355479070925726,-0.00014974657655984078,0.0009895448060785507
LADFF,2020-07-16,0.047869999999999996,0.047869999999999996,0.047869999999999996,0.047869999999999996,1000,0.04786999999999998,0.057461773649078826,0.05850470284344975,-0.00104292919437092,0.0005830500059886565
LADFF,2020-07-15,0.0552,0.0552,0.0552,0.0552,10000,0.055199999999999985,0.057113808472297474,0.05825991004023125,-0.0011461015679337801,0.0002372196912041692
LADFF,2020-07-14,0.062,0.062,0.058004999999999994,0.058004999999999994,20166,0.05800499999999997,0.057250914861174784,0.05824102781502893,-0.0009901129538541428,-8.246837807493224e-06
LADFF,2020-07-13,0.0445,0.0518,0.0445,0.0518,26000,0.05179999999999998,0.0564123125748402,0.0577639146435453,-0.0013516020687050975,-0.00027691788398701413
LADFF,2020-07-13,0.0445,0.0518,0.0445,0.0518,26000,0.05179999999999997,0.05570272602486479,0.057322143188467865,-0.0016194171636030805,-0.0005454177399102275
LADFF,2020-07-13,0.0445,0.0518,0.0445,0.0518,26000,0.05179999999999997,0.05510230663642405,0.05691309554487765,-0.0018107889084536047,-0.0007984919736189029
LADFF,2020-07-10,0.05,0.05,0.04824,0.04824,17000,0.04823999999999996,0.05404656715389728,0.05627064402303486,-0.0022240768691375867,-0.0010836089527226397
LADFF,2020-07-09,0.0525,0.0525,0.05,0.051,106000,0.05099999999999997,0.05357786451483615,0.055880225947254496,-0.002302361432418347,-0.0013273594486617813
LADFF,2020-07-08,0.0499,0.0499,0.0499,0.0499,5000,0.04989999999999997,0.05301203920486136,0.05543724624745786,-0.0024252070425965014,-0.0015469289674487254
LADFF,2020-07-07,0.0497,0.0497,0.0497,0.0497,10000,0.049699999999999966,0.052502494711805764,0.05501226504394247,-0.002509770332136701,-0.0017394972403863207
LADFF,2020-07-06,0.04,0.04,0.04,0.04,11000,0.039999999999999966,0.05057903398691257,0.05390024541105784,-0.003321211424145272,-0.0020558400771381108
LADFF,2020-07-06,0.04,0.04,0.04,0.04,11000,0.039999999999999966,0.048951490296618334,0.05287059760283134,-0.003919107306213011,-0.002428493522953091
LADFF,2020-07-06,0.04,0.04,0.04,0.04,11000,0.039999999999999966,0.04757433794329243,0.05191722000262161,-0.00434288205932918,-0.0028113712302283086
LADFF,2020-07-06,0.04,0.04,0.04,0.04,11000,0.039999999999999966,0.0464090551827859,0.05103446296539038,-0.004625407782604479,-0.0031741785407035433
LADFF,2020-07-02,0.039885000000000004,0.039885000000000004,0.03885,0.03885,15000,0.038849999999999975,0.04524612361620346,0.05013191015313924,-0.0048857865369357776,-0.0035165001399499905
LADFF,2020-07-01,0.04,0.04,0.04,0.04,14400,0.039999999999999966,0.044439027675249085,0.049381398289943736,-0.004942370614694658,-0.003801674234898924
LADFF,2020-06-30,0.047,0.0489,0.047,0.0489,40000,0.04889999999999998,0.04512533110982615,0.049345739157355316,-0.00422040804752917,-0.003885420997424974
LADFF,2020-06-29,0.04,0.04,0.0386,0.0386,26900,0.03859999999999998,0.04412143401600674,0.0485497584790327,-0.004428324463025961,-0.003994001690545172
LADFF,2020-06-29,0.04,0.04,0.0386,0.0386,26900,0.03859999999999999,0.043271982628928785,0.04781273933243768,-0.004540756703508904,-0.004103352693137918
LADFF,2020-06-29,0.04,0.04,0.0386,0.0386,26900,0.03859999999999999,0.04255321607063204,0.04713031419670155,-0.004577098126069511,-0.004198101779724237
LADFF,2020-06-29,0.04,0.04,0.0386,0.0386,26900,0.03859999999999999,0.0419450289828425,0.04649843907101996,-0.004553410088177459,-0.0042691634414148815
LADFF,2020-06-29,0.04,0.04,0.0386,0.0386,26900,0.03859999999999999,0.041430409139328266,0.04591336951020367,-0.004482960370875401,-0.004311922827306985
LADFF,2020-06-29,0.04,0.04,0.0386,0.0386,26900,0.03859999999999999,0.04099496157943161,0.04537163843537377,-0.00437667685594216,-0.004324873633034021
LADFF,2020-06-23,0.04275,0.04275,0.04275,0.04275,10000,0.04274999999999999,0.04126496749028829,0.04517744299571645,-0.003912475505428163,-0.00424239400751285
LADFF,2020-06-23,0.04275,0.04275,0.04275,0.04275,10000,0.04274999999999999,0.041493434030243935,0.044997632403441165,-0.003504198373197223,-0.004094754880649725
