Symbol,Date,Open,High,Low,Close,Volume,DOCRF SMA,DOCRF spanTwelveEMA,DOCRF spanTwntySixEMA,DOCRF_x,DOCRF_y
DOCRF,2020-08-04,0.569,0.569,0.54255,0.55,77743,0.55,0.55,0.55,0.0,0.0
DOCRF,2020-08-03,0.5709,0.5720000000000001,0.54,0.5615,183625,0.5614999999999999,0.5517692307692308,0.5508518518518519,0.0009173789173788637,0.00018347578347577276
DOCRF,2020-08-03,0.5709,0.5720000000000001,0.54,0.5615,183625,0.5614999999999998,0.5532662721893491,0.5516406035665296,0.0016256686228195427,0.00047191435134452675
DOCRF,2020-08-03,0.5709,0.5720000000000001,0.54,0.5615,183625,0.5614999999999998,0.5545329995448338,0.5523709292282681,0.0021620703165656785,0.0008099455443887571
DOCRF,2020-07-31,0.473,0.4805100000000001,0.4658,0.47,93734,0.4699999999999999,0.5415279226917825,0.5462693789150631,-0.0047414562232805935,-0.000300334809145113
DOCRF,2020-07-30,0.46,0.4672,0.455,0.4584,22316,0.4583999999999999,0.5287390115084314,0.5397605360324658,-0.011021524524034376,-0.002444572752122966
DOCRF,2020-07-29,0.431,0.43995,0.4253,0.4371,209300,0.4371,0.5146407020455959,0.5321560518819127,-0.017515349836316862,-0.005458728168961745
DOCRF,2020-07-28,0.4370000000000001,0.4370000000000001,0.40547,0.4355,11050,0.4355000000000001,0.5024652094231965,0.5249963443351043,-0.02253113491190784,-0.008873209517550964
DOCRF,2020-07-27,0.43881000000000003,0.43881000000000003,0.43671000000000004,0.43671000000000004,5700,0.43671000000000015,0.4923490233580893,0.5184566151250967,-0.02610759176700733,-0.012320085967442237
DOCRF,2020-07-27,0.43881000000000003,0.43881000000000003,0.43671000000000004,0.43671000000000004,5700,0.43671000000000015,0.483789173610691,0.5124013103010154,-0.028612136690324474,-0.015578496112018687
DOCRF,2020-07-27,0.43881000000000003,0.43881000000000003,0.43671000000000004,0.43671000000000004,5700,0.43671000000000015,0.4765462238244308,0.5067945465750143,-0.03024832275058353,-0.018512461439731655
DOCRF,2020-07-24,0.39899999999999997,0.4266,0.39899999999999997,0.4129,2902,0.41290000000000016,0.4667544970822107,0.4998393949768651,-0.033084897894654415,-0.021426948730716208
DOCRF,2020-07-23,0.384,0.42,0.384,0.42,4950,0.4200000000000002,0.4595614975311014,0.4939253657193195,-0.034363868188218134,-0.024014332622216594
DOCRF,2020-07-22,0.42925,0.4424,0.42,0.4265,157950,0.42650000000000027,0.4544751132955474,0.488930894184555,-0.034455780889007685,-0.026102622275574812
DOCRF,2020-07-21,0.4425,0.456,0.4361,0.4368,11450,0.4368000000000003,0.4517558650962323,0.4850693464671806,-0.03331348137094825,-0.0275447940946495
DOCRF,2020-07-20,0.49,0.49,0.47589,0.47600000000000003,4850,0.4760000000000002,0.4554857320045042,0.4843975430251672,-0.02891181102066298,-0.0278181974798522
DOCRF,2020-07-20,0.49,0.49,0.47589,0.47600000000000003,4850,0.4760000000000002,0.4586417732345806,0.4837755028010808,-0.025133729566500233,-0.027281303897181808
DOCRF,2020-07-20,0.49,0.49,0.47589,0.47600000000000003,4850,0.4760000000000002,0.4613122696600297,0.4831995396306304,-0.02188726997060064,-0.026202497111865578
DOCRF,2020-07-17,0.49,0.49,0.46799999999999997,0.46799999999999997,36260,0.4680000000000002,0.4623411512507944,0.4820736478061392,-0.01973249655534487,-0.024908497000561438
DOCRF,2020-07-16,0.47985,0.47985,0.47985,0.47985,5250,0.4798500000000001,0.4650348202891337,0.4819089331538326,-0.01687411286469892,-0.023301620173388937
DOCRF,2020-07-15,0.4714,0.4838,0.4714,0.475,3136,0.4750000000000001,0.4665679248600362,0.4813971603276228,-0.01482923546758663,-0.02160714323222848
DOCRF,2020-07-14,0.4674,0.4674,0.4509,0.4509,2850,0.4509000000000002,0.4641574748815691,0.4791381114144656,-0.01498063653289644,-0.02028184189236207
DOCRF,2020-07-13,0.502921,0.502921,0.48378000000000004,0.485,85299,0.4850000000000002,0.4673640172074816,0.4795723253837644,-0.012208308176282823,-0.01866713514914622
DOCRF,2020-07-13,0.502921,0.502921,0.48378000000000004,0.485,85299,0.4850000000000002,0.4700772453294074,0.4799743753553374,-0.009897130025929957,-0.016913134124502967
DOCRF,2020-07-13,0.502921,0.502921,0.48378000000000004,0.485,85299,0.4850000000000002,0.4723730537402678,0.4803466438475346,-0.007973590107266781,-0.015125225321055731
DOCRF,2020-07-10,0.445,0.4685,0.445,0.461,3020,0.4610000000000002,0.47062335316484205,0.4789135591180876,-0.008290205953245589,-0.013758221447493703
DOCRF,2020-07-09,0.4848,0.4848,0.4761,0.4761,6700,0.4761000000000002,0.4714659142164048,0.4787051473315626,-0.007239233115157839,-0.01245442378102653
DOCRF,2020-07-08,0.429,0.4519,0.429,0.45,29350,0.4500000000000002,0.4681634658754194,0.4765788401218172,-0.008415374246397767,-0.011646613874100778
DOCRF,2020-07-07,0.44799999999999995,0.475346,0.44799999999999995,0.4652,7519,0.4652000000000002,0.4677075480484318,0.4757359630757567,-0.00802841502732482,-0.010922974104745586
DOCRF,2020-07-06,0.48,0.5048,0.48,0.49882,3214,0.4988200000000002,0.4724940791179039,0.4774458917368117,-0.004951812618907868,-0.009728741807578042
DOCRF,2020-07-06,0.48,0.5048,0.48,0.49882,3214,0.4988200000000002,0.4765442207920725,0.4790291590155664,-0.0024849382234939377,-0.008279981090761222
DOCRF,2020-07-06,0.48,0.5048,0.48,0.49882,3214,0.4988200000000002,0.4799712637471383,0.4804951472366356,-0.0005238834894972788,-0.006728761570508434
DOCRF,2020-07-06,0.48,0.5048,0.48,0.49882,3214,0.4988200000000002,0.4828710693245016,0.4818525437376255,0.0010185255868761511,-0.005179304139031517
DOCRF,2020-07-02,0.4731,0.5035,0.4731,0.5035,8267,0.5035000000000001,0.486044750966886,0.4834560590163199,0.002588691950566102,-0.0036257049211119935
DOCRF,2020-07-01,0.495,0.495,0.4899,0.4899,3771,0.4899000000000001,0.4866378662027496,0.483933387978074,0.002704478224675677,-0.0023596682919544594
DOCRF,2020-06-30,0.508,0.51,0.4886,0.4886,25260,0.4886000000000002,0.4869397329407881,0.4842790629426611,0.00266066999812703,-0.0013556006339381617
DOCRF,2020-06-29,0.495,0.517,0.49,0.5163,21927,0.5163000000000002,0.4914566971037438,0.4866509842061677,0.0048057128975760866,-0.00012333792763531194
DOCRF,2020-06-29,0.495,0.517,0.49,0.5163,21927,0.5163000000000002,0.4952787437031678,0.4888472075983034,0.006431536104864355,0.0011876368788646214
DOCRF,2020-06-29,0.495,0.517,0.49,0.5163,21927,0.5163000000000002,0.4985127831334497,0.4908807477762069,0.0076320353572427715,0.0024765165745402515
DOCRF,2020-06-26,0.4881,0.506482,0.4881,0.506482,3548,0.5064820000000003,0.4997388164975344,0.4920363960890805,0.007702420408453925,0.0035216973413229866
DOCRF,2020-06-25,0.49523500000000004,0.50048,0.491,0.4987970000000001,29106,0.4987970000000002,0.4995939216517599,0.4925371815639634,0.0070567400877964434,0.004228705890617678
DOCRF,2020-06-24,0.51,0.52,0.51,0.5153,6600,0.5153000000000002,0.5020102413976429,0.4942233162629291,0.007786925134713851,0.004940349739436913
DOCRF,2020-06-23,0.5442600000000001,0.5442600000000001,0.52,0.52,4200,0.5200000000000004,0.5047778965672364,0.4961327002434529,0.008645196323783522,0.005681319056306235
DOCRF,2020-06-22,0.5802,0.5802,0.5575,0.5664,22600,0.5664000000000002,0.5142582201722771,0.5013376854106045,0.012920534761672431,0.007129162197379474
