Symbol,Date,Open,High,Low,Close,Volume,PPSI SMA,PPSI spanTwelveEMA,PPSI spanTwntySixEMA,PPSI_x,PPSI_y
PPSI,2020-08-04,1.4,1.44,1.4,1.423,2878,1.423,1.423,1.423,0.0,0.0
PPSI,2020-08-03,1.41,1.445,1.41,1.4388,5997,1.4388,1.4254307692307693,1.4241703703703703,0.0012603988603987482,0.00025207977207974963
PPSI,2020-08-03,1.41,1.445,1.41,1.4388,5997,1.4388,1.4274875739644972,1.4252540466392318,0.0022335273252653827,0.0006483692827168763
PPSI,2020-08-03,1.41,1.445,1.41,1.4388,5997,1.4388,1.4292279472007283,1.4262574505918812,0.002970496608847295,0.00111279474794296
PPSI,2020-07-31,1.42,1.4839,1.42,1.45,18731,1.4499999999999995,1.432423647631386,1.4280161579554456,0.0044074896759402895,0.001771733733542426
PPSI,2020-07-30,1.51,1.51,1.43,1.43,4271,1.43,1.4320507787650187,1.4281631092180052,0.0038876695470135844,0.0021949208962366577
PPSI,2020-07-29,1.48,1.5,1.4725,1.5,27366,1.4999999999999998,1.4425045051088619,1.433484360387042,0.009020144721820113,0.003559965661353349
PPSI,2020-07-28,1.44,1.47,1.4,1.4699,15614,1.4699,1.4467191966305757,1.4361818151731867,0.010537381457388584,0.004955448820560397
PPSI,2020-07-27,1.47,1.4971,1.465,1.48,13021,1.48,1.4518393202258717,1.43942760664184,0.012411713584031814,0.006446701773254681
PPSI,2020-07-27,1.47,1.4971,1.465,1.48,13021,1.48,1.4561717324988144,1.4424329691128146,0.013738763385999777,0.0079051140958037
PPSI,2020-07-27,1.47,1.4971,1.465,1.48,13021,1.48,1.459837619806689,1.4452157121414948,0.014621907665194113,0.009248472809681782
PPSI,2020-07-24,1.44,1.4999,1.42,1.47,15634,1.4700000000000002,1.461401062913352,1.4470515853161992,0.014349477597153102,0.010268673767176047
PPSI,2020-07-23,1.49,1.49,1.36,1.435,44992,1.4350000000000005,1.4573393609266825,1.4461588752927768,0.011180485633905723,0.010451036140521983
PPSI,2020-07-22,1.32,1.58,1.32,1.58,457178,1.5800000000000003,1.4762102284764238,1.4560730326784967,0.020137195797926832,0.012388268072002953
PPSI,2020-07-21,1.38,1.38,1.2913,1.32,3903,1.3200000000000005,1.4521778856338972,1.445993548776386,0.006184336857511186,0.011147481829104602
PPSI,2020-07-20,1.36,1.36,1.2,1.26,16830,1.26,1.422612057074836,1.4322162488670243,-0.009604191792188077,0.006997147104846066
PPSI,2020-07-20,1.36,1.36,1.2,1.26,16830,1.26,1.3975948175248611,1.4194594896916888,-0.02186467216682764,0.0012247832505113245
PPSI,2020-07-20,1.36,1.36,1.2,1.26,16830,1.26,1.376426384059498,1.4076476756404526,-0.031221291580954658,-0.005264431715781872
PPSI,2020-07-17,1.36,1.37,1.34,1.3699,3087,1.3699,1.3754223249734212,1.4048515515189377,-0.029429226545516274,-0.010097390681728753
PPSI,2020-07-16,1.35,1.35,1.325,1.35,741,1.35,1.3715111980544332,1.4007884736286462,-0.02927727557421278,-0.013933367660225559
PPSI,2020-07-15,1.305,1.34,1.29,1.31,1957,1.31,1.3620479368152898,1.3940634015080056,-0.03201546469271577,-0.017549787066723603
PPSI,2020-07-14,1.35,1.37,1.3,1.3007,11488,1.3007,1.3526097926898606,1.387147593988894,-0.03453780129903339,-0.02094738991318556
PPSI,2020-07-13,1.45,1.45,1.39,1.45,37372,1.4500000000000002,1.3675929015068051,1.3918033277674944,-0.02421042626068925,-0.0215999971826863
PPSI,2020-07-13,1.45,1.45,1.39,1.45,37372,1.4500000000000004,1.3802709166596043,1.3961141923773095,-0.015843275717705385,-0.020448652889690118
PPSI,2020-07-13,1.45,1.45,1.39,1.45,37372,1.4500000000000004,1.3909984679427423,1.400105733682694,-0.0091072657399518,-0.018180375459742455
PPSI,2020-07-10,1.51,1.51,1.3,1.3957,26440,1.3957000000000004,1.3917217805669362,1.3997793830395315,-0.00805760247259557,-0.01615582086231308
PPSI,2020-07-09,1.43,1.48,1.4,1.445,18724,1.4450000000000005,1.3999184297104843,1.4031290583699365,-0.0032106286594522078,-0.013566782421740906
PPSI,2020-07-08,1.39,1.42,1.35,1.42,5058,1.4200000000000002,1.4030079020627175,1.4043787577499414,-0.0013708556872238375,-0.011127597074837493
PPSI,2020-07-07,1.52,1.52,1.46,1.46,10213,1.46,1.4117759171299915,1.4084988497684643,0.003277067361527441,-0.008246664187564506
PPSI,2020-07-06,1.4,1.455,1.37,1.4501,40981,1.4501,1.4176719298792235,1.4115804164522818,0.006091513426941919,-0.005379028664663221
PPSI,2020-07-06,1.4,1.455,1.37,1.4501,40981,1.4501,1.4226608637439586,1.414433718937298,0.008227144806660647,-0.0026577939703984477
PPSI,2020-07-06,1.4,1.455,1.37,1.4501,40981,1.4501,1.4268822693218108,1.4170756656826833,0.009806603639127777,-0.00016491444849320303
PPSI,2020-07-06,1.4,1.455,1.37,1.4501,40981,1.4501,1.4304542278876862,1.4195219126691512,0.010932315218534994,0.0020545314849124367
PPSI,2020-07-02,1.45,1.4599,1.39,1.42,40337,1.42,1.4288458851357344,1.4195573265455104,0.00928855859022404,0.0035013369059747577
PPSI,2020-07-01,1.52,1.63,1.43,1.48,152798,1.48,1.4367157489610058,1.4240345616162131,0.012681187344792956,0.005337306993738397
PPSI,2020-06-30,1.39,1.49,1.38,1.41,33082,1.4099999999999997,1.4326056337362358,1.4229949644594564,0.00961066927677967,0.006191979450346652
PPSI,2020-06-29,1.3,1.3,1.23,1.285,22636,1.2849999999999997,1.4098970746998918,1.4127731152402374,-0.002876040540345404,0.004378375452208242
PPSI,2020-06-29,1.3,1.3,1.23,1.285,22636,1.2849999999999997,1.3906821401306777,1.4033084400372569,-0.01262629990657915,0.000977440380450763
PPSI,2020-06-29,1.3,1.3,1.23,1.285,22636,1.2849999999999997,1.3744233493413425,1.394544851886349,-0.020121502545006557,-0.003242348204640701
PPSI,2020-06-26,1.33,1.33,1.25,1.31,2744,1.3099999999999998,1.3645120648272897,1.3882822702651378,-0.02377020543784836,-0.0073479196512822335
PPSI,2020-06-25,1.33,1.33,1.28,1.2972,2731,1.2971999999999997,1.354156362546168,1.3815354354306837,-0.027379072884515358,-0.011354150297928859
PPSI,2020-06-24,1.22,1.24,1.1801,1.21,3636,1.2099999999999995,1.3319784606159883,1.3688291068802625,-0.03685064626427415,-0.016453449491197918
PPSI,2020-06-23,1.22,1.47,1.19,1.35,101871,1.3499999999999996,1.3347510051366054,1.3674343582224653,-0.0326833530858599,-0.019699430210130316
PPSI,2020-06-22,1.32,1.32,1.21,1.3,67569,1.2999999999999994,1.3294046966540507,1.3624392205763567,-0.033034523922305985,-0.02236644895256545
