Symbol,Date,Open,High,Low,Close,Volume,EQXWF SMA,EQXWF spanTwelveEMA,EQXWF spanTwntySixEMA,EQXWF_x,EQXWF_y
EQXWF,2020-08-04,0.524,0.57,0.524,0.53,34492,0.53,0.53,0.53,0.0,0.0
EQXWF,2020-08-03,0.54,0.56,0.46,0.46,59563,0.46,0.5192307692307693,0.5248148148148148,-0.005584045584045572,-0.0011168091168091143
EQXWF,2020-08-03,0.54,0.56,0.46,0.46,59563,0.4599999999999999,0.5101183431952663,0.5200137174211249,-0.009895374225858622,-0.002872522138619016
EQXWF,2020-08-03,0.54,0.56,0.46,0.46,59563,0.4599999999999999,0.502407828857533,0.5155682568714121,-0.013160428013878957,-0.004930103313671005
EQXWF,2020-07-31,0.5252,0.5252,0.51,0.51,1500,0.51,0.5035758551871433,0.5151557933994555,-0.01157993821231218,-0.00626007029339924
EQXWF,2020-07-30,0.53,0.53,0.51,0.51,53700,0.51,0.504564185158352,0.5147738827772737,-0.010209697618921655,-0.007049995758503723
EQXWF,2020-07-29,0.52878,0.52878,0.49093000000000003,0.5,95907,0.5,0.5038620028262979,0.5136795210900682,-0.009817518263770308,-0.007603500259557041
EQXWF,2020-07-28,0.51762,0.53572,0.51,0.53572,12000,0.53572,0.5087632331607136,0.5153121491574706,-0.006548915996757,-0.007392583406997033
EQXWF,2020-07-27,0.5279,0.55,0.51928,0.55,72065,0.55,0.5151073511359884,0.5178816195902505,-0.002774268454262097,-0.006468920416450046
EQXWF,2020-07-27,0.5279,0.55,0.51928,0.55,72065,0.55,0.5204754509612209,0.5202607588798616,0.00021469208135938,-0.0051321979168881615
EQXWF,2020-07-27,0.5279,0.55,0.51928,0.55,72065,0.55,0.5250176892748792,0.5224636656295014,0.002554023645377823,-0.0035949536044349644
EQXWF,2020-07-24,0.50215,0.51,0.5,0.51,8030,0.51,0.5227072755402824,0.5215404311384272,0.001166844401855216,-0.0026425940031769286
EQXWF,2020-07-23,0.535,0.535,0.535,0.535,3486,0.5349999999999999,0.5245984639187005,0.5225374362392845,0.002061027679415961,-0.0017018696666583509
EQXWF,2020-07-22,0.51,0.52,0.51,0.5157,18212,0.5156999999999999,0.5232294694696696,0.522030959480819,0.0011985099888506268,-0.0011217937355565554
