Symbol,Date,Open,High,Low,Close,Volume,SLS SMA,SLS spanTwelveEMA,SLS spanTwntySixEMA,SLS_x,SLS_y
SLS,2020-12-01,3.88,3.9,3.75,3.79,31953,3.79,3.325019413833698,3.046622277279476,0.27839713655422216,0.15481524969494223
SLS,2020-11-30,3.79,3.96,3.7548,3.8065,56544,3.8065000000000007,3.2404774890761887,2.9871520594618337,0.253325429614355,0.12391977798012224
SLS,2020-11-27,3.59,3.8,3.59,3.7880000000000003,49649,3.7880000000000007,3.13756430527186,2.9216042242187803,0.2159600810530793,0.09156836507156405
SLS,2020-11-27,3.59,3.8,3.59,3.7880000000000003,49649,3.7880000000000003,3.019303269866743,2.8522925621562827,0.16701070771046034,0.06047043607618513
SLS,2020-11-25,3.17,3.29,3.1279,3.2527,86304,3.2527,2.8795402280243327,2.777435967128785,0.10210426089554757,0.03383536816761632
SLS,2020-11-24,3.03,3.1199,2.9,2.92,64013,2.92,2.8116929967560296,2.739414844499088,0.07227815225694201,0.0167681449856335
SLS,2020-11-23,3.17,3.19,3.08,3.0954,69737,3.0954,2.792000814348035,2.7249680320590146,0.06703278228902043,0.0028906431678064858
SLS,2020-11-20,3.06,3.1,3.03,3.09,106872,3.0899999999999994,2.7368373260476777,2.6953334746237356,0.04150385142394164,-0.013144891612497
SLS,2020-11-19,2.82,2.93,2.78,2.8464,64782,2.8463999999999987,2.672625930783619,2.6637601525936345,0.00886577818998413,-0.02680707737160677
SLS,2020-11-18,2.8,2.93,2.8,2.8501,69639,2.8500999999999985,2.6410306454715498,2.649148964801125,-0.008118319329575295,-0.035725291262004605
SLS,2020-11-17,2.64,2.78,2.56,2.7312,28227,2.731199999999999,2.6030180355572865,2.633072881985216,-0.030054846427929324,-0.04262703424511193
SLS,2020-11-16,2.52,2.68,2.52,2.5972,12896,2.5971999999999986,2.57971222384043,2.625222712544033,-0.04551048870360352,-0.04577008119940758
SLS,2020-11-13,2.57,2.575,2.47,2.5,10610,2.499999999999999,2.5765326281750536,2.6274645295475563,-0.0509319013725027,-0.04583497932335869
SLS,2020-11-12,2.54,2.5403,2.5,2.5,20902,2.499999999999999,2.590447651479609,2.6376616919113607,-0.047214040431751585,-0.044560748811072685
SLS,2020-11-11,2.65,2.65,2.5403,2.6073,6143,2.6072999999999986,2.606892679021356,2.6486746272642696,-0.04178194824291337,-0.043897425905902954
SLS,2020-11-10,2.65,2.65,2.5712,2.5906,5765,2.590599999999999,2.606818620661602,2.651984597445411,-0.0451659767838084,-0.04442629532165024
SLS,2020-11-09,2.69,2.7,2.5178,2.69,5547,2.6899999999999986,2.609767460781894,2.656895365241044,-0.04712790445914994,-0.04424137495611058
SLS,2020-11-06,2.68,2.68,2.625,2.6579,1345,2.6579,2.595179726378602,2.6542469944603275,-0.059067268081725466,-0.04351974258035074
SLS,2020-11-05,2.5,2.5,2.44,2.4968,1791,2.496799999999999,2.583776040265621,2.6539547540171533,-0.0701787137515324,-0.03963286120500705
SLS,2020-11-04,2.47,2.5101,2.4198,2.4198,3915,2.419799999999999,2.599589865768461,2.666527134338525,-0.06693726857006466,-0.03199639806837571
SLS,2020-11-03,2.39,2.44,2.39,2.44,960,2.439999999999999,2.6322789322718174,2.686265305085608,-0.05398637281379015,-0.023261180442953583
SLS,2020-11-02,2.58,2.58,2.43,2.5224,5803,2.5223999999999998,2.667238738139421,2.705966529492456,-0.03872779135303528,-0.015579882350244326
SLS,2020-10-30,2.59,2.5938,2.59,2.5938,267,2.593799999999999,2.69357305416477,2.7206518518518523,-0.0270787976870821,-0.009792905099546587
SLS,2020-10-29,2.63,2.63,2.54,2.6108,8658,2.6108,2.711713609467456,2.7308000000000003,-0.019086390532544684,-0.005471431952662709
SLS,2020-10-28,2.67,2.6815,2.6204,2.6204,2463,2.6204,2.7300615384615385,2.7404,-0.01033846153846163,-0.002067692307692326
SLS,2020-10-27,2.82,2.82,2.75,2.75,723,2.75,2.75,2.75,0.0,0.0
