Symbol,Date,Open,High,Low,Close,Volume,ABMC SMA,ABMC spanTwelveEMA,ABMC spanTwntySixEMA,ABMC_x,ABMC_y
ABMC,2020-12-01,0.0905,0.0988,0.09,0.09,166819,0.09,0.11957772903262458,0.1526850185393661,-0.033107289506741536,-0.029452472704124148
ABMC,2020-11-30,0.1025,0.107,0.0905,0.1012,62708,0.10119999999999996,0.12495549794764725,0.15769982002251542,-0.03274432207486819,-0.0285387685034698
ABMC,2020-11-27,0.1,0.1055,0.1,0.1055,6500,0.1055,0.129274679392674,0.16221980562431665,-0.03294512623164264,-0.027487380110620203
ABMC,2020-11-27,0.1,0.1055,0.1,0.1055,6500,0.1055,0.13359734837316015,0.166757390074262,-0.03316004170110182,-0.026122943580364592
ABMC,2020-11-25,0.1006,0.1056,0.1006,0.1056,1100,0.1056,0.1387059571682802,0.17165798128020296,-0.032952024111922745,-0.024363669050180274
ABMC,2020-11-24,0.10845,0.1095,0.1001,0.1047,25245,0.10470000000000004,0.1447252221079675,0.1769426197826192,-0.032217397674651684,-0.022216580284744648
ABMC,2020-11-23,0.10705,0.11,0.10099999999999999,0.1015,44165,0.10150000000000002,0.15200253521850704,0.18272202936522874,-0.030719494146721708,-0.01971637593726789
ABMC,2020-11-20,0.1093,0.1125,0.10737999999999999,0.1125,18800,0.11250000000000004,0.1611848143491447,0.18921979171444706,-0.02803497736530236,-0.016965596384904434
ABMC,2020-11-19,0.11075,0.1125,0.109,0.1125,5368,0.11250000000000004,0.17003659877626193,0.19535737505160286,-0.025320776275340903,-0.014198251139804951
ABMC,2020-11-18,0.11,0.115,0.10685,0.11,82300,0.11000000000000004,0.1804977985537641,0.20198596505573105,-0.021488166501966943,-0.011417619855920956
ABMC,2020-11-17,0.23,0.23,0.11,0.111,1242694,0.11100000000000004,0.19331558010899394,0.2093448422601895,-0.016029262151195572,-0.008899983194409457
ABMC,2020-11-16,0.23,0.23,0.20625,0.21,11000,0.21,0.20828204921972013,0.21721242964100468,-0.00893038042128455,-0.007117663455212928
ABMC,2020-11-13,0.2379,0.2379,0.22495,0.2379,14800,0.2379000000000001,0.2079696945323965,0.21778942401228507,-0.009819729479888573,-0.006664484213695022
ABMC,2020-11-12,0.2299,0.24,0.2161,0.2161,13700,0.2161,0.2025278208110141,0.2161805779332679,-0.013652757122253834,-0.005875672897146633
ABMC,2020-12-02,0.078,0.08900000000000001,0.078,0.0865,11000,0.0865,0.20006015186756207,0.2161870241679293,-0.016126872300367245,-0.00393140184086984
ABMC,2020-11-10,0.20005,0.20005,0.2,0.2,3000,0.2,0.2207074522071188,0.2265619861013637,-0.00585453389424484,-0.0008825342259954955
ABMC,2020-11-09,0.2001,0.2001,0.18,0.18,40290,0.18,0.2244724435175041,0.2286869449894728,-0.004214501471968696,0.0003604656910668547
ABMC,2020-11-06,0.21,0.2197,0.21,0.2197,10718,0.2197,0.2325583423388685,0.23258190058863054,-2.3558249762106746e-05,0.0015042074818257492
ABMC,2020-11-05,0.22,0.24,0.22,0.24,800,0.24,0.2348962227641173,0.233612452635721,0.0012837701283962832,0.001886148914722699
ABMC,2020-11-04,0.2055,0.22,0.1998,0.22,990,0.22,0.2339682632666841,0.2331014488465787,0.0008668144201053885,0.002036743611304296
ABMC,2020-11-03,0.22,0.22,0.21,0.21,38156,0.20999999999999994,0.2365079474969903,0.23414956475430496,0.0023583827426853217,0.002329225909104023
ABMC,2020-11-02,0.25,0.25,0.24,0.242225,89900,0.24222499999999994,0.2413275743146249,0.23608152993464934,0.005246044379975501,0.002321936700708691
ABMC,2020-10-30,0.2566,0.268,0.2566,0.268,3700,0.2679999999999999,0.24116440600819306,0.2355900523294213,0.0055743536787717105,0.001590909780891974
ABMC,2020-10-29,0.265,0.275,0.26,0.275,9250,0.2749999999999999,0.2362852071005917,0.23299725651577505,0.0032879505848167345,0.0005950488064220261
ABMC,2020-10-28,0.225,0.23,0.225,0.2251,8000,0.22509999999999986,0.2292461538461539,0.22963703703703706,-0.0003908831908831512,-7.817663817663024e-05
ABMC,2020-10-27,0.23,0.23,0.2198,0.23,17600,0.22999999999999984,0.23,0.23,0.0,0.0
