Symbol,Date,Open,High,Low,Close,Volume,GLOG SMA,GLOG spanTwelveEMA,GLOG spanTwntySixEMA,GLOG_x,GLOG_y
GLOG,2020-12-01,3.04,3.0995,3.0001,3.045,90961,3.045,3.0026758481135603,2.852302812073332,0.15037303604022867,0.11483550954299643
GLOG,2020-11-30,3.22,3.22,3.15,3.19,63642,3.1899999999999995,2.994980547770571,2.8368870370391983,0.15809351073137326,0.10595112791868846
GLOG,2020-11-27,3.16,3.16,3.05,3.1413,172642,3.1413,2.9595224655470385,2.8086380000023343,0.15088446554470505,0.09291553221551738
GLOG,2020-11-27,3.16,3.16,3.05,3.1413,172642,3.1413,2.9264720047374086,2.7820250400025213,0.14444696473488827,0.0784232988832207
GLOG,2020-11-25,3.13,3.14,3.05,3.1,129235,3.1000000000000005,2.88741236923512,2.7532830432027233,0.1341293260323968,0.06191738242030402
GLOG,2020-11-24,3.18,3.188,3.01,3.1,339123,3.100000000000001,2.8487600727324143,2.7255456866589407,0.12321438607347356,0.043864396517280815
GLOG,2020-11-23,3.07,3.23,3.06,3.23,211444,3.2300000000000013,2.803080085956489,2.6955893415916554,0.10749074436483363,0.02402689912823263
GLOG,2020-11-20,2.96,3.02,2.96,2.9863,71496,2.9863000000000004,2.7254582834031242,2.6528364889189886,0.0726217944841352,0.0031609378190823757
GLOG,2020-11-19,2.89,2.935,2.83,2.93,58372,2.9300000000000006,2.6780325167491466,2.626159408032508,0.05187310871663886,-0.014204276347180939
GLOG,2020-11-18,2.96,3.01,2.96,2.9969,108851,2.996900000000001,2.6322202470671736,2.6018521606751084,0.030368086392064782,-0.030723622613135777
GLOG,2020-11-17,2.84,2.89,2.76,2.805,126704,2.8050000000000006,2.565914837443023,2.5702483335291166,-0.004333496086093902,-0.04599654986443603
GLOG,2020-11-16,2.74,2.79,2.68,2.72,234019,2.72,2.5224448078872093,2.5514682002114464,-0.02902339232423712,-0.05641231330902166
GLOG,2020-11-13,2.52,2.57,2.45,2.5601,133466,2.5601,2.48652568204852,2.537985656228362,-0.05145997417984205,-0.06325954355521779
GLOG,2020-11-12,2.56,2.56,2.48,2.5,118208,2.5000000000000004,2.4731485333300687,2.5362165087266306,-0.06306797539656195,-0.06620943589906184
GLOG,2020-11-11,2.61,2.61,2.47,2.545,123659,2.545,2.468266448480991,2.5391138294247617,-0.07084738094377085,-0.0669948010246868
GLOG,2020-11-10,2.51,2.53,2.4,2.41,255460,2.41,2.454314893659353,2.5386429357787432,-0.08432804211938992,-0.06603165604491579
GLOG,2020-11-09,2.4,2.6183,2.37,2.45,522335,2.45,2.4623721470519624,2.548934370641042,-0.0865622235890795,-0.061457559526297126
GLOG,2020-11-06,2.32,2.35,2.3,2.319,159876,2.319,2.4646216283341373,2.556849120292325,-0.0922274919581878,-0.05518139351060153
GLOG,2020-11-05,2.32,2.32,2.27,2.29,143280,2.29,2.491098288031253,2.5758770499157118,-0.08477876188445778,-0.04591986889870496
GLOG,2020-11-04,2.39,2.39,2.3,2.35,152027,2.3500000000000005,2.527661613127845,2.5987472139089682,-0.0710856007811227,-0.03620514565226654
GLOG,2020-11-03,2.45,2.465,2.43,2.435,100006,2.435,2.5599637246056357,2.618646991021685,-0.05868326641604993,-0.02748503187005239
GLOG,2020-11-02,2.4,2.45,2.37,2.3968,83417,2.3968,2.5826844018066595,2.63333875030342,-0.05065434849676054,-0.01968547323355312
GLOG,2020-10-30,2.51,2.54,2.42,2.465,79440,2.464999999999999,2.6164815657715064,2.652261850327694,-0.035780284556187425,-0.011943254417751265
GLOG,2020-10-29,2.53,2.5364,2.43,2.48,152602,2.4799999999999978,2.644023668639053,2.667242798353909,-0.02321912971485629,-0.005983996883142223
GLOG,2020-10-28,2.59,2.66,2.5653,2.585,170888,2.5849999999999977,2.6738461538461538,2.6822222222222223,-0.008376068376068524,-0.0016752136752137049
GLOG,2020-10-27,2.7,2.7433,2.67,2.69,60764,2.6899999999999986,2.69,2.69,0.0,0.0
