Symbol,Date,Open,High,Low,Close,Volume,REPH SMA,REPH spanTwelveEMA,REPH spanTwntySixEMA,REPH_x,REPH_y
REPH,2021-01-12,3.04,3.04,2.93,2.9686,133076,2.9686,3.001472093180285,2.8981659071178294,0.10330618606245556,0.13540967195606093
REPH,2021-01-11,2.95,3.03,2.95,3.01,61076,3.01,3.0074488373948824,2.892531179687256,0.11491765770762676,0.14343554342946227
REPH,2021-01-08,3.07,3.0753,2.99,3.035,36893,3.035,3.006984989648497,2.8831336740622366,0.12385131558626128,0.15056501485992124
REPH,2021-01-07,3.04,3.1,2.92,2.99,47559,2.99,3.0018913514027683,2.870984367987216,0.13090698341555385,0.15724343967833643
REPH,2021-01-06,3.14,3.2,3.08,3.13,145494,3.13,3.0040534152941816,2.8614631174261924,0.1425902978679896,0.1638275537440324
REPH,2021-01-05,3.1,3.1,3.0,3.06,48247,3.06,2.9811540362567603,2.8399801668202875,0.1411738694364728,0.16913686771304318
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,2.966818406485262,2.8223785801659105,0.14443982631935134,0.17612761728218576
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,2.9630035713007636,2.8091448665791834,0.1538587047215807,0.18404956502289435
REPH,2020-12-31,2.95,2.98,2.81,2.84,136713,2.84,2.958495129719085,2.794852455905518,0.16364267381356698,0.19159728009822286
REPH,2020-12-30,2.96,2.968,2.92,2.92,15545,2.92,2.9800396987589184,2.791240652377959,0.18879904638095946,0.19858593166938682
REPH,2020-12-29,3.0,3.04,2.9691,2.995,129863,2.995,2.990956007624176,2.7809399045681955,0.21001610305598065,0.20103265299149362
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.14,2.990220736283117,2.763815096933651,0.226405639349466,0.19878679047537184
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.1399999999999992,2.9629881428800475,2.7337203046883434,0.2292678381917046,0.19188207825684828
REPH,2020-12-24,3.21,3.21,3.12,3.12,36832,3.12,2.9308041688582382,2.7012179290634104,0.22958623979482784,0.1825356382731343
REPH,2020-12-23,3.28,3.29,3.23,3.2675,84769,3.2674999999999987,2.896404926832463,2.667715363388483,0.2286895634439801,0.1707729878927109
REPH,2020-12-22,3.0,3.0116,2.84,2.98,132385,2.979999999999998,2.8289330953474563,2.6197325924595622,0.2092005028878945,0.1562938440048936
REPH,2020-12-21,3.0,3.0396,2.8853,2.9,121303,2.899999999999999,2.80146638541063,2.5909111998563263,0.21055518555430372,0.14306717928414348
REPH,2020-12-18,3.07,3.1,2.98,3.02,168183,3.0199999999999987,2.7835511827580173,2.5661840958448323,0.21736708691318496,0.1261951777166034
REPH,2020-12-17,3.25,3.2935,3.05,3.13,257819,3.1299999999999986,2.74056048871402,2.5298788235124188,0.21068166520160148,0.10340220041745801
REPH,2020-12-16,3.15,3.18,3.06,3.1399,134270,3.139899999999998,2.6697533048438418,2.481869129393412,0.18788417545042968,0.07658233422142224
REPH,2020-12-15,3.4,3.43,3.0,3.0018,631836,3.0017999999999985,2.5842720875427214,2.429226659744885,0.15504542779783706,0.04875687391417037
REPH,2020-12-14,3.71,4.07,3.28,3.9759,4520942,3.975899999999999,2.508357921641399,2.3834207925244755,0.12493712911692345,0.02218473544325382
REPH,2020-12-11,2.13,2.16,2.12,2.13,19885,2.129999999999998,2.2415320892125625,2.2560224559264337,-0.01449036671387116,-0.00350336297516359
REPH,2020-12-10,2.14,2.22,2.14,2.21,12910,2.2099999999999977,2.261810650887574,2.266104252400549,-0.004293601512974643,-0.0007566120404866972
REPH,2020-12-09,2.25,2.2781,2.23,2.278,56521,2.277999999999998,2.2712307692307694,2.270592592592593,0.0006381766381764464,0.00012763532763528928
REPH,2020-12-08,2.3,2.3238,2.26,2.27,42245,2.2699999999999982,2.27,2.27,0.0,0.0
