Symbol,Date,Open,High,Low,Close,Volume,CTXR SMA,CTXR spanTwelveEMA,CTXR spanTwntySixEMA,CTXR_x,CTXR_y
CTXR,2021-01-12,1.07,1.09,1.0631,1.0686,85481,1.0686,1.0746547029751718,1.0912605369500326,-0.016605833974860706,-0.02285365398594832
CTXR,2021-01-11,1.1,1.1,1.08,1.1,81606,1.1,1.0757555580615668,1.093073379906035,-0.017317821844468284,-0.024415608988720222
CTXR,2021-01-08,1.1,1.1,1.07,1.09,86752,1.0900000000000003,1.0713474777091243,1.092519250298518,-0.021171772589393626,-0.026190055774783203
CTXR,2021-01-07,1.06,1.0911,1.06,1.08,134854,1.0800000000000003,1.067956110019874,1.0927207903223992,-0.02476468030252521,-0.027444626571130594
CTXR,2021-01-06,1.09,1.12,1.09,1.1,86354,1.1000000000000003,1.0657663118416694,1.0937384535481909,-0.027972141706521736,-0.028114613138281938
CTXR,2021-01-05,1.01,1.04,1.01,1.02,35756,1.0200000000000005,1.0595420049037911,1.0932375298320465,-0.03369552492825534,-0.028150230996222044
CTXR,2021-01-04,1.0,1.05,1.0,1.045,107496,1.0450000000000004,1.066731460340844,1.09909653221861,-0.03236507187776616,-0.02676390751321372
CTXR,2021-01-04,1.0,1.05,1.0,1.045,107496,1.0450000000000004,1.07068263494827,1.103424254796099,-0.032741619847828966,-0.025363616422075665
CTXR,2020-12-31,1.03,1.0399,0.970101,0.98,225719,0.9800000000000004,1.0753522049388646,1.108098195179787,-0.0327459902409224,-0.023519115565637336
CTXR,2020-12-30,1.06,1.07,1.04,1.06,30082,1.0600000000000005,1.0926889694732038,1.1183460507941698,-0.025657081320966224,-0.02121239689681607
CTXR,2020-12-29,1.08,1.08,1.05,1.068,45163,1.0680000000000005,1.0986324184683318,1.1230137348577036,-0.0243813163893718,-0.020101225790778585
CTXR,2020-12-28,1.11,1.11,1.07,1.0759999999999998,109770,1.0759999999999998,1.1042019490989377,1.1274148336463201,-0.02321288454738224,-0.01903120314113028
CTXR,2020-12-28,1.11,1.11,1.07,1.0759999999999998,109770,1.0760000000000003,1.1093295762078357,1.1315280203380256,-0.02219844413019012,-0.017985782789567237
CTXR,2020-12-24,1.1,1.1136,1.07,1.11,28202,1.1100000000000003,1.1153894991547146,1.1359702619650678,-0.020580762810353148,-0.016932617454411568
CTXR,2020-12-23,1.11,1.11,1.05,1.0755,100385,1.0755,1.1163694080919355,1.138047882922273,-0.0216784748303378,-0.01602058111542617
CTXR,2020-12-22,1.14,1.14,1.12,1.12,50510,1.12,1.1238002095631965,1.1430517135560554,-0.01925150399285891,-0.014606107686698318
CTXR,2020-12-21,1.14,1.15,1.1,1.15,110128,1.15,1.1244911567565048,1.1448958506405398,-0.020404693884034986,-0.013444758610158168
CTXR,2020-12-18,1.09,1.09,1.0668,1.08,84105,1.08,1.1198531852576876,1.144487518691783,-0.024634333434095268,-0.011704774791688964
CTXR,2020-12-17,1.07,1.09,1.04,1.0649,113238,1.0648999999999995,1.1270992189409037,1.1496465201871255,-0.022547301246222062,-0.008472385131087386
CTXR,2020-12-16,1.07,1.07,1.05,1.0501,34470,1.0500999999999998,1.1384081678392497,1.1564262418020954,-0.018018073962845715,-0.004953656102303774
CTXR,2020-12-15,1.04,1.0699,1.04,1.0692,112842,1.0692,1.1544641983554769,1.1649323411462629,-0.010468142790786228,-0.0016875516371682884
CTXR,2020-12-14,1.17,1.17,1.0627,1.1041,377722,1.1041000000000003,1.1699667798746545,1.1725909284379643,-0.002624148563309836,0.0005075961512361408
CTXR,2020-12-11,1.2215,1.23,1.18,1.1951,249404,1.1951000000000005,1.1819425580336824,1.1780702027130014,0.0038723553206809758,0.001290532329872635
CTXR,2020-12-10,1.18,1.22,1.17,1.205,494732,1.205,1.1795502958579882,1.1767078189300415,0.002842476927946702,0.0006450765821705496
CTXR,2020-12-09,1.21,1.27,1.13,1.18,1407588,1.1799999999999995,1.1749230769230772,1.1744444444444446,0.00047863247863233477,9.572649572651138e-05
CTXR,2020-12-08,1.14,1.2,1.11,1.1740000000000002,507326,1.1740000000000002,1.1740000000000002,1.1740000000000002,0.0,0.0
