Symbol,Date,Open,High,Low,Close,Volume,VERB SMA,VERB spanTwelveEMA,VERB spanTwntySixEMA,VERB_x,VERB_y
VERB,2021-01-12,1.83,1.83,1.73,1.75,122231,1.75,1.7237225972923012,1.6607812680536351,0.06294132923866602,0.084440668324606
VERB,2021-01-11,1.79,1.79,1.71,1.725,151784,1.725,1.718944887709083,1.6536437694979258,0.06530111821115714,0.089815503096091
VERB,2021-01-08,1.8,1.8,1.71,1.72,193867,1.7200000000000002,1.7178439582016436,1.6479352710577602,0.06990868714388365,0.09594409931732446
VERB,2021-01-07,1.7,1.73,1.69,1.7256,94257,1.7256000000000002,1.7174519506019423,1.6421700927423808,0.07528185785956154,0.10245295236068472
VERB,2021-01-06,1.77,1.77,1.7,1.72,128804,1.7200000000000002,1.7159704870750228,1.6354957001617711,0.0804747869132516,0.1092457259859655
VERB,2021-01-05,1.7,1.7,1.66,1.68,66601,1.6800000000000004,1.7152378483613904,1.6287353561747129,0.0865024921866775,0.11643846075414398
VERB,2021-01-04,1.68,1.6973,1.61,1.6546,147600,1.6546000000000003,1.721644729881643,1.62463418466869,0.09701054521295303,0.12392245289601059
VERB,2021-01-04,1.68,1.6973,1.61,1.6546,147600,1.6546000000000003,1.7338346807692149,1.6222369194421853,0.11159776132702937,0.13065042981677497
VERB,2020-12-31,1.68,1.7,1.65,1.6717,108525,1.6717000000000006,1.7482409863636172,1.6196478729975603,0.12859311336605714,0.13541359693921132
VERB,2020-12-30,1.63,1.679,1.61,1.675,88462,1.6750000000000007,1.7621575293388203,1.6154837028373648,0.14667382650145575,0.1371187178324999
VERB,2020-12-29,1.755,1.8299,1.75,1.76,178430,1.7600000000000005,1.7780043528549698,1.610722399064354,0.16728195379061586,0.13472994066526098
VERB,2020-12-28,1.98,1.98,1.91,1.97,146712,1.9700000000000004,1.7812778715558737,1.598780190989502,0.1824976805663716,0.12659193738392224
VERB,2020-12-28,1.98,1.98,1.91,1.97,146712,1.9700000000000004,1.7469647572933054,1.5690826062686622,0.1778821510246431,0.1126155015883099
VERB,2020-12-24,2.14,2.17,2.0,2.03,281038,2.03,1.7064128949829973,1.537009214770155,0.16940368021284224,0.09629883922922658
VERB,2020-12-23,1.86,1.97,1.86,1.9101,309804,1.9101000000000004,1.6475788758889969,1.4975699519517676,0.1500089239372293,0.07802262898332266
VERB,2020-12-22,2.06,2.2,2.05,2.1,818152,2.1000000000000005,1.599847762414269,1.4645675481079092,0.13528021430636006,0.060026055244845986
VERB,2020-12-21,1.87,1.9,1.84,1.8467,246525,1.846700000000001,1.508910991944136,1.4137329519565416,0.09517803998759457,0.041212515479467526
VERB,2020-12-18,1.7,1.73,1.68,1.69,345359,1.6900000000000006,1.4474948086612518,1.3790955881130649,0.06839922054818692,0.02772113435243582
VERB,2020-12-17,1.56,1.63,1.55,1.61,386725,1.6100000000000008,1.4034029556905705,1.35422323516211,0.04917972052846031,0.017551612803498044
VERB,2020-12-16,1.47,1.48,1.45,1.4705,140574,1.4705000000000006,1.3658398567252197,1.3337610939750788,0.03207876275014065,0.009644585872257421
VERB,2020-12-15,1.4,1.47,1.4,1.46,189741,1.4600000000000004,1.3468107397661684,1.3228219814930853,0.02398875827308311,0.004036041652786556
VERB,2020-12-14,1.4366,1.58,1.43,1.5778,902105,1.5778000000000008,1.3262308742691078,1.311847740012532,0.014383134256575891,-0.0009521375022875827
VERB,2020-12-11,1.38,1.3899,1.27,1.29,414933,1.2900000000000007,1.2804910332271278,1.2905715592135347,-0.010080525986406965,-0.004785955442003451
VERB,2020-12-10,1.24,1.24,1.2,1.22,58760,1.2200000000000006,1.2787621301775147,1.2906172839506174,-0.011855153773102643,-0.0034623128059025725
VERB,2020-12-09,1.27,1.3026,1.2,1.2171,211402,1.217100000000001,1.2894461538461541,1.296266666666667,-0.0068205128205127705,-0.001364102564102554
VERB,2020-12-08,1.37,1.38,1.28,1.3026,207853,1.302600000000001,1.3026,1.3026,0.0,0.0
