Symbol,Date,Open,High,Low,Close,Volume,CTIC SMA,CTIC spanTwelveEMA,CTIC spanTwntySixEMA,CTIC_x,CTIC_y
CTIC,2021-01-12,3.5,3.5399,3.4697,3.505,52662,3.505,3.4416203221842796,3.4157469361120265,0.025873386072253982,0.014646086458711974
CTIC,2021-01-11,3.4,3.5,3.37,3.475,65233,3.4750000000000005,3.4300967443996035,3.408606691000988,0.02149005339861576,0.011839261555326691
CTIC,2021-01-08,3.5,3.5,3.45,3.48,61893,3.48,3.4219325161086234,3.403295226281067,0.018637289827555747,0.009426563594504424
CTIC,2021-01-07,3.52,3.59,3.52,3.5892,46984,3.5892000000000004,3.4113747917647363,3.3971588443835525,0.014215947381183813,0.007123882036241482
CTIC,2021-01-06,3.41,3.43,3.38,3.39,44208,3.390000000000001,3.3790429357219613,3.381795551934237,-0.002752616212275516,0.0053508657000058985
CTIC,2021-01-05,3.41,3.43,3.37,3.43,35251,3.43,3.377050742216863,3.3811391960889763,-0.004088453872112653,0.007376736178076252
CTIC,2021-01-04,3.32,3.3358,3.2322,3.32,74586,3.32,3.367423604438111,3.3772303317760937,-0.00980672733798249,0.010243033690623588
CTIC,2021-01-04,3.32,3.3358,3.2322,3.32,74586,3.32,3.376046077972313,3.381808758318181,-0.00576268034586791,0.015255473947775107
CTIC,2020-12-31,3.25,3.27,3.21,3.24,55169,3.2400000000000007,3.3862362739672798,3.386753458983636,-0.0005171850163563363,0.02051001252118586
CTIC,2020-12-30,3.25,3.36,3.25,3.36,51687,3.3600000000000003,3.4128246874158763,3.398493735702327,0.014330951713549034,0.025766811905571407
CTIC,2020-12-29,3.29,3.3339,3.23,3.26,46724,3.26,3.4224291760369443,3.401573234558513,0.020855941478431284,0.028625776953576886
CTIC,2020-12-28,3.43,3.48,3.4,3.48,151169,3.4800000000000004,3.4519617534982068,3.412899093323194,0.03906266017501325,0.030568235822363288
CTIC,2020-12-28,3.43,3.48,3.4,3.48,151169,3.4800000000000013,3.446863890497881,3.4075310207890497,0.039332869708831535,0.028444629734200907
CTIC,2020-12-24,3.45,3.5,3.4,3.48,33674,3.4800000000000013,3.4408391433156784,3.4017335024521738,0.03910564086350421,0.025722569740543356
CTIC,2020-12-23,3.5,3.54,3.43,3.46,57525,3.4600000000000013,3.4337189875548924,3.3954721826483483,0.03824680490654453,0.022376801959803034
CTIC,2020-12-22,3.48,3.55,3.48,3.4967,39568,3.496700000000001,3.428940621655782,3.3903099572602167,0.03863066439556606,0.01840930122311777
CTIC,2020-12-21,3.41,3.4444,3.3622,3.425,106719,3.425000000000001,3.416620734684105,3.381798753841033,0.03482198084307253,0.013353960430005918
CTIC,2020-12-18,3.63,3.64,3.54,3.6,54888,3.6000000000000014,3.4150972318993977,3.3783426541483164,0.03675457775108182,0.007986955326739374
CTIC,2020-12-17,3.52,3.52,3.4616,3.48,37721,3.4800000000000018,3.381478546790197,3.360610066480181,0.02086848031001587,0.0007950497206538742
CTIC,2020-12-16,3.57,3.59,3.43,3.48,80098,3.4800000000000018,3.3635655552975057,3.351058871798596,0.012506683498910045,-0.004223307926686736
CTIC,2020-12-15,3.4,3.46,3.4,3.4482,65337,3.4482000000000017,3.3423956562606887,3.3407435815424837,0.0016520747182053874,-0.008405805783085819
CTIC,2020-12-14,3.6,3.63,3.5,3.52,103217,3.5200000000000022,3.3231585028535413,3.332147068065882,-0.00898856521234048,-0.01092027590840851
CTIC,2020-12-11,3.21,3.22,3.17,3.2,35042,3.2000000000000024,3.287369139736004,3.317118833511152,-0.029749693775148245,-0.011403203582425516
CTIC,2020-12-10,3.17,3.205,3.1,3.19,39679,3.1900000000000017,3.3032544378698225,3.3264883401920438,-0.02323390232222167,-0.006816581034244944
CTIC,2020-12-09,3.26,3.3,3.17,3.18,99089,3.180000000000003,3.3238461538461537,3.337407407407408,-0.013561253561253485,-0.0027122507122508744
CTIC,2020-12-08,3.41,3.42,3.3199,3.35,63991,3.3500000000000028,3.35,3.35,0.0,0.0
