Symbol,Date,Open,High,Low,Close,Volume,QTT SMA,QTT spanTwelveEMA,QTT spanTwntySixEMA,QTT_x,QTT_y
QTT,2021-01-12,1.916,1.916,1.86,1.86,261617,1.86,1.891506874995456,2.0163931348452677,-0.1248862598498115,-0.16307097722087707
QTT,2021-01-11,1.88,1.93,1.85,1.93,337206,1.93,1.8972353977219023,2.0289045856328887,-0.13166918791098636,-0.1726171565636434
QTT,2021-01-08,1.96,1.98,1.93,1.97,394006,1.97,1.8912781973077024,2.03681695248352,-0.14553875517581738,-0.18285414872680766
QTT,2021-01-07,1.9,1.92,1.82,1.87,710617,1.87,1.87696514227274,2.042162308682202,-0.16519716640946225,-0.19218299711455517
QTT,2021-01-06,1.92,1.9518,1.86,1.9,506793,1.9,1.878231531776874,2.0559352933767783,-0.17770376159990375,-0.19892945479082852
QTT,2021-01-05,2.18,2.1896,2.05,2.08,1839611,2.08,1.8742736284635784,2.0684101168469198,-0.19413648838334185,-0.20423587808855956
QTT,2021-01-04,1.65,1.77,1.65,1.77,1550026,1.7699999999999996,1.8368688336387744,2.067482926194674,-0.2306140925558995,-0.20676072551486407
QTT,2021-01-04,1.65,1.77,1.65,1.77,1550026,1.7699999999999996,1.849026803391279,2.091281560290248,-0.24225475689896925,-0.20079738375460518
QTT,2020-12-31,1.63,1.65,1.6,1.65,443760,1.6499999999999997,1.8633953130987841,2.116984085113468,-0.2535887720146839,-0.19043304046851423
QTT,2020-12-30,1.57,1.61,1.56,1.6,465755,1.5999999999999996,1.9021944609349264,2.1543428119225454,-0.2521483509876188,-0.17464410758197185
QTT,2020-12-29,1.69,1.69,1.57,1.65,630721,1.6499999999999997,1.9571389083776405,2.1986902368763492,-0.2415513284987083,-0.15526804673056005
QTT,2020-12-28,1.64,1.65,1.54,1.61,1226410,1.61,2.012982346264484,2.2425854558264566,-0.2296031095619724,-0.13369722628852285
QTT,2020-12-28,1.64,1.65,1.54,1.61,1226410,1.6099999999999997,2.0862518637671177,2.293192292292573,-0.20694042852545547,-0.10972075547016033
QTT,2020-12-24,1.75,1.77,1.68,1.68,1063962,1.6799999999999995,2.1728431117247755,2.347847675675979,-0.17500456395120345,-0.08541583720633653
QTT,2020-12-23,1.9,1.92,1.76,1.8,1423190,1.7999999999999996,2.262450950220189,2.401275489730057,-0.13882453950986795,-0.06301865552011979
QTT,2020-12-22,1.99,2.05,1.98,2.035,396412,2.035,2.3465329411693148,2.449377528908462,-0.10284458773914727,-0.044067184522682754
QTT,2020-12-21,2.16,2.2,2.05,2.055,1411299,2.055,2.4031752941091904,2.48252773122114,-0.07935243711194895,-0.029372833718566624
QTT,2020-12-18,2.32,2.3235,2.24,2.24,447000,2.24,2.466479893038134,2.5167299497188313,-0.050250056680696716,-0.016877932870220932
QTT,2020-12-17,2.34,2.36,2.25,2.3,838519,2.299999999999999,2.507658055408704,2.5388683456963377,-0.03121029028763367,-0.008534901917601874
QTT,2020-12-16,2.51,2.5265,2.43,2.45,193643,2.45,2.5454140654830137,2.5579778133520445,-0.012563747869030806,-0.002866054825093925
QTT,2020-12-15,2.55,2.57,2.47,2.495,128386,2.494999999999999,2.5627620773890163,2.566616038420208,-0.0038539610311918437,-0.0004416315641097043
QTT,2020-12-14,2.67,2.67,2.53,2.595,221481,2.595,2.5750824550961102,2.5723453214938248,0.0027371336022854464,0.0004114508026608306
QTT,2020-12-11,2.65,2.65,2.56,2.6,137139,2.6,2.5714610832954032,2.5705329472133314,0.0009281360820718733,-0.0001699698972453234
QTT,2020-12-10,2.63,2.65,2.45,2.55,400503,2.5500000000000003,2.5662721893491125,2.5681755829903974,-0.001903393641284889,-0.00044449639207462256
QTT,2020-12-09,2.5696,2.6,2.53,2.565,155799,2.5650000000000004,2.569230769230769,2.5696296296296293,-0.0003988603988598349,-7.97720797720558e-05
QTT,2020-12-08,2.62,2.6283,2.54,2.57,121546,2.57,2.57,2.57,0.0,0.0
