Symbol,Date,Open,High,Low,Close,Volume,CASI SMA,CASI spanTwelveEMA,CASI spanTwntySixEMA,CASI_x,CASI_y
CASI,2021-01-12,3.0,3.02,2.97,2.99,10150,2.99,2.8871045402573303,2.7742634659088807,0.1128410743484496,0.12140405577617853
CASI,2021-01-11,2.93,2.99,2.89,2.99,50829,2.99,2.8683962748495717,2.757004543181591,0.11139173166798112,0.12354480113311075
CASI,2021-01-08,2.81,2.9,2.8,2.875,181667,2.875,2.8462865066404035,2.7383649066361184,0.10792160000428552,0.12658306849939327
CASI,2021-01-07,2.81,2.87,2.795,2.8,29638,2.8,2.8410658714841133,2.727434099167008,0.1136317723171052,0.1312484356231703
CASI,2021-01-06,2.81,2.89,2.8086,2.86,26650,2.8600000000000003,2.8485323935721336,2.721628827100369,0.12690356647176504,0.13565260144968658
CASI,2021-01-05,2.84,2.86,2.83,2.83,9623,2.8300000000000005,2.8464473742216128,2.710559133268398,0.13588824095321472,0.13783986019416705
CASI,2021-01-04,3.0,3.03,2.91,2.98,38429,2.9800000000000004,2.84943780589827,2.7010038639298704,0.14843394196839954,0.1383277650044051
CASI,2021-01-04,3.0,3.03,2.91,2.98,38429,2.9800000000000013,2.8256992251525004,2.67868417304426,0.1470150521082405,0.13580122076340648
CASI,2020-12-31,3.03,3.08,2.83,2.83,81968,2.8300000000000005,2.797644538816592,2.6545789068878003,0.14306563192879107,0.13299776292719795
CASI,2020-12-30,2.77,2.83,2.77,2.83,5651,2.83,2.7917617276923354,2.6405452194388244,0.15121650825351152,0.13048079567679954
CASI,2020-12-29,2.94,2.94,2.77,2.8,31586,2.8,2.7848093145454875,2.62538883699393,0.1594204775515573,0.12529686753262165
CASI,2020-12-28,2.97,3.0,2.9301,2.95,28621,2.95,2.7820473717355765,2.611419943953445,0.17062742778213158,0.11676596502788773
CASI,2020-12-28,2.97,3.0,2.9301,2.95,28621,2.95,2.7515105302329537,2.584333539469721,0.16717699076323278,0.10330059933932675
CASI,2020-12-24,3.08,3.09,2.97,3.005,35616,3.005,2.7154215357298543,2.5550802226272986,0.16034131310255573,0.08733150148335025
CASI,2020-12-23,3.14,3.21,3.03,3.095,218936,3.095,2.6627709058625557,2.5190866404374828,0.1436842654250725,0.06907904857854888
CASI,2020-12-22,2.9,2.95,2.83,2.86,39378,2.86,2.584183797837565,2.4730135716724813,0.111170226165084,0.05042774436691787
CASI,2020-12-21,2.86,3.09,2.85,3.05,306865,3.0500000000000003,2.5340353974443954,2.44205465740628,0.09198074003811564,0.035242123917376446
CASI,2020-12-18,2.71,2.71,2.59,2.6197,183958,2.619700000000001,2.4402236515251947,2.3934190299987823,0.0468046215264124,0.02105746988719165
CASI,2020-12-17,2.61,2.65,2.52,2.57,43912,2.5700000000000003,2.4075915881661394,2.3753165523986848,0.03227503576745416,0.014620681977386462
CASI,2020-12-16,2.52,2.5265,2.37,2.37,54561,2.370000000000001,2.3780627860145285,2.35974187659058,0.018320909423948702,0.010207093529869425
CASI,2020-12-15,2.47,2.5,2.4,2.41,19626,2.410000000000001,2.379528747108079,2.3589212267178263,0.02060752039025271,0.008178639556349714
CASI,2020-12-14,2.8,2.8,2.55,2.5678,125316,2.567800000000001,2.3739885193095485,2.3548349248552523,0.019153594454295764,0.005071419347873965
CASI,2020-12-11,2.31,2.34,2.3001,2.32,18431,2.3200000000000003,2.33875006827492,2.3377977188436723,0.0009523494312477787,0.0015508755712684032
CASI,2020-12-10,2.31,2.32,2.2867,2.305,15248,2.305,2.3421591715976335,2.339221536351166,0.002937635246467174,0.0017005071062735592
CASI,2020-12-09,2.4,2.45,2.4,2.4227,39771,2.4227000000000003,2.3489153846153847,2.3419592592592595,0.00695612535612522,0.0013912250712250441
CASI,2020-12-08,2.34,2.355,2.32,2.3355,4683,2.335500000000001,2.3355,2.3355,0.0,0.0
