Symbol,Date,Open,High,Low,Close,Volume,LMNL SMA,LMNL spanTwelveEMA,LMNL spanTwntySixEMA,LMNL_x,LMNL_y
LMNL,2021-01-12,5.59,5.62,4.8516,5.1,1580353,5.1,4.436456792077246,4.454800616532527,-0.01834382445528071,-0.06584028151296206
LMNL,2021-01-11,4.13,4.2907,4.12,4.2907,89049,4.290699999999998,4.315812572454927,4.40318466585513,-0.08737209340020248,-0.0777143957773824
LMNL,2021-01-08,4.24,4.24,4.14,4.22,54720,4.22,4.32037849471946,4.41218343912354,-0.09180494440408003,-0.07529997137167739
LMNL,2021-01-07,4.24,4.29,4.17,4.2,65169,4.2,4.338629130122998,4.427558114253423,-0.08892898413042527,-0.07117372811357672
LMNL,2021-01-06,4.22,4.4799,4.22,4.32,96930,4.319999999999999,4.363834426508997,4.445762763393697,-0.08192833688470014,-0.06673491410936458
LMNL,2021-01-05,4.28,4.28,4.22,4.2599,55247,4.259899999999998,4.371804322237907,4.455823784465191,-0.08401946222728629,-0.0629365584155307
LMNL,2021-01-04,4.24,4.4,4.17,4.26,82644,4.259999999999998,4.3921505626447965,4.471497687222407,-0.07934712457760984,-0.05766583246259223
LMNL,2021-01-04,4.24,4.4,4.17,4.26,82644,4.259999999999998,4.416177937671124,4.4884175022002015,-0.07223956452907654,-0.05224550943383759
LMNL,2020-12-31,4.35,4.35,4.22,4.22,32785,4.219999999999997,4.4445739263386015,4.506690902376216,-0.06211697603761567,-0.04724699566002763
LMNL,2020-12-30,4.35,4.4184,4.32,4.395,41268,4.394999999999997,4.485405549309256,4.5296261745663156,-0.04422062525705872,-0.04352950056563083
LMNL,2020-12-29,4.36,4.3955,4.163,4.2001,74329,4.200099999999997,4.501842921910939,4.54039626853162,-0.038553346620680884,-0.043356719392773635
LMNL,2020-12-28,4.72,4.8246,4.5,4.52,126475,4.519999999999997,4.5567052713492915,4.5676199700141495,-0.010914698664858946,-0.0445575625857966
LMNL,2020-12-28,4.72,4.8246,4.5,4.52,126475,4.519999999999996,4.563378957049163,4.571429567615282,-0.00805061056612022,-0.052968278566031236
LMNL,2020-12-24,4.95,5.01,4.76,4.8369,94321,4.836899999999996,4.57126604014901,4.5755439330245045,-0.004277892875495404,-0.06419769556600921
LMNL,2020-12-23,4.72,4.9199,4.7,4.89,142231,4.889999999999997,4.52296895653974,4.554635447666466,-0.03166649112672637,-0.07917764623863788
LMNL,2020-12-22,5.25,5.37,4.8,4.9,551282,4.899999999999999,4.4562360395469645,4.5278062834797845,-0.07157024393281919,-0.09105543501661598
LMNL,2020-12-21,4.5592,4.83,4.4,4.5088,273611,4.508799999999997,4.375551683100958,4.498030786158166,-0.12247910305720833,-0.09592673278756494
LMNL,2020-12-18,4.1,4.15,4.03,4.13,28295,4.129999999999996,4.351324716392041,4.49716924905082,-0.14584453265877872,-0.08928864022015409
LMNL,2020-12-17,4.11,4.17,4.08,4.14,45285,4.139999999999996,4.391565573917866,4.5265427889748855,-0.13497721505701946,-0.0751496671104977
LMNL,2020-12-16,4.2,4.23,4.1163,4.16,29018,4.1599999999999975,4.43730476917566,4.5574662120928755,-0.1201614429172162,-0.060192780123867265
LMNL,2020-12-15,4.24,4.34,4.17,4.2,52700,4.1999999999999975,4.487723818116691,4.589263509060307,-0.1015396909436168,-0.04520061442553025
LMNL,2020-12-14,4.3,4.337,4.21,4.2641,35922,4.264099999999998,4.540037239592452,4.620404589785132,-0.08036735019268004,-0.031115845296008828
LMNL,2020-12-11,4.35,4.37,4.25,4.325,25131,4.324999999999998,4.590207646791079,4.648908956967942,-0.058701310176862975,-0.018802969071841247
LMNL,2020-12-10,4.24,4.4406,4.22,4.3475,19366,4.347499999999998,4.638427218934911,4.6748216735253765,-0.0363944545904662,-0.008828383795585815
LMNL,2020-12-09,4.75,4.8,4.52,4.5886,47590,4.5886,4.691323076923077,4.701007407407407,-0.009684330484329706,-0.0019368660968659412
LMNL,2020-12-08,4.88,4.95,4.65,4.71,81814,4.710000000000001,4.71,4.71,0.0,0.0
