Symbol,Date,Open,High,Low,Close,Volume,OPK SMA,OPK spanTwelveEMA,OPK spanTwntySixEMA,OPK_x,OPK_y
OPK,2021-04-05,4.46,4.46,4.42,4.435,73858,4.435,4.454822281975744,4.4966478689130405,-0.0418255869372963,-0.01750744537662418
OPK,2021-04-05,4.46,4.46,4.42,4.435,73858,4.435,4.458426333244061,4.501579698426084,-0.0431533651820226,-0.01142790998645614
OPK,2021-04-01,4.36,4.3792,4.33,4.34,27990,4.34,4.462685666561163,4.50690607430017,-0.0442204077390071,-0.003496546187564521
OPK,2021-03-31,4.22,4.24,4.22,4.23,45541,4.23,4.484992151390466,4.520258560244184,-0.035266408853718,0.006684419200296138
OPK,2021-03-30,4.26,4.26,4.21,4.2315,49929,4.2315,4.531354360734187,4.543479245063718,-0.0121248843295314,0.017172126213799675
OPK,2021-03-29,4.46,4.46,4.44,4.45,28647,4.45,4.58587333541313,4.568437584668816,0.0174357507443136,0.02449637884963244
OPK,2021-03-26,4.657,4.68,4.62,4.625,77600,4.625,4.6105775782155165,4.57791259144232,0.032664986773196,0.026261535875962125
OPK,2021-03-25,4.28,4.29,4.25,4.29,92758,4.29,4.607955319709247,4.574145598757706,0.0338097209515408,0.02466067315165364
OPK,2021-03-24,4.74,4.74,4.7201,4.73,17089,4.73,4.665765377838201,4.596877246658322,0.0688881311798788,0.022373411201681827
OPK,2021-03-23,4.92,4.92,4.87,4.885,37974,4.885,4.654086355626965,4.586227426390988,0.0678589292359772,0.010744731207132579
OPK,2021-03-22,4.9,4.95,4.9,4.9499,63700,4.9499,4.612102056650049,4.562325620502266,0.0497764361477832,-0.0035338183000783677
OPK,2021-03-19,4.64,4.6701,4.64,4.65,1380605,4.65,4.55068424876824,4.531319670142447,0.0193645786257929,-0.016861381912043776
OPK,2021-03-18,4.84,4.85,4.76,4.77,73048,4.77,4.532626839453375,4.521825243753844,0.0108015956995313,-0.025917872046502966
OPK,2021-03-17,4.59,4.62,4.57,4.5701,44450,4.5701,4.489468082990353,4.501971263254151,-0.0125031802637982,-0.035097738983011315
OPK,2021-03-16,4.7,4.72,4.7,4.71,37152,4.71,4.474807734443144,4.496520964314483,-0.0217132298713389,-0.04074637866281458
OPK,2021-03-15,4.53,4.55,4.455,4.52,214924,4.52,4.432045504341898,4.479442641459641,-0.047397137117743,-0.04550466586068348
OPK,2021-03-12,4.4,4.41,4.31,4.32,92235,4.32,4.416053777858607,4.476198052776412,-0.0601442749178051,-0.04503154804641858
OPK,2021-03-11,4.4,4.4,4.3484,4.3484,70227,4.3484,4.433518101105626,4.488693896998524,-0.0551757958928975,-0.041253366328571926
OPK,2021-03-10,4.54,4.57,4.527,4.54,87675,4.54,4.448994119488468,4.499917408758406,-0.0509232892699378,-0.03777275893749051
OPK,2021-03-09,4.47,4.47,4.45,4.45,56218,4.45,4.432447595759098,4.496710801459079,-0.064263205699981,-0.03448512635437868
OPK,2021-03-08,4.23,4.24,4.2,4.2084,71109,4.2084,4.429256249533479,4.500447665575805,-0.0711914160423257,-0.02704060651797809
OPK,2021-03-05,4.18,4.19,4.15,4.15,82052,4.15,4.469411931266839,4.523811478821869,-0.0543995475550298,-0.016002904136891184
OPK,2021-03-04,4.3,4.3,4.23,4.25,168133,4.25,4.527486827860809,4.5537163971276176,-0.0262295692668086,-0.006403743282356517
OPK,2021-03-03,4.58,4.58,4.552,4.5716,37485,4.5716,4.577938978380955,4.578013708897827,-7.47305168715684e-05,-0.0014472867862434854
OPK,2021-03-02,4.68,4.69,4.62,4.6301,62575,4.6301,4.5790915199047655,4.578526805609653,0.0005647142951126,-0.0017904258535864645
OPK,2021-03-01,4.57,4.58,4.56,4.5733,67651,4.5733,4.56981725079654,4.5744009500584255,-0.004583699261885,-0.002379210890761236
OPK,2021-02-26,4.61,4.6334,4.55,4.56,99450,4.56,4.569184023668639,4.5744890260631,-0.0053050023944605,-0.0018280887979802785
OPK,2021-02-25,4.52,4.53,4.49,4.52,93386,4.52,4.570853846153846,4.575648148148147,-0.004794301994301,-0.0009588603988602174
OPK,2021-02-24,4.62,4.64,4.5801,4.5801,121447,4.5801,4.5801,4.5801,0.0,0.0
