Symbol,Date,Open,High,Low,Close,Volume,SNCR SMA,SNCR spanTwelveEMA,SNCR spanTwntySixEMA,SNCR_x,SNCR_y
SNCR,2021-04-05,3.89,3.89,3.875,3.875,5502,3.875,3.929075138466757,4.112282684858532,-0.1832075463917752,-0.16779760499130866
SNCR,2021-04-05,3.89,3.89,3.875,3.875,5502,3.875,3.9389069818243487,4.131265299647215,-0.1923583178228658,-0.16394511964119202
SNCR,2021-04-01,3.64,3.64,3.64,3.64,3321,3.64,3.9505264330651393,4.151766523618992,-0.2012400905538527,-0.15684182009577352
SNCR,2021-03-31,3.67,3.74,3.67,3.74,2385,3.74,4.006985784531528,4.192707845508512,-0.1857220609769836,-0.14574225248125372
SNCR,2021-03-30,3.74,3.78,3.74,3.78,4841,3.78,4.055528654446351,4.228924473149192,-0.1733958187028408,-0.13574730035732124
SNCR,2021-03-29,3.89,3.89,3.89,3.89,2114,3.89,4.105624773436597,4.264838431001127,-0.1592136575645302,-0.12633517077094134
SNCR,2021-03-26,3.93,3.99,3.93,3.99,1764,3.99,4.144829277697797,4.294825505481217,-0.1499962277834203,-0.1181155490725441
SNCR,2021-03-25,3.77,3.77,3.74,3.74,7667,3.74,4.172980055461033,4.319211545919714,-0.146231490458681,-0.11014537939482504
SNCR,2021-03-24,4.02,4.02,4.02,4.02,2113,4.02,4.251703701908493,4.365548469593291,-0.1138447676847977,-0.10112385162886103
SNCR,2021-03-23,4.08,4.08,4.08,4.08,2473,4.08,4.293831647710038,4.3931923471607535,-0.0993606994507159,-0.09794362261487684
SNCR,2021-03-22,4.24,4.26,4.24,4.25,5034,4.25,4.332710129111863,4.418247734933614,-0.0855376058217505,-0.09758935340591707
SNCR,2021-03-19,4.24,4.28,4.24,4.28,136029,4.28,4.347748334404929,4.431707553728303,-0.0839592193233738,-0.10060229030195869
SNCR,2021-03-18,4.37,4.37,4.36,4.36,4187,4.36,4.360066213387642,4.443844158026566,-0.0837779446389239,-0.1047630580466049
SNCR,2021-03-17,4.22,4.22,4.22,4.22,17526,4.22,4.360078252185396,4.450551690668691,-0.0904734384832952,-0.11000933639852513
SNCR,2021-03-16,4.66,4.66,4.66,4.66,2680,4.66,4.3855470253100135,4.468995825922186,-0.0834488006121727,-0.1148933108773326
SNCR,2021-03-15,4.58,4.58,4.58,4.58,5077,4.58,4.335646484457289,4.453715491995961,-0.1180690075386721,-0.12275443844362255
SNCR,2021-03-12,4.53,4.53,4.53,4.53,4913,4.53,4.291218572540433,4.443612731355637,-0.1523941588152046,-0.12392579616986014
SNCR,2021-03-11,4.13,4.15,4.13,4.131,7780,4.131,4.247803767547784,4.436701749864088,-0.1888979823163046,-0.11680870550852401
SNCR,2021-03-10,4.04,4.045,4.0,4.045,8719,4.045,4.269040816192836,4.461157889853215,-0.1921170736603796,-0.09878638630657885
SNCR,2021-03-09,3.65,3.65,3.3,3.49,60816,3.49,4.309775510046078,4.494450521041473,-0.1846750109953943,-0.07545371446812887
SNCR,2021-03-08,4.01,4.1,4.01,4.1,5338,4.1,4.4588256027817295,4.574806562724791,-0.1159809599430614,-0.04814839033631252
SNCR,2021-03-05,4.5419,4.5419,3.98,3.98,5190,3.98,4.524066621469316,4.612791087742775,-0.088724466273458,-0.031190247934625284
SNCR,2021-03-04,4.34,4.445,4.34,4.445,10136,4.445,4.622987825372829,4.663414374762197,-0.0404265493893678,-0.01680669334991686
SNCR,2021-03-03,4.61,4.61,4.61,4.61,1564,4.61,4.655349248167889,4.680887524743173,-0.0255382765752836,-0.010901729340054114
SNCR,2021-03-02,4.6,4.6,4.6,4.6,984,4.6,4.663594566016596,4.686558526722627,-0.022963960706031,-0.007242592531246735
SNCR,2021-03-01,4.5,4.52,4.5,4.51,2732,4.51,4.67515721438325,4.693483208860437,-0.0183259944771867,-0.0033122504875506636
SNCR,2021-02-26,4.61,4.61,4.61,4.61,2236,4.61,4.705185798816569,4.708161865569272,-0.0029760667527032,0.0004411855098583572
SNCR,2021-02-25,4.79,4.82,4.732,4.7912,14290,4.7912,4.722492307692308,4.716014814814814,0.0064774928774937,0.0012954985754987547
SNCR,2021-02-24,4.71,4.71,4.71,4.71,3331,4.71,4.71,4.71,0.0,0.0
