Symbol,Date,Open,High,Low,Close,Volume,TCDA SMA,TCDA spanTwelveEMA,TCDA spanTwntySixEMA,TCDA_x,TCDA_y
TCDA,2021-04-05,5.3735,5.48,5.3735,5.44,9214,5.44,5.232103090702911,5.358733715339806,-0.1266306246368955,-0.24677780841925423
TCDA,2021-04-05,5.3735,5.48,5.3735,5.44,9214,5.44,5.194303652648894,5.35223241256699,-0.1579287599180965,-0.2768146043648441
TCDA,2021-04-01,5.33,5.33,5.33,5.33,3109,5.33,5.149631589494147,5.345211005572349,-0.1955794160782016,-0.306536065476531
TCDA,2021-03-31,5.14,5.15,5.1,5.15,4304,5.15,5.1168373330385375,5.3464278860181365,-0.2295905529795989,-0.3342752278261133
TCDA,2021-03-30,5.25,5.25,5.15,5.175,8764,5.175,5.110807757227363,5.362142116899587,-0.2513343596722244,-0.3604463965377419
TCDA,2021-03-29,5.28,5.32,5.28,5.32,26863,5.32,5.099136440359611,5.377113486251555,-0.2779770458919444,-0.38772440575412126
TCDA,2021-03-26,5.17,5.31,5.16,5.26,24486,5.26,5.058979429515904,5.38168256515168,-0.3227031356357761,-0.41516124571966545
TCDA,2021-03-25,4.81,4.87,4.73,4.73,13371,4.73,5.022430234882432,5.391417170363814,-0.3689869354813826,-0.4382757732406377
TCDA,2021-03-24,5.05,5.05,5.05,5.05,3253,5.05,5.07559936849742,5.444330543992919,-0.3687311754954994,-0.45559798268045143
TCDA,2021-03-23,5.05,5.05,4.9,4.91,8544,4.91,5.080253799133314,5.475876987512352,-0.3956231883790382,-0.4773146844766894
TCDA,2021-03-22,5.37,5.375,5.37,5.375,3787,5.375,5.111209035339371,5.521147146513341,-0.4099381111739699,-0.4977375585011022
TCDA,2021-03-19,5.09,5.09,5.035,5.05,94513,5.05,5.063247041764712,5.532838918234408,-0.4695918764696962,-0.5196874203328852
TCDA,2021-03-18,5.01,5.01,4.96,5.0,3211,5.0,5.065655594812842,5.571466031693161,-0.5058104368803189,-0.5322113062986823
TCDA,2021-03-17,4.81,4.82,4.8,4.82,5275,4.82,5.077592975687905,5.617183314228614,-0.5395903385407088,-0.5388115236532731
TCDA,2021-03-16,5.09,5.09,5.021,5.021,4325,5.021,5.124428062176614,5.680957979366903,-0.5565299171902893,-0.5386168199314142
TCDA,2021-03-15,4.875,4.89,4.86,4.89,6557,4.89,5.143233164390544,5.733754617716255,-0.590521453325711,-0.5341385456166954
TCDA,2021-03-12,4.9,4.9,4.85,4.85,3142,4.85,5.1892755579160985,5.801254987133556,-0.6119794292174578,-0.5200428186894415
TCDA,2021-03-11,4.95,4.95,4.84,4.84,10292,4.84,5.250962022991753,5.877355386104241,-0.6263933631124878,-0.4970586660574373
TCDA,2021-03-10,4.79,4.79,4.69,4.7,16821,4.7,5.325682390808435,5.960343816992579,-0.6346614261841443,-0.4647249917936746
TCDA,2021-03-09,4.75,4.98,4.75,4.98,38958,4.98,5.439442825500878,6.061171322351986,-0.6217284968511079,-0.4222408831960571
TCDA,2021-03-08,4.7,4.7,4.7,4.7,5907,4.7,5.522977884682855,6.147665028140144,-0.6246871434572894,-0.37236897978229444
TCDA,2021-03-05,4.5,4.5,4.4,4.44,10864,4.44,5.6726102273524655,6.263478230391356,-0.5908680030388904,-0.30928943886354565
TCDA,2021-03-04,4.6,4.63,4.51,4.51,31117,4.51,5.8967211777801865,6.409356488822665,-0.5126353110424784,-0.2388947978197094
TCDA,2021-03-03,5.14,5.148,5.07,5.1207,24049,5.1207,6.148852301012947,6.561305007928478,-0.4124527069155315,-0.17045966951401714
TCDA,2021-03-02,4.8,4.9299,4.79,4.92,44583,4.92,6.3357890830153005,6.676553408562757,-0.3407643255474566,-0.10996141016363857
TCDA,2021-03-01,5.23,5.23,5.12,5.13,24258,5.13,6.593205279927173,6.817077681247778,-0.2238724013206043,-0.052260681317684056
TCDA,2021-02-26,5.19,5.36,5.0,5.31,120619,5.31,6.859242603550295,6.9520438957476,-0.0928012921973051,-0.009357751316953971
TCDA,2021-02-25,7.78,7.78,7.68,7.751,12244,7.751,7.140923076923077,7.083407407407408,0.0575156695156691,0.011503133903133823
TCDA,2021-02-24,7.08,7.08,7.03,7.03,5519,7.03,7.03,7.03,0.0,0.0
