Symbol,Date,Open,High,Low,Close,Volume,AGRX SMA,AGRX spanTwelveEMA,AGRX spanTwntySixEMA,AGRX_x,AGRX_y
AGRX,2021-04-05,2.21,2.21,2.19,2.1977,27353,2.1977,2.120251277482716,2.2525962099963657,-0.1323449325136501,-0.1741580815002566
AGRX,2021-04-05,2.21,2.21,2.19,2.1977,27353,2.1977,2.106169691570482,2.256987906796075,-0.150818215225593,-0.1846113687469083
AGRX,2021-04-01,2.08,2.12,2.08,2.1001,19763,2.1001,2.08952781731057,2.261730939339761,-0.1722031220291917,-0.19305965712723713
AGRX,2021-03-31,2.05,2.05,2.01,2.01,36205,2.01,2.087605602276128,2.2746614144869426,-0.1870558122108145,-0.19827379090174857
AGRX,2021-03-30,1.98,2.0,1.98,1.98,20470,1.98,2.1017157117808787,2.2958343276458977,-0.194118615865019,-0.20107828557448204
AGRX,2021-03-29,2.01,2.01,2.0,2.0,13589,2.0,2.123845841195584,2.321101073857569,-0.1972552326619854,-0.20281820300184777
AGRX,2021-03-26,2.05,2.075,2.05,2.06,17987,2.06,2.146363266867509,2.3467891597661747,-0.2004258928986662,-0.20420894558681346
AGRX,2021-03-25,2.09,2.1,2.04,2.045,66108,2.045,2.162065679025237,2.369732292547469,-0.2076666135222313,-0.2051547087588504
AGRX,2021-03-24,2.09,2.12,2.0804,2.0999,323635,2.0999,2.183350347938917,2.3957108759512664,-0.2123605280123492,-0.20452673256800502
AGRX,2021-03-23,2.05,2.0538,2.03,2.03,59771,2.03,2.198523138473266,2.419375746027368,-0.2208526075541019,-0.20256828370691893
AGRX,2021-03-22,2.1,2.1,2.09,2.1,23408,2.1,2.229163709104769,2.450525805709557,-0.2213620966047882,-0.19799720274512314
AGRX,2021-03-19,2.06,2.065,2.04,2.04,241454,2.04,2.2526480198510903,2.4785678701663216,-0.2259198503152313,-0.19215597928020683
AGRX,2021-03-18,2.07,2.0799,2.065,2.07,28153,2.07,2.2913112961876525,2.513653299779627,-0.2223420035919745,-0.18371501152145073
AGRX,2021-03-17,2.06,2.07,2.05,2.06,22398,2.06,2.3315497136763166,2.5491455637619973,-0.2175958500856807,-0.17405826350381975
AGRX,2021-03-16,2.18,2.18,2.17,2.18,11490,2.18,2.3809223888901925,2.588277208862957,-0.2073548199727644,-0.1631738668583545
AGRX,2021-03-15,2.2465,2.26,2.22,2.22,48484,2.22,2.417453732324773,2.6209393855719934,-0.2034856532472204,-0.152128628579752
AGRX,2021-03-12,2.23,2.23,2.2,2.22,43877,2.22,2.453354410929277,2.653014536417753,-0.1996601254884762,-0.13928937241288492
AGRX,2021-03-11,2.3882,2.3905,2.3882,2.39,25695,2.39,2.4957824856436908,2.6876556993311733,-0.1918732136874825,-0.12419668414398707
AGRX,2021-03-10,2.24,2.24,2.21,2.22,29715,2.22,2.515015664851634,2.711468155277667,-0.1964524904260325,-0.10727755175811318
AGRX,2021-03-09,2.14,2.15,2.13,2.13,34613,2.13,2.568654876642841,2.7507856076998807,-0.1821307310570397,-0.08498381709113323
AGRX,2021-03-08,2.22,2.26,2.15,2.1581,164290,2.1581,2.648410308759721,2.800448456315871,-0.1520381475561496,-0.06069708859965661
AGRX,2021-03-05,2.28,2.28,2.2701,2.2783,16281,2.2783,2.7375576376251254,2.851836332821141,-0.1142786951960155,-0.037861823860533245
AGRX,2021-03-04,2.35,2.35,2.3008,2.3008,21576,2.3008,2.8210590262842388,2.8977192394468325,-0.0766602131625937,-0.018757606026662668
AGRX,2021-03-03,2.65,2.6691,2.65,2.6691,39345,2.6691,2.9156515765177367,2.945472778602579,-0.0298212020848422,-0.004281954242679898
AGRX,2021-03-02,2.87,2.88,2.84,2.84,58531,2.84,2.960479135884598,2.9675826008907853,-0.0071034650061871,0.002102857717860701
AGRX,2021-03-01,2.91,2.95,2.9,2.93,11589,2.93,2.982384433318161,2.977789208962048,0.0045952243561133,0.004404438398872675
AGRX,2021-02-26,2.99,3.01,2.9601,2.9601,8129,2.9601,2.9919088757396453,2.981612345679012,0.010296530060633,0.004356741909562612
AGRX,2021-02-25,3.1335,3.19,3.13,3.15,41454,3.15,2.997692307692308,2.9833333333333334,0.0143589743589744,0.002871794871794897
AGRX,2021-02-24,2.97,3.03,2.9623,2.97,9684,2.97,2.97,2.97,0.0,0.0
