Symbol,Date,Open,High,Low,Close,Volume,CIG SMA,CIG spanTwelveEMA,CIG spanTwntySixEMA,CIG_x,CIG_y
CIG,2021-04-05,2.22,2.24,2.22,2.225,81432,2.225,2.1976425762204364,2.182203715096945,0.0154388611234912,0.0016825907517942734
CIG,2021-04-05,2.22,2.24,2.22,2.225,81432,2.225,2.192668499169607,2.1787800123047005,0.0138884868649062,-0.001756476841129969
CIG,2021-04-01,2.29,2.29,2.285,2.2853,32577,2.2853,2.186790044473172,2.1750824132890765,0.0117076311840951,-0.005667717767639034
CIG,2021-03-31,2.22,2.23,2.215,2.22,60142,2.22,2.1688791434682937,2.1662650063522024,0.0026141371160912,-0.010011555005572685
CIG,2021-03-30,2.19,2.19,2.1701,2.175,37341,2.175,2.159584442280711,2.1619662068603787,-0.0023817645796677,-0.01316797803598867
CIG,2021-03-29,2.19,2.21,2.19,2.21,126245,2.21,2.1567816136044766,2.160923503409209,-0.0041418898047322,-0.015864531400068896
CIG,2021-03-26,2.14,2.15,2.13,2.145,98311,2.145,2.147105543350745,2.156997383681946,-0.0098918403312007,-0.018795191798903047
CIG,2021-03-25,2.08,2.1,2.08,2.1,34257,2.1,2.1474883694145173,2.1579571743765014,-0.0104688049619841,-0.02102102966582863
CIG,2021-03-24,2.18,2.18,2.17,2.17,21187,2.17,2.156122618398975,2.1625937483266218,-0.0064711299276467,-0.023659085841789756
CIG,2021-03-23,2.2,2.2,2.19,2.19,25894,2.19,2.1535994581078794,2.1620012481927517,-0.0084017900848718,-0.027956074820325503
CIG,2021-03-22,2.22,2.235,2.22,2.235,26711,2.235,2.146981177763857,2.159761348048172,-0.0127801702843144,-0.0328446460041888
CIG,2021-03-19,2.2,2.219,2.2,2.219,43361,2.219,2.1309777555391043,2.153742255892025,-0.0227645003529208,-0.03786076493415728
CIG,2021-03-18,2.14,2.145,2.14,2.14,15802,2.14,2.1149737110916687,2.148521636363387,-0.0335479252717183,-0.041634831079466375
CIG,2021-03-17,2.08,2.08,2.07,2.07,24307,2.07,2.110423476744699,2.1492033672724578,-0.0387798905277585,-0.04365655753140338
CIG,2021-03-16,2.16,2.16,2.16,2.16,51967,2.16,2.11777319978919,2.1555396366542543,-0.037766436865064,-0.04487572428231458
CIG,2021-03-15,2.14,2.14,2.13,2.135,36354,2.135,2.1100955997508613,2.1551828075865944,-0.0450872078357331,-0.0466530461366272
CIG,2021-03-12,2.13,2.13,2.13,2.13,32983,2.13,2.1055675269782905,2.156797432193522,-0.0512299052152314,-0.047044505711850704
CIG,2021-03-11,2.13,2.13,2.12,2.1211,143717,2.1211,2.1011252591561616,2.158941226769004,-0.0578159676128424,-0.04599815583600553
CIG,2021-03-10,2.02,2.02,2.0,2.01,105139,2.01,2.0974934880936456,2.1619685249105243,-0.0644750368168787,-0.04304370289179629
CIG,2021-03-09,1.99,1.99,1.9695,1.97,145851,1.97,2.113401395019763,2.174126006903366,-0.0607246118836029,-0.03768586941052568
CIG,2021-03-08,2.05,2.06,2.04,2.055,62194,2.055,2.1394743759324477,2.190456087455636,-0.050981711523188,-0.031926183792256375
CIG,2021-03-05,2.11,2.11,2.095,2.095,37066,2.095,2.1548333533747104,2.2012925744520864,-0.0464592210773759,-0.027162301859523445
CIG,2021-03-04,2.13,2.132,2.12,2.13,102279,2.13,2.165712144897385,2.209795980408253,-0.0440838355108681,-0.022338072055060304
CIG,2021-03-03,2.05,2.05,2.03,2.04,55963,2.04,2.1722052621514547,2.2161796588409133,-0.0439743966894585,-0.016901631191108345
CIG,2021-03-02,2.0,2.0001,1.991,2.0001,102043,2.0001,2.196242582542628,2.2302740315481864,-0.0340314490055582,-0.010133439816520786
CIG,2021-03-01,2.11,2.11,2.1,2.1,61694,2.1,2.2319048702776514,2.2486879540720417,-0.0167830837943903,-0.004158937519261429
CIG,2021-02-26,2.2,2.21,2.195,2.21,57572,2.21,2.255887573964497,2.260582990397805,-0.0046954164333077,-0.0010029009504792087
CIG,2021-02-25,2.28,2.28,2.26,2.26,38807,2.26,2.2642307692307693,2.264629629629629,-0.0003988603988602,-7.9772079771967e-05
CIG,2021-02-24,2.28,2.28,2.26,2.265,42688,2.265,2.265,2.265,0.0,0.0
