Symbol,Date,Open,High,Low,Close,Volume,IAG SMA,IAG spanTwelveEMA,IAG spanTwntySixEMA,IAG_x,IAG_y
IAG,2021-03-01,3.07,3.07,2.97,2.98,1250983,2.98,3.20206217800678,3.298366960830874,-0.0963047828240943,-0.049500027991527785
IAG,2021-02-26,3.06,3.08,2.97,2.99,1215119,2.99,3.242437119462558,3.323836317697344,-0.0813991982347861,-0.037798839283386246
IAG,2021-02-25,3.2,3.25,3.18,3.2,656443,3.2,3.28833477754666,3.350543223113131,-0.0622084455664717,-0.02689874954553627
IAG,2021-02-24,3.17,3.18,3.11,3.16,702334,3.16,3.3043956461915065,3.3625866809621816,-0.0581910347706751,-0.018071325540302503
IAG,2021-02-23,3.3,3.3,3.13,3.185,1571642,3.185,3.3306494000445075,3.378793615439156,-0.0481442153946485,-0.00804139823270935
IAG,2021-02-22,3.26,3.28,3.18,3.19,3825621,3.19,3.3571311091435088,3.394297104674288,-0.0371659955307794,0.001984306057775444
IAG,2021-02-19,3.23,3.24,3.18,3.18,1399123,3.18,3.3875185835332378,3.4106408730482314,-0.0231222895149936,0.011771881454914064
IAG,2021-02-18,3.38,3.43,3.26,3.285,1700687,3.285,3.4252492350847352,3.42909214289209,-0.0038429078073547,0.020495424197390984
IAG,2021-02-17,3.31,3.31,3.22,3.2699,1476090,3.2699,3.4507490960092326,3.440619514323457,0.0101295816857751,0.026580007198577414
IAG,2021-02-16,3.46,3.4788,3.42,3.445,988275,3.445,3.483630749829093,3.454277075469334,0.0293536743597586,0.030692613576777866
IAG,2021-02-16,3.46,3.4788,3.42,3.445,988275,3.445,3.490654522525292,3.455019241506881,0.0356352810184104,0.031027348381032667
IAG,2021-02-12,3.51,3.52,3.445,3.5,634926,3.5,3.498955344802617,3.455820780827432,0.0431345639751854,0.02987536522168801
IAG,2021-02-11,3.61,3.63,3.575,3.61,260697,3.61,3.498765407494002,3.4522864432936267,0.0464789642003755,0.026560565533313762
IAG,2021-02-10,3.59,3.6,3.5513,3.5681,371863,3.5681,3.478540936129275,3.4396693587571168,0.0388715773721584,0.021580965866548313
IAG,2021-02-09,3.6,3.6,3.54,3.57,720128,3.57,3.462257469970962,3.429394907457686,0.0328625625132756,0.017258312990145786
IAG,2021-02-08,3.54,3.59,3.54,3.55,419515,3.55,3.442667919056592,3.418146500054301,0.0245214190022906,0.013357250609363311
IAG,2021-02-05,3.49,3.5,3.43,3.46,470506,3.46,3.4231529952486994,3.407598220058645,0.0155547751900542,0.010566208511131474
IAG,2021-02-04,3.425,3.425,3.3647,3.41,725796,3.41,3.416453539839372,3.403406077663337,0.013047462176035,0.009319066841400788
IAG,2021-02-03,3.44,3.5,3.44,3.49,272768,3.49,3.417626910719258,3.402878563876404,0.0147483468428539,0.008386968007742227
IAG,2021-02-02,3.44,3.44,3.355,3.4,835177,3.4,3.4044681672136683,3.395908848986517,0.0085593182271517,0.006796623298964289
IAG,2021-02-01,3.5,3.52,3.39,3.39,1270609,3.39,3.405280561252517,3.3955815569054377,0.0096990043470794,0.00635594956691754
IAG,2021-01-29,3.51,3.55,3.45,3.5111,1016160,3.5111,3.408058845116611,3.3960280814578727,0.0120307636587382,0.0055201858718770536
IAG,2021-01-28,3.39,3.48,3.3775,3.39,1264398,3.39,3.3893240896832677,3.3868223279745027,0.0025017617087645,0.0038925414251617585
IAG,2021-01-27,3.4,3.4,3.27,3.31,912787,3.31,3.3892011968984064,3.3865681142124626,0.0026330826859437,0.004240236354260938
IAG,2021-01-26,3.39,3.44,3.3744,3.435,512458,3.435,3.4036014145162983,3.3926935633494595,0.0109078511668387,0.004642024771340234
IAG,2021-01-25,3.48,3.51,3.43,3.44,414110,3.44,3.397892580791989,3.389309048417416,0.0085835323745726,0.0030755681724655946
IAG,2021-01-22,3.34,3.41,3.3248,3.4,747744,3.4,3.390236686390532,3.3852537722908096,0.0049829140997226,0.001698577121938829
IAG,2021-01-21,3.49,3.5,3.405,3.435,886706,3.435,3.3884615384615384,3.384074074074074,0.0043874643874644,0.0008774928774928803
IAG,2021-01-20,3.41,3.46,3.37,3.38,840042,3.38,3.38,3.38,0.0,0.0
