Symbol,Date,Open,High,Low,Close,Volume,GFI SMA,GFI spanTwelveEMA,GFI spanTwntySixEMA,GFI_x,GFI_y
GFI,2021-03-01,8.36,8.43,8.305,8.335,773497,8.335,8.698307806637704,8.944076239401673,-0.2457684327639686,-0.16204888135109163
GFI,2021-02-26,8.5,8.51,8.3,8.325,948890,8.325,8.764363771480923,8.992802338553807,-0.2284385670728834,-0.14111899349787238
GFI,2021-02-25,8.54,8.73,8.52,8.65,1069999,8.65,8.844248093568364,9.04622652563811,-0.2019784320697457,-0.1192891001041196
GFI,2021-02-24,8.47,8.49,8.34,8.42,1012841,8.42,8.879565928762611,9.07792464768916,-0.1983587189265474,-0.09861676711271304
GFI,2021-02-23,8.78,8.79,8.48,8.65,1073977,8.65,8.963123370355813,9.13055861950429,-0.1674352491484771,-0.07368127915925399
GFI,2021-02-22,8.66,8.7923,8.61,8.735,1054318,8.735,9.020054892238688,9.169003309064632,-0.1489484168259451,-0.050242786661948174
GFI,2021-02-19,8.55,8.6,8.5,8.565,1049423,8.565,9.071883054463903,9.203723573789803,-0.1318405193259,-0.02556637912094937
GFI,2021-02-18,8.64,8.79,8.48,8.55,603805,8.55,9.164043609820975,9.254821459692987,-0.0907778498720102,0.0010021559302882954
GFI,2021-02-17,8.86,8.9,8.751,8.81,1313569,8.81,9.2756879025157,9.311207176468429,-0.0355192739527261,0.023947157380863365
GFI,2021-02-16,9.25,9.3,9.16,9.19,1653234,9.19,9.360358430245828,9.3513037505859,0.0090546796599273,0.038813765214261185
GFI,2021-02-16,9.25,9.3,9.16,9.19,1653234,9.19,9.391332690290524,9.364208050632774,0.0271246396577513,0.04625353660284465
GFI,2021-02-12,9.35,9.37,9.22,9.335,754143,9.335,9.427938633979712,9.378144694683396,0.0497939392963164,0.05103576083911841
GFI,2021-02-11,9.59,9.67,9.57,9.63,707095,9.63,9.444836567430569,9.381596270258068,0.0632402971725021,0.05134621622481889
GFI,2021-02-10,9.86,9.875,9.7,9.73,703829,9.73,9.41117048878158,9.361723971878712,0.0494465169028686,0.04837269598789853
GFI,2021-02-09,9.5,9.5,9.335,9.385,573403,9.385,9.353201486741868,9.33226188962901,0.0209395971128589,0.04810424075915601
GFI,2021-02-08,9.59,9.63,9.4,9.485,1071301,9.485,9.347419938876754,9.32804284079933,0.0193770980774239,0.05489540167073026
GFI,2021-02-05,9.14,9.165,9.05,9.1,373214,9.1,9.322405382308892,9.315486268063276,0.0069191142456155,0.06377497756905684
GFI,2021-02-04,8.9,9.04,8.67,8.955,1672616,8.955,9.362842724546873,9.332725169508338,0.0301175550385348,0.07798894339991716
GFI,2021-02-03,9.2,9.31,9.18,9.22,510786,9.22,9.436995947191756,9.362943183069005,0.0740527641227526,0.08995679049026274
GFI,2021-02-02,9.36,9.36,9.22,9.28,831328,9.28,9.476449755772077,9.374378637714525,0.1020711180575517,0.09393279708214071
GFI,2021-02-01,9.61,9.66,9.45,9.5,2525527,9.5,9.512167893185184,9.381928928731687,0.1302389644534951,0.09189821683828794
GFI,2021-01-29,10.02,10.05,9.8,9.89,1360931,9.89,9.51438023740067,9.372483243030224,0.1418969943704482,0.08231302993448569
GFI,2021-01-28,9.79,9.835,9.695,9.745,1109456,9.745,9.446085735109884,9.33108190247264,0.1150038326372442,0.0674170388254955
GFI,2021-01-27,9.52,9.54,9.285,9.36,694845,9.36,9.391737686948044,9.29796845467045,0.0937692322775944,0.05552034037255832
GFI,2021-01-26,9.63,9.71,9.555,9.64,504162,9.64,9.397508175484052,9.293005931044084,0.104502244439967,0.04595811739629928
GFI,2021-01-25,9.74,9.93,9.71,9.765,952941,9.765,9.353418752844789,9.265246405527613,0.088172347317176,0.031322085635381886
GFI,2021-01-22,9.41,9.45,9.24,9.4485,728008,9.4485,9.278585798816568,9.225266117969822,0.0533196808467462,0.01710952021493334
GFI,2021-01-21,9.72,9.74,9.51,9.675,1821713,9.675,9.247692307692308,9.207407407407407,0.0402849002849006,0.008056980056980124
GFI,2021-01-20,9.21,9.3,9.12,9.17,1210633,9.17,9.17,9.17,0.0,0.0
