Symbol,Date,Open,High,Low,Close,Volume,ADTX SMA,ADTX spanTwelveEMA,ADTX spanTwntySixEMA,ADTX_x,ADTX_y
ADTX,2021-01-19,2.35,2.4632,2.33,2.4101,149730,2.4101,2.3839608647783828,2.363027194447236,0.020933670331146903,0.03367372082809027
ADTX,2021-01-19,2.35,2.4632,2.33,2.4101,149730,2.4101,2.379208294738089,2.359261370003015,0.019946924735073868,0.036858733452326105
ADTX,2021-01-15,2.46,2.4715,2.305,2.36,139845,2.3599999999999994,2.3735916210541053,2.355194279603256,0.018397341450849147,0.04108668563163917
ADTX,2021-01-14,2.4,2.4,2.31,2.36,77098,2.359999999999999,2.3760628248821245,2.354809821971517,0.021253002910607943,0.046759021676836675
ADTX,2021-01-13,2.33,2.3485,2.3036,2.3336,27158,2.3335999999999992,2.378983338497056,2.3543946077292377,0.024588730767818312,0.05313552636839397
ADTX,2021-01-12,2.26,2.29,2.255,2.2633,24825,2.2633,2.3872348545874296,2.3560581763475765,0.031176678239853036,0.060272225268537885
ADTX,2021-01-11,2.3,2.315,2.2598,2.3114,29086,2.3114,2.409768464512417,2.3634788304553824,0.04628963405703468,0.06754611202570909
ADTX,2021-01-20,2.43,2.4928,2.4,2.4928,39438,2.4928,2.427653639878311,2.367645136891813,0.060008502986498076,0.0728602315178777
ADTX,2021-01-20,2.43,2.4928,2.4,2.4928,39438,2.4928,2.415808847128913,2.3576327478431582,0.05817609928575518,0.0760731636507226
ADTX,2021-01-06,2.09,2.125,2.08,2.125,25701,2.125,2.4018104556978064,2.3468193676706104,0.05499108802719599,0.08054742974196456
ADTX,2021-01-20,2.43,2.4997,2.4,2.4997,44438,2.4997,2.452139629461044,2.3645649170842598,0.08757471237678427,0.08693651517065669
ADTX,2021-01-20,2.43,2.4997,2.4,2.4997,44438,2.4997,2.443492289363052,2.353754110451,0.08973817891205149,0.08677696586912478
ADTX,2021-01-20,2.43,2.4997,2.4,2.4997,44438,2.4997,2.43327270561088,2.3420784392870804,0.09119426632379923,0.08603666260839289
ADTX,2021-01-20,2.43,2.4997,2.4,2.4997,44438,2.4997,2.4211950157219486,2.329468714430047,0.09172630129190162,0.08474726167954119
ADTX,2021-01-20,2.43,2.4997,2.4,2.4938,49438,2.4938,2.4069213822168485,2.315850211584451,0.09107117063239743,0.08300250177645106
ADTX,2021-01-20,2.43,2.4997,2.4,2.4938,49438,2.493799999999999,2.391125269892639,2.301614228511207,0.08951104138143195,0.08098533456246446
ADTX,2020-12-28,2.2,2.24,2.1551,2.24,101648,2.2399999999999998,2.3724571371458456,2.2862393667921035,0.08621777035374256,0.07885390785772256
ADTX,2021-01-20,2.43,2.4997,2.4,2.4938,49438,2.4937999999999985,2.3965402529905453,2.289938516135472,0.10660173685507336,0.07701294223371767
ADTX,2021-01-20,2.43,2.4997,2.4,2.4938,49438,2.493799999999999,2.37885666262519,2.273629597426309,0.1052270651988807,0.06961574357837876
ADTX,2021-01-20,2.43,2.51,2.4,2.5,54580,2.4999999999999987,2.3579578740115883,2.2560159652204144,0.10194190879117393,0.060712913173253155
ADTX,2021-01-20,2.43,2.51,2.4,2.5,54580,2.4999999999999982,2.3321320329227864,2.236497242438048,0.09563479048473857,0.05040566426877296
ADTX,2021-01-20,2.43,2.51,2.4,2.5,54580,2.4999999999999982,2.301610584363293,2.2154170218330917,0.08619356253020127,0.039098382714781554
ADTX,2021-01-20,2.43,2.51,2.4,2.5,54580,2.4999999999999982,2.2655397815202547,2.192650383579738,0.07288939794051608,0.027324587760926625
ADTX,2021-01-20,2.43,2.51,2.4,2.5,54580,2.4999999999999982,2.2229106508875742,2.1680624142661182,0.054848236621455985,0.015933385216029147
ADTX,2021-01-20,2.43,2.51,2.4,2.5016,55080,2.501599999999998,2.172530769230769,2.1415074074074067,0.03102336182336174,0.006204672364672437
ADTX,2020-12-15,2.2,2.23,2.1,2.1127,124846,2.1126999999999985,2.1127,2.1127,0.0,0.0
