Symbol,Date,Open,High,Low,Close,Volume,MFH SMA,MFH spanTwelveEMA,MFH spanTwntySixEMA,MFH_x,MFH_y
MFH,2021-01-19,3.72,3.89,3.5,3.7999,91313,3.7999,3.8522819279731966,3.7202304776447086,0.13205145032848753,0.11648991374534204
MFH,2021-01-19,3.72,3.89,3.5,3.7999,91313,3.7999,3.8618059148774138,3.713856915856285,0.14794899902112846,0.11259952959955556
MFH,2021-01-15,3.97,4.0607,3.86,3.92,33830,3.92,3.873061535764216,3.706973469124788,0.16608806663942846,0.10376216224416222
MFH,2021-01-14,4.25,4.35,4.02,4.1126,121325,4.112599999999999,3.8645272695395287,3.6899313466547716,0.17459592288475756,0.08818068614534577
MFH,2021-01-13,4.0,4.0702,3.9464,3.9831,15259,3.9831,3.8194231367285334,3.6561178543871535,0.16330528234138075,0.06657687696049293
MFH,2021-01-12,4.25,4.25,3.89,3.95,35683,3.95,3.7896637070428127,3.629959282738125,0.15970442430468745,0.04239477561527119
MFH,2021-01-11,3.77,4.23,3.71,4.145,101674,4.144999999999999,3.76051165377787,3.6043560253571747,0.15615562842069464,0.013067363442917007
MFH,2021-01-08,4.41,5.94,4.41,5.516,1357231,5.515999999999997,3.6906046817374834,3.561104507385749,0.1295001743517341,-0.022704702801527515
MFH,2021-01-07,3.36,3.95,3.36,3.63,400675,3.6299999999999972,3.3587146238715713,3.4047128679766088,-0.04599824410503794,-0.06075592208984303
MFH,2021-01-06,3.4,3.49,3.3132,3.33,59205,3.3299999999999974,3.309390010030038,3.3866898974147377,-0.07729988738469906,-0.06444534158604441
MFH,2021-01-05,3.34,3.37,3.24,3.33,40534,3.3299999999999974,3.3056427391264087,3.391225089207917,-0.08558235008150783,-0.06123170513638063
MFH,2021-01-04,3.25,3.31,3.2,3.21,36869,3.2099999999999973,3.301214146240301,3.3961230963445503,-0.09490895010424882,-0.05514404390009872
MFH,2021-01-04,3.25,3.31,3.2,3.21,36869,3.2099999999999973,3.3177985364658107,3.411012944052114,-0.09321440758630396,-0.045202817349061085
MFH,2020-12-31,3.14,3.1804,3.01,3.0501,95992,3.0500999999999983,3.337398270368685,3.427093979576284,-0.08969570920759873,-0.033199919789750475
MFH,2020-12-30,3.17,3.17,3.01,3.0132,57486,3.013199999999998,3.3896343195266274,3.4572534979423866,-0.06761917841575915,-0.01907597243528841
MFH,2020-12-29,3.15,3.19,3.09,3.09,68868,3.0899999999999976,3.4580769230769235,3.492777777777777,-0.03470085470085449,-0.006940170940170721
MFH,2021-01-20,3.46,3.58,3.46,3.525,8937,3.5249999999999977,3.525,3.525,0.0,0.0
MFH,2021-01-20,3.46,3.58,3.46,3.525,8937,3.524999999999997,3.525,3.525,0.0,0.0
MFH,2021-01-20,3.46,3.58,3.46,3.525,8937,3.524999999999997,3.525,3.525,0.0,0.0
MFH,2021-01-20,3.46,3.58,3.46,3.525,8937,3.524999999999997,3.525,3.525,0.0,0.0
MFH,2021-01-20,3.46,3.58,3.46,3.525,8937,3.524999999999997,3.525,3.525,0.0,0.0
MFH,2021-01-20,3.46,3.58,3.46,3.525,8937,3.524999999999997,3.525,3.525,0.0,0.0
MFH,2021-01-20,3.46,3.58,3.46,3.525,8937,3.524999999999997,3.525,3.525,0.0,0.0
MFH,2021-01-20,3.46,3.58,3.46,3.525,8937,3.524999999999997,3.525,3.525,0.0,0.0
MFH,2021-01-20,3.46,3.58,3.46,3.525,8937,3.524999999999997,3.525,3.525,0.0,0.0
MFH,2021-01-20,3.46,3.58,3.46,3.525,8937,3.524999999999997,3.525,3.525,0.0,0.0
