Symbol,Date,Open,High,Low,Close,Volume,SB SMA,SB spanTwelveEMA,SB spanTwntySixEMA,SB_x,SB_y
SB,2020-12-29,1.27,1.28,1.27,1.28,4726,1.28,1.2082812510512126,1.18361660277479,0.024664648276422563,0.014230127043218918
SB,2020-12-28,1.21,1.27,1.21,1.25,66408,1.2500000000000002,1.1952414785150696,1.1759059309967732,0.01933554751829636,0.011621496734918007
SB,2020-12-28,1.21,1.27,1.21,1.25,66408,1.25,1.1852853836996278,1.1699784054765148,0.015306978223112775,0.00969298403907342
SB,2020-12-24,1.18,1.2,1.18,1.2,7697,1.2000000000000002,1.1735190898268328,1.163576677914636,0.009942411912196691,0.008289485493063523
SB,2020-12-23,1.18,1.1993,1.16,1.18,8692,1.18,1.1687043788862572,1.160662812147807,0.008041566738449912,0.007876253888280175
SB,2020-12-22,1.19,1.198,1.1599,1.175,46727,1.175,1.1666506295928492,1.1591158371196315,0.007534792473217422,0.007834925675737686
SB,2020-12-21,1.16,1.19,1.16,1.17,59436,1.1699999999999997,1.1651325622460944,1.1578451040892024,0.007287458156892024,0.007909958976367695
SB,2020-12-18,1.16,1.16,1.145,1.16,152867,1.1599999999999997,1.164247573563566,1.1568727124163385,0.007374861147227519,0.008065584181236611
SB,2020-12-17,1.16,1.1699,1.15,1.16,7725,1.1599999999999997,1.1650198596660326,1.1566225294096455,0.008397330256387114,0.008238264939738884
SB,2020-12-16,1.18,1.19,1.1791,1.18,25759,1.1799999999999995,1.1659325614234932,1.1563523317624171,0.009580229661076078,0.008198498610576827
SB,2020-12-15,1.16,1.19,1.16,1.17,18296,1.1699999999999997,1.163374845318674,1.1544605183034105,0.008914327015263401,0.007853065847952014
SB,2020-12-14,1.18,1.19,1.17,1.185,20215,1.1849999999999996,1.1621702717402511,1.1532173597676834,0.008952911972567534,0.007587750556124111
SB,2020-12-11,1.16,1.19,1.16,1.18,25849,1.1799999999999993,1.1580194120566598,1.150674748549098,0.007344663507562021,0.007246460202013199
SB,2020-12-10,1.16,1.16,1.16,1.16,1256,1.159999999999999,1.1540229415215073,1.148328728433026,0.005694213088481392,0.007221909375626049
SB,2020-12-09,1.13,1.14,1.13,1.14,4208,1.139999999999999,1.1529362036163269,1.147395026707668,0.0055411769086588505,0.007603833447412212
SB,2020-12-08,1.15,1.17,1.15,1.1505,962,1.150499999999999,1.1552882406374771,1.1479866288442817,0.007301611793195661,0.008119497582100552
SB,2020-12-07,1.17,1.1783,1.1411,1.16,36519,1.1599999999999988,1.156158829844291,1.147785559151824,0.008373270692467072,0.00832396902932683
SB,2020-12-04,1.11,1.14,1.11,1.14,10772,1.139999999999999,1.1554604352705258,1.14680840388397,0.008652031386556125,0.008311643613541768
SB,2020-12-03,1.16,1.17,1.15,1.15,1512,1.1499999999999992,1.1582714235015308,1.1473530761946873,0.01091834730684349,0.00822654667028829
SB,2020-12-02,1.15,1.15,1.1267,1.1267,7490,1.1266999999999991,1.1597753186836273,1.1471413222902622,0.012633996393365043,0.00755359651114949
SB,2020-12-01,1.21,1.25,1.21,1.25,35838,1.2499999999999991,1.1657890129897412,1.148776628073483,0.017012384916258227,0.006283496540595601
SB,2020-11-30,1.2,1.2,1.18,1.185,47816,1.1849999999999992,1.1504779244424217,1.1406787583193616,0.009799166123059866,0.0036012744466799433
SB,2020-11-27,1.17,1.18,1.15,1.18,30318,1.1799999999999993,1.1442011834319523,1.137133058984911,0.007068124447041856,0.002051801527584907
SB,2020-11-27,1.17,1.18,1.15,1.18,30318,1.1799999999999995,1.1376923076923076,1.1337037037037037,0.0039886039886039,0.0007977207977207801
SB,2020-11-25,1.17,1.17,1.12,1.13,35831,1.1299999999999997,1.13,1.13,0.0,0.0
SB,2020-11-24,1.14,1.15,1.11,1.13,39993,1.13,1.13,1.13,0.0,0.0
