Symbol,Date,Open,High,Low,Close,Volume,CTXR SMA,CTXR spanTwelveEMA,CTXR spanTwntySixEMA,CTXR_x,CTXR_y
CTXR,2020-12-29,1.08,1.08,1.05,1.068,45163,1.068,1.0872539165109876,1.0610393201965875,0.02621459631440004,0.03819133483930707
CTXR,2020-12-28,1.11,1.11,1.07,1.0759999999999998,109770,1.0759999999999998,1.0907546286038945,1.0604824658123146,0.030272162791579627,0.041185519470533824
CTXR,2020-12-28,1.11,1.11,1.07,1.0759999999999998,109770,1.0760000000000003,1.0934372883500567,1.0592410630773001,0.03419622527275678,0.043913858640272314
CTXR,2020-12-24,1.1,1.1136,1.07,1.11,28202,1.1100000000000003,1.0966077044137037,1.057900348123484,0.0387073562902196,0.04634326698215124
CTXR,2020-12-23,1.11,1.11,1.05,1.0755,100385,1.0755,1.0941727415798317,1.0537323759733626,0.040440365606468916,0.048252244655134155
CTXR,2020-12-22,1.14,1.14,1.12,1.12,50510,1.12,1.0975677855034371,1.0519909660512317,0.045576819452205486,0.050205214417300414
CTXR,2020-12-21,1.14,1.15,1.1,1.15,110128,1.15,1.0934892010495163,1.0465502433353302,0.046938957714186325,0.05136231315857414
CTXR,2020-12-18,1.09,1.09,1.0668,1.08,84105,1.08,1.083214510331247,1.0382742628021566,0.044940247529090316,0.05246815201967115
CTXR,2020-12-17,1.07,1.09,1.04,1.0649,113238,1.0648999999999995,1.08379896675511,1.0349362038263292,0.04886276292878078,0.05435012814231635
CTXR,2020-12-16,1.07,1.07,1.05,1.0501,34470,1.0500999999999998,1.0872351425287663,1.0325391001324355,0.054696042396330746,0.05572196944570024
CTXR,2020-12-15,1.04,1.0699,1.04,1.0692,112842,1.0692,1.0939869866249057,1.0311342281430302,0.06285275848187544,0.0559784512080426
CTXR,2020-12-14,1.17,1.17,1.0627,1.1041,377722,1.1041000000000003,1.0984937114657976,1.0280889663944726,0.07040474507132499,0.05425987438958439
CTXR,2020-12-11,1.2215,1.23,1.18,1.1951,249404,1.1951000000000005,1.0974743862777607,1.0220080837060304,0.07546630257173037,0.05022365671914924
CTXR,2020-12-10,1.18,1.22,1.17,1.205,494732,1.205,1.0797242746918991,1.0081607304025129,0.07156354428938627,0.04391299525600395
CTXR,2020-12-09,1.21,1.27,1.13,1.18,1407588,1.1799999999999995,1.0569468700904263,0.992413588834714,0.06453328125571245,0.03700035799765837
CTXR,2020-12-08,1.14,1.2,1.11,1.1740000000000002,507326,1.1740000000000002,1.0345735737432311,0.977406675941491,0.05716689780174011,0.030117127183144875
CTXR,2020-12-07,1.15,1.16,1.1311,1.1483,61476,1.1483,1.0092233144238183,0.9616792100168102,0.047544104407008285,0.023354684528496067
CTXR,2020-12-04,1.17,1.17,1.1496,1.1541,251792,1.1541,0.9839366443190584,0.946749546818155,0.03718709750090321,0.017307329558868066
CTXR,2020-12-03,1.01,1.01,0.9822,0.9995,46722,0.9995,0.9529978523770688,0.9301615105636076,0.02283634181346128,0.012337387573359249
CTXR,2020-12-02,0.99,0.9999,0.9631,0.970001,70723,0.970001,0.9445429164456268,0.924614431408696,0.01992848503693068,0.009712649013333768
CTXR,2020-12-01,1.02,1.025,1.0,1.01,132370,1.0100000000000002,0.9399141739811954,0.9209835059213918,0.01893066805980359,0.007158690007434513
CTXR,2020-11-30,1.04,1.04,1.0,1.0037,168064,1.0037,0.9271712965232308,0.9138621863951032,0.013309110128127744,0.004215695494342243
CTXR,2020-11-27,0.9366,0.95,0.93,0.9459,96497,0.9459,0.913256986800182,0.9066751613067114,0.006581825493470639,0.0019423418358958948
CTXR,2020-11-27,0.9366,0.95,0.93,0.9459,96497,0.9459,0.9073218934911242,0.9035371742112484,0.003784719279875892,0.0007824709215022363
CTXR,2020-11-25,0.9,0.92,0.9,0.902,52527,0.902,0.9003076923076923,0.9001481481481481,0.0001595441595441116,3.190883190882232e-05
CTXR,2020-11-24,0.9179,0.9179,0.9,0.9,72998,0.9,0.9,0.9,0.0,0.0
